,sensitivity,confidence
$\mathrm{thk}_{1}$,4.439972263840952,2.9221571392504138
$\mathrm{thk}_{2}$,1.4133081940910914,0.8933498262129858
$\mathrm{thk}_{3}$,1.6709890941558614,1.058640393073232
$\mathrm{thk}_{4}$,2.466772356229661,1.5125594914187308
$\mathrm{thk}_{5}$,1.3324145077730007,0.8327542127385675
$\mathrm{thk}_{6}$,0.7362229450765693,0.43939498001389493
$\mathrm{thk}_{7}$,1.2366236205044265,0.7278535355554837
$\rho_{1}$,29.48540480282861,18.291494826322573
$\rho_{2}$,16.751941199474935,11.143758236171102
$\rho_{3}$,4.784301338950621,3.029203180477589
$\rho_{4}$,2.1515047781092695,1.2548303625988257
$\rho_{5}$,1.1210965938667259,0.6644373518409258
$\rho_{6}$,0.7357601607405696,0.46691422920545506
$\rho_{7}$,0.8153025400332753,0.47108890547060794
$\rho_{8}$,1.0472045614744512,0.6088120324887402
