,sensitivity,confidence
$\mathrm{thk}_{1}$,6.49734644369942,4.07063510339485
$\mathrm{thk}_{2}$,1.4387845227096605,0.8894862406522611
$\mathrm{thk}_{3}$,1.5029129643880754,0.8396474650279432
$\mathrm{thk}_{4}$,1.763065273291942,1.104904826592111
$\mathrm{thk}_{5}$,1.064071573066918,0.6754417657499273
$\mathrm{thk}_{6}$,1.3927751472075922,0.7906183520477019
$\mathrm{thk}_{7}$,1.1571052157920545,0.7201052902425409
$\rho_{1}$,32.99224429128927,20.280399043838077
$\rho_{2}$,14.89600029345467,9.68893225865198
$\rho_{3}$,4.011193337589566,2.4654637679126163
$\rho_{4}$,1.383312110735579,0.8689463592631924
$\rho_{5}$,1.4552418606932402,0.9213590649634016
$\rho_{6}$,0.6123625930125897,0.3773977034744933
$\rho_{7}$,1.0466967168737764,0.6194256831466518
$\rho_{8}$,0.7139551297516361,0.4641124699602324
