X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
300.000,0.000,0.000,7.622,49.912,0.0,1.0e-06,0.100
300.000,0.000,0.000,6.949,23.620,0.2,1.3e-04,0.630
300.000,0.000,0.000,12.715,12.715,0.4,1.3e-04,0.271
300.000,0.000,0.000,7.931,23.226,0.4,1.0e-04,0.463
300.000,0.000,0.000,7.981,29.264,0.3,1.0e-04,0.497
300.000,0.000,0.000,0.000,32.460,0.3,9.8e-05,0.509
