time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,8.134769044e-04,7.764416000e-04,1.396492800e-06,6.987974400e-05,3.603067586e+01,3.722000000e+01
6.070000e-06,4.826916688e-04,4.455552000e-04,7.908736000e-07,4.009996800e-05,3.779968134e+01,3.988000000e+01
7.080000e-06,3.176353149e-04,3.175040000e-04,6.268736000e-07,2.857536000e-05,3.865816262e+01,3.869000000e+01
8.520000e-06,2.067336952e-04,2.298886400e-04,4.119680000e-07,2.068997760e-05,3.780729938e+01,3.524000000e+01
1.053000e-05,1.396982148e-04,1.674374400e-04,2.828672000e-07,1.506936960e-05,3.449382080e+01,3.057000000e+01
1.255000e-05,1.086594886e-04,1.300454400e-04,2.473382400e-07,1.170408960e-05,3.044139229e+01,2.702000000e+01
1.456000e-05,9.117425347e-05,1.062720000e-04,2.048294400e-07,9.564480000e-06,2.671357774e+01,2.413000000e+01
1.744000e-05,7.526741378e-05,8.339072000e-05,1.133043200e-07,7.505164800e-06,2.246985978e+01,2.099000000e+01
2.146000e-05,6.098238737e-05,6.355328000e-05,1.177913600e-07,5.719795200e-06,1.829770753e+01,1.779000000e+01
2.549000e-05,5.110436181e-05,5.098432000e-05,7.630592000e-08,4.588588800e-06,1.545233520e+01,1.548000000e+01
2.950000e-05,4.375493327e-05,4.214144000e-05,6.966720000e-08,3.792729600e-06,1.343366298e+01,1.377000000e+01
3.528000e-05,3.582183976e-05,3.345600000e-05,6.111296000e-08,3.011040000e-06,1.139207775e+01,1.193000000e+01
4.330000e-05,2.803015734e-05,2.568896000e-05,4.392576000e-08,2.312006400e-06,9.535694045e+00,1.011000000e+01
5.140000e-05,2.247283202e-05,2.067187200e-05,3.419072000e-08,1.860468480e-06,8.302433844e+00,8.780000000e+00
5.941000e-05,1.842941763e-05,1.713734400e-05,4.250880000e-08,1.542360960e-06,7.444042271e+00,7.810000000e+00
7.095000e-05,1.412351596e-05,1.356083200e-05,2.550528000e-08,1.220474880e-06,6.612514075e+00,6.790000000e+00
8.707000e-05,1.058331175e-05,1.041728000e-05,2.156140800e-08,9.375552000e-07,5.697974818e+00,5.760000000e+00
1.031600e-04,8.363314808e-06,8.354816000e-06,1.834700800e-08,7.519334400e-07,5.025099209e+00,5.030000000e+00
1.192200e-04,6.822043278e-06,6.867008000e-06,1.476000000e-08,6.180307200e-07,4.522629208e+00,4.500000000e+00
1.423300e-04,5.087024915e-06,5.350336000e-06,1.221209600e-08,4.815302400e-07,4.093666891e+00,3.960000000e+00
1.745400e-04,3.388868566e-06,4.033088000e-06,1.004729600e-08,3.629779200e-07,3.819921071e+00,3.400000000e+00
