,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,-6.601645979343232e-05,8.52693804142442e-05,9.904711131905703e-11,4.46023949343972e-12,5.2706500116832e-13,-1.3364563694235708e-05,-2.0218317667141146e-05,5.450526486074412e-06,-3.0804230835115605e-12,-6.258363353452065e-13,3.4039092997109894e-12,0.005370549980324307,0.0020843278153828836,-0.0012825715776393742,4.0207230729249836e-10,1.2470682504364673e-10,1.9973191978231733e-10,0.04136754450323863,0.01757039375483544,-0.12044820467935094,3.265102054794641e-07,1.197540612679432e-07,1.5262391820309015e-07,-8.257954654732774e-06,-0.0005868219708066593,0.001247586396792013,-4.057742520576459e-10,-1.0995530238926386e-10,-3.2254858395715946e-11
dB/dt tg02,-4.2502951414939156e-05,5.179756581512451e-05,9.96656464946295e-11,4.4489840634513145e-12,5.268873977593061e-13,-7.59871580088116e-06,-1.4042930060601717e-05,5.384990009727059e-06,-3.08615731141622e-12,-6.246781907673492e-13,3.400485749860538e-12,0.002657866581061676,0.0014347408589432528,-0.001244468173083851,4.030336560508832e-10,1.24462423428512e-10,1.9970129345898622e-10,0.023172568205932446,0.04382751096890682,-0.12265862746784338,3.2636032019943403e-07,1.1965229866255448e-07,1.5264514305043294e-07,-4.699352556853632e-06,-0.00037314537488521176,0.0012084738578617934,-4.063159888469832e-10,-1.098335583682962e-10,-3.2360934829369476e-11
dB/dt tg03,-3.2165467817693636e-05,2.7095850054641464e-05,1.0050436430467086e-10,4.4348699276412e-12,5.267423821317627e-13,-4.537008917659682e-06,-9.50294346227123e-06,4.9770232642114724e-06,-3.094343706946098e-12,-6.232037301926564e-13,3.396993778102014e-12,0.0013081392771791339,0.0009579416150887854,-0.0011332266002016692,4.0441111769361084e-10,1.241677773369367e-10,1.996768965312977e-10,0.013579146630656133,0.05134862806684071,-0.1161595991782568,3.26226700098866e-07,1.1954356113482295e-07,1.5267108575244414e-07,-2.8074812035750904e-06,-0.00022978038643504373,0.0010993964860568212,-4.0711159124816116e-10,-1.0968922565021409e-10,-3.2470044515275423e-11
dB/dt tg04,-2.59033616421763e-05,5.285861678919104e-06,9.872033333438161e-11,4.452388923718432e-12,5.26457171152685e-13,-2.3691908096193934e-06,-5.4085857014400555e-06,4.239618017148901e-06,-3.072595486611473e-12,-6.253721325625084e-13,3.392637639325662e-12,0.00044655915998556144,0.0005294492056905185,-0.0009488808329038647,4.0073043287744095e-10,1.244054203174966e-10,1.995622841444261e-10,0.0068555825900790965,0.04934119077226821,-0.10177791756081869,3.256846753779474e-07,1.1950610061923712e-07,1.5266790752400783e-07,-1.4656461976728037e-06,-0.00011074548307960283,0.0009193699609060739,-4.047852190620788e-10,-1.0978149017454076e-10,-3.259490984701671e-11
dB/dt tg05,-2.1531238197055424e-05,-7.858807408233163e-06,9.777669287811581e-11,4.4571075399989364e-12,5.260929348035416e-13,-1.088493197043068e-06,-2.6913261676125693e-06,3.2813355511349964e-06,-3.059655598281112e-12,-6.262678196471833e-13,3.3861918248694008e-12,2.8114688084869297e-05,0.0002480103963679695,-0.0007219171119097281,3.9852804089777657e-10,1.243882544902543e-10,1.9944114510859288e-10,0.002950132952912635,0.04033583675164752,-0.08116862512641539,3.250872602901678e-07,1.1938006614786286e-07,1.526777226412376e-07,-6.709707895243602e-07,-4.063153679593203e-05,0.0006973893099723939,-4.033380591193442e-10,-1.097587789743236e-10,-3.278694903318973e-11
dB/dt tg06,-1.8640811023119456e-05,-1.2176755039295781e-05,1.0845906582409592e-10,4.314506055402502e-12,5.260449357170841e-13,-5.72443480264628e-07,-1.4966451731617632e-06,2.5285626738140523e-06,-3.1772278750942786e-12,-6.106734484731686e-13,3.3772094152700473e-12,-8.449633796267727e-05,0.0001271777247526002,-0.0005497995612059737,4.183570122298912e-10,1.2178847304056004e-10,1.9962689981544014e-10,0.0014238202485708218,0.031984859692520795,-0.06407211705979574,3.258090818116596e-07,1.1877081046019996e-07,1.528327685014771e-07,-3.5024073415581193e-07,-1.4656271920510146e-05,0.0005281987485854524,-4.154008890726413e-10,-1.0857895651428448e-10,-3.310321087678632e-11
dB/dt tg07,-1.6380388687319204e-05,-1.3048845995355441e-05,1.0212386700851172e-10,4.38765517232526e-12,5.254316404589316e-13,-3.4549754918931035e-07,-9.31921619357881e-07,1.963725870790718e-06,-3.103775707214826e-12,-6.192729184728604e-13,3.3718746582841824e-12,-0.00010256909833350634,7.217012793281458e-05,-0.0004236482333639367,4.0592355913126697e-10,1.229672239564621e-10,1.9936299794953367e-10,0.0007829970152373858,0.0257067615619379,-0.050803351755914154,3.2463519202260334e-07,1.1884949697769827e-07,1.52768291154342e-07,-2.0928036499000798e-07,-4.807881831964854e-06,0.00040356609406905924,-4.077052922123821e-10,-1.0909382119512756e-10,-3.323986603158319e-11
dB/dt tg08,-1.3791098942478316e-05,-1.232839643488082e-05,6.063962799605679e-11,4.903303896390164e-12,5.234694147215376e-13,-1.992677774001137e-07,-5.551008299259042e-07,1.3820103549999706e-06,-2.6346800389427773e-12,-6.77610557859117e-13,3.371145216861267e-12,-8.981290491223674e-05,3.749990623440667e-05,-0.0002961278661494994,3.2667587872126025e-10,1.3185336054215758e-10,1.981308035514563e-10,0.00039705999809441865,0.019550788019390426,-0.03676076725049056,3.193212103085512e-07,1.2028680335315654e-07,1.5226016226042408e-07,-1.1881352451865246e-07,-1.7147491910178812e-07,0.0002770918607658707,-3.590364137323174e-10,-1.1305743259898856e-10,-3.309407435010544e-11
dB/dt tg09,-1.1079316518729404e-05,-1.0474618379122517e-05,1.6368457250636021e-10,3.5844164474378195e-12,5.254214567772222e-13,-1.1795366990907671e-07,-3.4052223515653104e-07,8.482197635513604e-07,-3.786207261058282e-12,-5.300199937666569e-13,3.335957018937601e-12,-6.349140648523008e-05,1.9708313343502e-05,-0.0001810167990463139,5.211978663872175e-10,1.0856731743122969e-10,2.0069823031797894e-10,0.00020699234721636135,0.0143110454227674,-0.023518794802638684,3.29984033958691e-07,1.1582991435283978e-07,1.5361034848201122e-07,-6.904347791284795e-08,8.879559024393753e-07,0.00016284745283954885,-4.779929561490341e-10,-1.025678413773408e-10,-3.457533287228523e-11
dB/dt tg10,-9.093980527798788e-06,-8.791093244063804e-06,2.227007774370856e-10,2.822880070095757e-12,5.261811933783573e-13,-8.138331780903139e-08,-2.396721737288515e-07,5.021555372971165e-07,-4.443893767181853e-12,-4.4515976320265657e-13,3.310188597066825e-12,-4.45948385206429e-05,1.222731047201493e-05,-0.00010706693287997411,6.322495916252421e-10,9.504075731647773e-11,2.0209665809585023e-10,0.00013286562486025433,0.011123002253329087,-0.014731777283921955,3.3570381564546255e-07,1.1314449367119898e-07,1.5441542591211774e-07,-4.701750809957219e-08,8.28365537485518e-07,8.988333189412769e-05,-5.458377701425603e-10,-9.646596593385596e-11,-3.559753728265538e-11
