X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
283.479,395.124,8.474,46.777,0.0,1e-06,0.1
283.479,395.124,6.472,19.372,0.2,0.00013,0.535
283.479,395.124,9.702,12.683,0.5,0.00013,0.394
283.479,395.124,7.976,16.327,0.5,0.00011,0.39
283.479,395.124,8.005,25.439,0.3,0.0001,0.478
283.479,395.124,0.0,31.894,0.3,9.9e-05,0.507
