X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
300.000,0.000,0.000,7.273,40.907,0.0,1.0e-06,0.100
300.000,0.000,0.000,7.436,31.945,0.2,1.2e-04,0.602
300.000,0.000,0.000,12.955,14.155,0.5,1.3e-04,0.348
300.000,0.000,0.000,8.023,22.785,0.4,1.1e-04,0.458
300.000,0.000,0.000,7.995,28.644,0.3,1.0e-04,0.494
300.000,0.000,0.000,0.000,31.666,0.3,9.9e-05,0.506
