time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,7.927106560e-04,7.764416000e-04,1.396492800e-06,2.329324800e-05,3.665721185e+01,3.722000000e+01
6.070000e-06,4.968584500e-04,4.455552000e-04,7.908736000e-07,1.336665600e-05,3.707770862e+01,3.988000000e+01
7.080000e-06,3.373159565e-04,3.175040000e-04,6.268736000e-07,9.525120000e-06,3.713947890e+01,3.869000000e+01
8.520000e-06,2.211102025e-04,2.298886400e-04,4.119680000e-07,6.896659200e-06,3.615019517e+01,3.524000000e+01
1.053000e-05,1.476992666e-04,1.674374400e-04,2.828672000e-07,5.023123200e-06,3.323657889e+01,3.057000000e+01
1.255000e-05,1.131706986e-04,1.300454400e-04,2.473382400e-07,3.901363200e-06,2.962695048e+01,2.702000000e+01
1.456000e-05,9.390664938e-05,1.062720000e-04,2.048294400e-07,3.188160000e-06,2.619284286e+01,2.413000000e+01
1.744000e-05,7.688234634e-05,8.339072000e-05,1.133043200e-07,2.501721600e-06,2.215409118e+01,2.099000000e+01
2.146000e-05,6.207754878e-05,6.355328000e-05,1.177913600e-07,1.906598400e-06,1.808186642e+01,1.779000000e+01
2.549000e-05,5.198594704e-05,5.098432000e-05,7.630592000e-08,1.529529600e-06,1.527714240e+01,1.548000000e+01
2.950000e-05,4.451607972e-05,4.214144000e-05,6.966720000e-08,1.264243200e-06,1.328009530e+01,1.377000000e+01
3.528000e-05,3.646295319e-05,3.345600000e-05,6.111296000e-08,1.003680000e-06,1.125814847e+01,1.193000000e+01
4.330000e-05,2.855802750e-05,2.568896000e-05,4.392576000e-08,7.706688000e-07,9.417823062e+00,1.011000000e+01
5.140000e-05,2.297244295e-05,2.067187200e-05,3.419072000e-08,6.201561600e-07,8.181617522e+00,8.780000000e+00
5.941000e-05,1.896867748e-05,1.713734400e-05,4.250880000e-08,5.141203200e-07,7.302280930e+00,7.810000000e+00
7.095000e-05,1.466325068e-05,1.356083200e-05,2.550528000e-08,4.068249600e-07,6.449236749e+00,6.790000000e+00
8.707000e-05,1.092567270e-05,1.041728000e-05,2.156140800e-08,3.125184000e-07,5.578311912e+00,5.760000000e+00
1.031600e-04,8.406301614e-06,8.354816000e-06,1.834700800e-08,2.506444800e-07,5.007953540e+00,5.030000000e+00
1.192200e-04,6.602885265e-06,6.867008000e-06,1.476000000e-08,2.060102400e-07,4.622158097e+00,4.500000000e+00
1.423300e-04,4.707346357e-06,5.350336000e-06,1.221209600e-08,1.605100800e-07,4.310930033e+00,3.960000000e+00
1.745400e-04,3.046766189e-06,4.033088000e-06,1.004729600e-08,1.209926400e-07,4.100764112e+00,3.400000000e+00
