time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,7.147864489e-04,7.764416000e-04,1.396492800e-06,3.882208000e-05,3.927519530e+01,3.722000000e+01
6.070000e-06,4.703597070e-04,4.455552000e-04,7.908736000e-07,2.227776000e-05,3.845751929e+01,3.988000000e+01
7.080000e-06,3.325215350e-04,3.175040000e-04,6.268736000e-07,1.587520000e-05,3.749562052e+01,3.869000000e+01
8.520000e-06,2.263124079e-04,2.298886400e-04,4.119680000e-07,1.149443200e-05,3.559406514e+01,3.524000000e+01
1.053000e-05,1.542692974e-04,1.674374400e-04,2.828672000e-07,8.371872000e-06,3.228609642e+01,3.057000000e+01
1.255000e-05,1.177483506e-04,1.300454400e-04,2.473382400e-07,6.502272000e-06,2.885402440e+01,2.702000000e+01
1.456000e-05,9.632169135e-05,1.062720000e-04,2.048294400e-07,5.313600000e-06,2.575317630e+01,2.413000000e+01
1.744000e-05,7.707298753e-05,8.339072000e-05,1.133043200e-07,4.169536000e-06,2.211754379e+01,2.099000000e+01
2.146000e-05,6.058078552e-05,6.355328000e-05,1.177913600e-07,3.177664000e-06,1.837848449e+01,1.779000000e+01
2.549000e-05,4.975718678e-05,5.098432000e-05,7.630592000e-08,2.549216000e-06,1.573000599e+01,1.548000000e+01
2.950000e-05,4.203951952e-05,4.214144000e-05,6.966720000e-08,2.107072000e-06,1.379666026e+01,1.377000000e+01
3.528000e-05,3.402439941e-05,3.345600000e-05,6.111296000e-08,1.672800000e-06,1.178983932e+01,1.193000000e+01
4.330000e-05,2.645087755e-05,2.568896000e-05,4.392576000e-08,1.284448000e-06,9.911573560e+00,1.011000000e+01
5.140000e-05,2.123932162e-05,2.067187200e-05,3.419072000e-08,1.033593600e-06,8.620852209e+00,8.780000000e+00
5.941000e-05,1.755338865e-05,1.713734400e-05,4.250880000e-08,8.568672000e-07,7.689697566e+00,7.810000000e+00
7.095000e-05,1.368456490e-05,1.356083200e-05,2.550528000e-08,6.780416000e-07,6.753172301e+00,6.790000000e+00
8.707000e-05,1.047044375e-05,1.041728000e-05,2.156140800e-08,5.208640000e-07,5.738849818e+00,5.760000000e+00
1.031600e-04,8.379693846e-06,8.354816000e-06,1.834700800e-08,4.177408000e-07,5.018548999e+00,5.030000000e+00
1.192200e-04,6.892978886e-06,6.867008000e-06,1.476000000e-08,3.433504000e-07,4.491547510e+00,4.500000000e+00
1.423300e-04,5.271919331e-06,5.350336000e-06,1.221209600e-08,2.675168000e-07,3.997384333e+00,3.960000000e+00
1.745400e-04,3.763536078e-06,4.033088000e-06,1.004729600e-08,2.016544000e-07,3.561996464e+00,3.400000000e+00
