time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,7.700040546e-04,7.764416000e-04,1.396492800e-06,5.435091200e-05,3.737437041e+01,3.722000000e+01
6.070000e-06,4.784257909e-04,4.455552000e-04,7.908736000e-07,3.118886400e-05,3.802404235e+01,3.988000000e+01
7.080000e-06,3.251281500e-04,3.175040000e-04,6.268736000e-07,2.222528000e-05,3.806191903e+01,3.869000000e+01
8.520000e-06,2.157030418e-04,2.298886400e-04,4.119680000e-07,1.609220480e-05,3.675183163e+01,3.524000000e+01
1.053000e-05,1.462359543e-04,1.674374400e-04,2.828672000e-07,1.172062080e-05,3.345793230e+01,3.057000000e+01
1.255000e-05,1.127368575e-04,1.300454400e-04,2.473382400e-07,9.103180800e-06,2.970291001e+01,2.702000000e+01
1.456000e-05,9.348237784e-05,1.062720000e-04,2.048294400e-07,7.439040000e-06,2.627203418e+01,2.413000000e+01
1.744000e-05,7.606628173e-05,8.339072000e-05,1.133043200e-07,5.837350400e-06,2.231226022e+01,2.099000000e+01
2.146000e-05,6.076689895e-05,6.355328000e-05,1.177913600e-07,4.448729600e-06,1.834093959e+01,1.779000000e+01
2.549000e-05,5.043994388e-05,5.098432000e-05,7.630592000e-08,3.568902400e-06,1.558773582e+01,1.548000000e+01
2.950000e-05,4.290925083e-05,4.214144000e-05,6.966720000e-08,2.949900800e-06,1.360959426e+01,1.377000000e+01
3.528000e-05,3.492970531e-05,3.345600000e-05,6.111296000e-08,2.341920000e-06,1.158523686e+01,1.193000000e+01
4.330000e-05,2.723639699e-05,2.568896000e-05,4.392576000e-08,1.798227200e-06,9.720073780e+00,1.011000000e+01
5.140000e-05,2.184521653e-05,2.067187200e-05,3.419072000e-08,1.447031040e-06,8.460701860e+00,8.780000000e+00
5.941000e-05,1.797989659e-05,1.713734400e-05,4.250880000e-08,1.199614080e-06,7.567604826e+00,7.810000000e+00
7.095000e-05,1.390138059e-05,1.356083200e-05,2.550528000e-08,9.492582400e-07,6.682770351e+00,6.790000000e+00
8.707000e-05,1.053990399e-05,1.041728000e-05,2.156140800e-08,7.292096000e-07,5.713608539e+00,5.760000000e+00
1.031600e-04,8.384961968e-06,8.354816000e-06,1.834700800e-08,5.848371200e-07,5.016446735e+00,5.030000000e+00
1.192200e-04,6.862492827e-06,6.867008000e-06,1.476000000e-08,4.806905600e-07,4.504839900e+00,4.500000000e+00
1.423300e-04,5.176858146e-06,5.350336000e-06,1.221209600e-08,3.745235200e-07,4.046171006e+00,3.960000000e+00
1.745400e-04,3.574563356e-06,4.033088000e-06,1.004729600e-08,2.823161600e-07,3.686454464e+00,3.400000000e+00
