X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
283.479,395.124,8.342,62.17,0.0,1e-06,0.1
283.479,395.124,6.138,16.546,0.2,0.00014,0.662
283.479,395.124,12.233,10.647,0.2,0.00014,0.19
283.479,395.124,7.733,22.536,0.4,0.0001,0.461
283.479,395.124,7.952,30.055,0.3,0.0001,0.5
283.479,395.124,0.0,33.944,0.3,9.8e-05,0.515
