X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
300.000,0.000,0.000,8.342,62.170,0.0,1.0e-06,0.100
300.000,0.000,0.000,6.138,16.546,0.2,1.4e-04,0.662
300.000,0.000,0.000,12.233,10.647,0.2,1.4e-04,0.190
300.000,0.000,0.000,7.733,22.536,0.4,1.0e-04,0.461
300.000,0.000,0.000,7.952,30.055,0.3,1.0e-04,0.500
300.000,0.000,0.000,0.000,33.944,0.3,9.8e-05,0.515
