X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
300.000,0.000,0.000,8.474,46.777,0.0,1.0e-06,0.100
300.000,0.000,0.000,6.472,19.372,0.2,1.3e-04,0.535
300.000,0.000,0.000,9.702,12.683,0.5,1.3e-04,0.394
300.000,0.000,0.000,7.976,16.327,0.5,1.1e-04,0.390
300.000,0.000,0.000,8.005,25.439,0.3,1.0e-04,0.478
300.000,0.000,0.000,0.000,31.894,0.3,9.9e-05,0.507
