tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20
2.61161e-03,1.57558e-03,1.04837e-03,6.64885e-04,4.04331e-04,2.72474e-04,1.96530e-04,1.32351e-04,8.39050e-05,5.72934e-05,4.12852e-05,2.74887e-05,1.71409e-05,1.14659e-05,8.11882e-06,5.16667e-06,3.13695e-06,2.05689e-06,1.42802e-06,8.93411e-07,5.32788e-07
3.78044e-03,2.22300e-03,1.42426e-03,8.51668e-04,4.82972e-04,3.08928e-04,2.14901e-04,1.40014e-04,8.65449e-05,5.83567e-05,4.17724e-05,2.76814e-05,1.72240e-05,1.15220e-05,8.16718e-06,5.20963e-06,3.17272e-06,2.08548e-06,1.45037e-06,9.08770e-07,5.42264e-07
3.12284e-03,1.86173e-03,1.20473e-03,7.26817e-04,4.15748e-04,2.67528e-04,1.86993e-04,1.22615e-04,7.64071e-05,5.18935e-05,3.73846e-05,2.49718e-05,1.56779e-05,1.05648e-05,7.53379e-06,4.84107e-06,2.97041e-06,1.96373e-06,1.37189e-06,8.64156e-07,5.18290e-07
2.60518e-03,1.56187e-03,1.03296e-03,6.50671e-04,3.93338e-04,2.64284e-04,1.90405e-04,1.28207e-04,8.13608e-05,5.56371e-05,4.01497e-05,2.67842e-05,1.67396e-05,1.12190e-05,7.95683e-06,5.07376e-06,3.08689e-06,2.02724e-06,1.40915e-06,8.82833e-07,5.27166e-07
2.63333e-03,1.59221e-03,1.05939e-03,6.69632e-04,4.04094e-04,2.70056e-04,1.93315e-04,1.29011e-04,8.10051e-05,5.49358e-05,3.93945e-05,2.61035e-05,1.62088e-05,1.08107e-05,7.63790e-06,4.84816e-06,2.93720e-06,1.92399e-06,1.33568e-06,8.36558e-07,5.00264e-07
2.61160e-03,1.57557e-03,1.04834e-03,6.64785e-04,4.04109e-04,2.72157e-04,1.96177e-04,1.32027e-04,8.36822e-05,5.71641e-05,4.12209e-05,2.74792e-05,1.71673e-05,1.15080e-05,8.16677e-06,5.21456e-06,3.17808e-06,2.08990e-06,1.45382e-06,9.11101e-07,5.43665e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64884e-04,4.04328e-04,2.72469e-04,1.96523e-04,1.32343e-04,8.38972e-05,5.72876e-05,4.12816e-05,2.74877e-05,1.71417e-05,1.14674e-05,8.12036e-06,5.16797e-06,3.13792e-06,2.05760e-06,1.42856e-06,8.93788e-07,5.33043e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64885e-04,4.04331e-04,2.72473e-04,1.96526e-04,1.32337e-04,8.38578e-05,5.72020e-05,4.11528e-05,2.73216e-05,1.69753e-05,1.13373e-05,8.03513e-06,5.14101e-06,3.15504e-06,2.09265e-06,1.46766e-06,9.29011e-07,5.59158e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64885e-04,4.04331e-04,2.72474e-04,1.96530e-04,1.32352e-04,8.39072e-05,5.73006e-05,4.13010e-05,2.75220e-05,1.71989e-05,1.15413e-05,8.20118e-06,5.24503e-06,3.19690e-06,2.09648e-06,1.45048e-06,8.98282e-07,5.25433e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64885e-04,4.04331e-04,2.72474e-04,1.96530e-04,1.32351e-04,8.39049e-05,5.72934e-05,4.12851e-05,2.74886e-05,1.71406e-05,1.14652e-05,8.11746e-06,5.16412e-06,3.13307e-06,2.05233e-06,1.42339e-06,8.89397e-07,5.30035e-07
2.30779e-03,1.41314e-03,9.53125e-04,6.13738e-04,3.78945e-04,2.57904e-04,1.87235e-04,1.26886e-04,8.08822e-05,5.54233e-05,4.00388e-05,2.67305e-05,1.67111e-05,1.11991e-05,7.94073e-06,5.06097e-06,3.07723e-06,2.01996e-06,1.40366e-06,8.79181e-07,5.24966e-07
1.57583e-03,1.01019e-03,7.10925e-04,4.79845e-04,3.09652e-04,2.16722e-04,1.60244e-04,1.10524e-04,7.15641e-05,4.95474e-05,3.60669e-05,2.42776e-05,1.53007e-05,1.03140e-05,7.34509e-06,4.70424e-06,2.87390e-06,1.89343e-06,1.31979e-06,8.29946e-07,4.97771e-07
3.28957e-03,2.06092e-03,1.40059e-03,8.97572e-04,5.47063e-04,3.66784e-04,2.62642e-04,1.75163e-04,1.09713e-04,7.41506e-05,5.29730e-05,3.48952e-05,2.14953e-05,1.42375e-05,1.00016e-05,6.30465e-06,3.79088e-06,2.46613e-06,1.70037e-06,1.05393e-06,6.21659e-07
2.52719e-03,1.52946e-03,1.02978e-03,6.70345e-04,4.24710e-04,2.97116e-04,2.20967e-04,1.53855e-04,1.00669e-04,7.01433e-05,5.12104e-05,3.44917e-05,2.16712e-05,1.45390e-05,1.03017e-05,6.54932e-06,3.96478e-06,2.58939e-06,1.78944e-06,1.11095e-06,6.55390e-07
2.62319e-03,1.58882e-03,1.06149e-03,6.76194e-04,4.12139e-04,2.77152e-04,1.98853e-04,1.32474e-04,8.25261e-05,5.53842e-05,3.92931e-05,2.56658e-05,1.56772e-05,1.03237e-05,7.22364e-06,4.53759e-06,2.72465e-06,1.77509e-06,1.22830e-06,7.67414e-07,4.58689e-07
2.61160e-03,1.57556e-03,1.04830e-03,6.64633e-04,4.03668e-04,2.71356e-04,1.95075e-04,1.30684e-04,8.23669e-05,5.60943e-05,4.04507e-05,2.70834e-05,1.71130e-05,1.16308e-05,8.36764e-06,5.44410e-06,3.38526e-06,2.26072e-06,1.59117e-06,1.00998e-06,6.09072e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64898e-04,4.04386e-04,2.72606e-04,1.96756e-04,1.32707e-04,8.43750e-05,5.77860e-05,4.17368e-05,2.78301e-05,1.73238e-05,1.15297e-05,8.10870e-06,5.10054e-06,3.05113e-06,1.97453e-06,1.35586e-06,8.37180e-07,4.93183e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64885e-04,4.04331e-04,2.72474e-04,1.96529e-04,1.32349e-04,8.38967e-05,5.72778e-05,4.12629e-05,2.74608e-05,1.71123e-05,1.14417e-05,8.10039e-06,5.15631e-06,3.13381e-06,2.05779e-06,1.43100e-06,8.97563e-07,5.36992e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64885e-04,4.04331e-04,2.72474e-04,1.96530e-04,1.32351e-04,8.39044e-05,5.72918e-05,4.12816e-05,2.74808e-05,1.71260e-05,1.14447e-05,8.09338e-06,5.13878e-06,3.11112e-06,2.03584e-06,1.41233e-06,8.84704e-07,5.30507e-07
2.61161e-03,1.57558e-03,1.04837e-03,6.64885e-04,4.04331e-04,2.72474e-04,1.96530e-04,1.32351e-04,8.39050e-05,5.72934e-05,4.12852e-05,2.74887e-05,1.71409e-05,1.14659e-05,8.11886e-06,5.16673e-06,3.13706e-06,2.05703e-06,1.42818e-06,8.93566e-07,5.32925e-07
1.56891e-03,1.00618e-03,7.03747e-04,4.71712e-04,3.05881e-04,2.16314e-04,1.61643e-04,1.12868e-04,7.38542e-05,5.14111e-05,3.75329e-05,2.53262e-05,1.60072e-05,1.08349e-05,7.75856e-06,5.01949e-06,3.10779e-06,2.06963e-06,1.45220e-06,9.15394e-07,5.44445e-07
2.01058e-03,1.27528e-03,8.84264e-04,5.86931e-04,3.75820e-04,2.62792e-04,1.94426e-04,1.34072e-04,8.64859e-05,5.95189e-05,4.30480e-05,2.87309e-05,1.79476e-05,1.20371e-05,8.55609e-06,5.48662e-06,3.36675e-06,2.22671e-06,1.55388e-06,9.73133e-07,5.75071e-07
1.78696e-03,1.09535e-03,7.36031e-04,4.71789e-04,2.93046e-04,2.02389e-04,1.49512e-04,1.03768e-04,6.79145e-05,4.74420e-05,3.47684e-05,2.35836e-05,1.49979e-05,1.02041e-05,7.33869e-06,4.77449e-06,2.97420e-06,1.99073e-06,1.40283e-06,8.88991e-07,5.31608e-07
1.79146e-03,1.09320e-03,7.28853e-04,4.61270e-04,2.82817e-04,1.94583e-04,1.44248e-04,1.01319e-04,6.76720e-05,4.81725e-05,3.58505e-05,2.47299e-05,1.59706e-05,1.09728e-05,7.94211e-06,5.19879e-06,3.25488e-06,2.18622e-06,1.54492e-06,9.82423e-07,5.89479e-07
1.79585e-03,1.10039e-03,7.37857e-04,4.70792e-04,2.90562e-04,1.99709e-04,1.47075e-04,1.01849e-04,6.66284e-05,4.66032e-05,3.42254e-05,2.32958e-05,1.48828e-05,1.01637e-05,7.32986e-06,4.78143e-06,2.98313e-06,1.99708e-06,1.40655e-06,8.90150e-07,5.31279e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99871e-04,1.47288e-04,1.02081e-04,6.68107e-05,4.67093e-05,3.42640e-05,2.32714e-05,1.48217e-05,1.00970e-05,7.26960e-06,4.73632e-06,2.95522e-06,1.98081e-06,1.39755e-06,8.87019e-07,5.31279e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99872e-04,1.47289e-04,1.02085e-04,6.68210e-05,4.67282e-05,3.42926e-05,2.33128e-05,1.48724e-05,1.01468e-05,7.31142e-06,4.76128e-06,2.96018e-06,1.97283e-06,1.38277e-06,8.69313e-07,5.15565e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99872e-04,1.47289e-04,1.02084e-04,6.68161e-05,4.67158e-05,3.42705e-05,2.32765e-05,1.48228e-05,1.00927e-05,7.25938e-06,4.71817e-06,2.93068e-06,1.95464e-06,1.37294e-06,8.67584e-07,5.19448e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99872e-04,1.47289e-04,1.02085e-04,6.68164e-05,4.67161e-05,3.42710e-05,2.32775e-05,1.48257e-05,1.00993e-05,7.27063e-06,4.73618e-06,2.95443e-06,1.97991e-06,1.39681e-06,8.86700e-07,5.31504e-07
2.91235e-03,1.70729e-03,1.09767e-03,6.64386e-04,3.84995e-04,2.52543e-04,1.80032e-04,1.20859e-04,7.70501e-05,5.30453e-05,3.85068e-05,2.58733e-05,1.63084e-05,1.10239e-05,7.88972e-06,5.10537e-06,3.16504e-06,2.11178e-06,1.48495e-06,9.38969e-07,5.60420e-07
2.80080e-03,1.74078e-03,1.16461e-03,7.27124e-04,4.30807e-04,2.84400e-04,2.02594e-04,1.35524e-04,8.58852e-05,5.88220e-05,4.25306e-05,2.84421e-05,1.78311e-05,1.19993e-05,8.55554e-06,5.51024e-06,3.39993e-06,2.26058e-06,1.58540e-06,9.99553e-07,5.94940e-07
1.70302e-03,1.00375e-03,6.52796e-04,4.04772e-04,2.43885e-04,1.65467e-04,1.20965e-04,8.32021e-05,5.41303e-05,3.77465e-05,2.76776e-05,1.88319e-05,1.20546e-05,8.26154e-06,5.98345e-06,3.92999e-06,2.47303e-06,1.66822e-06,1.18265e-06,7.54658e-07,4.54382e-07
1.82361e-03,1.12739e-03,7.60851e-04,4.86620e-04,2.97742e-04,2.01287e-04,1.45458e-04,9.81315e-05,6.22669e-05,4.25442e-05,3.07023e-05,2.05247e-05,1.29146e-05,8.74521e-06,6.27945e-06,4.08716e-06,2.55206e-06,1.71290e-06,1.21009e-06,7.69353e-07,4.61754e-07
1.79456e-03,1.09802e-03,7.34553e-04,4.66728e-04,2.86433e-04,1.96190e-04,1.44360e-04,1.00202e-04,6.60114e-05,4.65718e-05,3.45004e-05,2.37621e-05,1.54024e-05,1.06517e-05,7.76498e-06,5.13529e-06,3.25113e-06,2.20242e-06,1.56641e-06,1.00312e-06,6.05604e-07
1.79585e-03,1.10039e-03,7.37867e-04,4.70842e-04,2.90745e-04,2.00093e-04,1.47667e-04,1.02660e-04,6.75299e-05,4.74184e-05,3.48779e-05,2.37036e-05,1.50314e-05,1.01557e-05,7.23912e-06,4.64056e-06,2.83716e-06,1.86777e-06,1.29776e-06,8.08331e-07,4.75302e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90652e-04,1.99865e-04,1.47270e-04,1.02037e-04,6.67164e-05,4.65681e-05,3.40890e-05,2.30746e-05,1.46324e-05,9.93815e-06,7.14711e-06,4.66517e-06,2.93308e-06,1.98827e-06,1.42113e-06,9.20091e-07,5.64609e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99872e-04,1.47289e-04,1.02085e-04,6.68164e-05,4.67163e-05,3.42715e-05,2.32791e-05,1.48296e-05,1.01053e-05,7.27811e-06,4.74444e-06,2.96168e-06,1.98526e-06,1.40019e-06,8.87719e-07,5.30583e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99872e-04,1.47289e-04,1.02085e-04,6.68165e-05,4.67162e-05,3.42710e-05,2.32775e-05,1.48258e-05,1.00994e-05,7.27087e-06,4.73673e-06,2.95554e-06,1.98155e-06,1.39882e-06,8.88913e-07,5.33525e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99872e-04,1.47289e-04,1.02085e-04,6.68164e-05,4.67161e-05,3.42709e-05,2.32774e-05,1.48257e-05,1.00992e-05,7.27055e-06,4.73609e-06,2.95430e-06,1.97967e-06,1.39640e-06,8.86007e-07,5.30492e-07
1.79585e-03,1.10039e-03,7.37864e-04,4.70822e-04,2.90653e-04,1.99872e-04,1.47289e-04,1.02085e-04,6.68164e-05,4.67161e-05,3.42709e-05,2.32774e-05,1.48257e-05,1.00993e-05,7.27055e-06,4.73609e-06,2.95430e-06,1.97967e-06,1.39641e-06,8.86011e-07,5.30498e-07
1.65480e-03,1.02642e-03,6.91625e-04,4.37084e-04,2.58980e-04,1.68070e-04,1.16500e-04,7.45016e-05,4.47263e-05,2.95933e-05,2.11003e-05,1.42187e-05,9.32382e-06,6.67325e-06,5.06660e-06,3.55774e-06,2.40456e-06,1.71400e-06,1.26846e-06,8.50871e-07,5.37571e-07
1.80989e-03,1.10018e-03,7.28245e-04,4.51672e-04,2.63356e-04,1.69450e-04,1.16895e-04,7.43807e-05,4.43312e-05,2.90743e-05,2.05260e-05,1.36382e-05,8.80393e-06,6.23893e-06,4.71303e-06,3.30377e-06,2.23886e-06,1.60321e-06,1.19217e-06,8.05001e-07,5.12327e-07
1.86855e-03,1.18722e-03,8.10828e-04,5.15507e-04,3.04925e-04,1.96697e-04,1.35555e-04,8.63116e-05,5.18605e-05,3.45353e-05,2.48438e-05,1.69493e-05,1.12402e-05,8.07469e-06,6.12138e-06,4.26558e-06,2.84569e-06,2.00235e-06,1.46476e-06,9.68045e-07,6.02057e-07
1.65445e-03,1.02570e-03,6.90916e-04,4.36611e-04,2.58846e-04,1.68118e-04,1.16614e-04,7.46078e-05,4.47685e-05,2.95771e-05,2.10460e-05,1.41379e-05,9.23756e-06,6.59624e-06,5.00210e-06,3.51074e-06,2.37393e-06,1.69372e-06,1.25467e-06,8.42757e-07,5.33243e-07
1.65602e-03,1.02727e-03,6.91769e-04,4.36240e-04,2.57333e-04,1.66294e-04,1.14928e-04,7.33908e-05,4.41854e-05,2.94336e-05,2.11658e-05,1.44395e-05,9.59640e-06,6.92445e-06,5.27848e-06,3.71157e-06,2.50374e-06,1.77886e-06,1.31201e-06,8.76010e-07,5.50641e-07
1.65506e-03,1.02717e-03,6.92944e-04,4.39074e-04,2.61393e-04,1.70371e-04,1.18434e-04,7.58070e-05,4.53075e-05,2.96977e-05,2.09230e-05,1.38462e-05,8.88823e-06,6.27044e-06,4.72173e-06,3.29996e-06,2.23181e-06,1.59668e-06,1.18678e-06,8.01105e-07,5.09777e-07
