,sensitivity,confidence
$\mathrm{thk}_{1}$,2.456387744675164,1.4991887765649023
$\mathrm{thk}_{2}$,2.107704495816545,1.3947496705045395
$\mathrm{thk}_{3}$,1.387513730892417,0.9002302350322644
$\mathrm{thk}_{4}$,1.3069606702523753,0.7682101506608967
$\mathrm{thk}_{5}$,1.159708594747876,0.721216692004571
$\mathrm{thk}_{6}$,0.9363596370818936,0.651176608105943
$\mathrm{thk}_{7}$,1.2138232740978763,0.7469458932107965
$\mathrm{thk}_{8}$,3.2437829164018153,2.091555357633702
$\mathrm{thk}_{9}$,1.887255407074088,1.181422599959311
$\rho_{1}$,32.43090733878313,19.28029207894857
$\rho_{2}$,11.961366672366651,6.834745089185612
$\rho_{3}$,1.851497269132722,1.1313911589194963
$\rho_{4}$,0.559683141899071,0.3337316199285425
$\rho_{5}$,1.359175236141067,0.8723919443185714
$\rho_{6}$,1.205075703912325,0.7258817576048443
$\rho_{7}$,0.976461138723824,0.6016874283828466
$\rho_{8}$,1.9458007052892592,1.2740601562081566
$\rho_{9}$,0.8445920004888006,0.5115442204230675
$\rho_{10}$,1.0326342185106783,0.6802818889653119
