tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20,tg_21,tg_22,tg_23,tg_24,tg_25,tg_26,tg_27,tg_28,tg_29,tg_30,tg_31,tg_32,tg_33
1.55584e-03,1.21484e-03,9.03852e-04,6.40728e-04,4.77735e-04,3.69504e-04,2.66889e-04,1.81040e-04,1.29005e-04,9.58802e-05,6.44576e-05,4.12216e-05,2.80710e-05,2.00581e-05,1.29890e-05,8.01332e-06,5.35180e-06,3.78492e-06,2.48840e-06,1.51265e-06,1.00515e-06,7.06887e-07,4.58169e-07,2.75981e-07,1.80553e-07,1.25615e-07,7.82545e-08,4.68854e-08,3.05496e-08,2.11336e-08,1.32045e-08,7.85994e-09,5.09983e-09,3.51729e-09
1.55552e-03,1.21402e-03,9.01934e-04,6.37002e-04,4.72557e-04,3.63542e-04,2.60853e-04,1.76111e-04,1.25601e-04,9.38334e-05,6.38897e-05,4.16796e-05,2.89412e-05,2.10452e-05,1.39299e-05,8.78547e-06,5.96139e-06,4.26491e-06,2.83538e-06,1.73994e-06,1.16198e-06,8.19304e-07,5.31707e-07,3.20048e-07,2.08943e-07,1.44976e-07,8.99059e-08,5.35464e-08,3.46951e-08,2.38781e-08,1.48173e-08,8.75198e-09,5.64205e-09,3.86992e-09
1.55552e-03,1.21402e-03,9.01937e-04,6.37021e-04,4.72615e-04,3.63655e-04,2.61043e-04,1.76344e-04,1.25794e-04,9.39386e-05,6.38431e-05,4.14858e-05,2.86787e-05,2.07710e-05,1.36920e-05,8.62393e-06,5.86731e-06,4.21975e-06,2.83292e-06,1.76476e-06,1.19473e-06,8.52328e-07,5.60662e-07,3.42123e-07,2.25452e-07,1.57443e-07,9.82498e-08,5.87650e-08,3.81435e-08,2.62615e-08,1.62825e-08,9.59475e-09,6.16781e-09,4.21820e-09
1.55552e-03,1.21402e-03,9.01938e-04,6.37021e-04,4.72617e-04,3.63663e-04,2.61072e-04,1.76426e-04,1.25945e-04,9.41565e-05,6.41403e-05,4.18290e-05,2.90139e-05,2.10669e-05,1.39088e-05,8.74180e-06,5.91274e-06,4.21810e-06,2.79481e-06,1.70872e-06,1.13810e-06,8.00881e-07,5.18708e-07,3.11668e-07,2.03258e-07,1.40942e-07,8.73638e-08,5.20256e-08,3.37144e-08,2.32092e-08,1.44096e-08,8.51717e-09,5.49442e-09,3.77102e-09
1.31173e-03,1.04661e-03,7.95585e-04,5.71961e-04,4.27829e-04,3.30426e-04,2.37755e-04,1.60901e-04,1.15065e-04,8.62866e-05,5.92229e-05,3.91420e-05,2.75347e-05,2.02381e-05,1.35292e-05,8.55189e-06,5.76516e-06,4.07936e-06,2.66419e-06,1.59964e-06,1.05405e-06,7.39003e-07,4.80748e-07,2.93912e-07,1.96023e-07,1.39046e-07,8.89538e-08,5.47658e-08,3.63957e-08,2.55383e-08,1.61797e-08,9.72665e-09,6.33752e-09,4.37533e-09
1.44732e-03,1.16266e-03,8.86501e-04,6.36758e-04,4.74981e-04,3.65693e-04,2.61976e-04,1.76333e-04,1.25508e-04,9.37383e-05,6.39986e-05,4.20537e-05,2.94385e-05,2.15464e-05,1.43274e-05,9.00517e-06,6.04364e-06,4.26107e-06,2.77185e-06,1.65744e-06,1.08897e-06,7.61810e-07,4.94409e-07,3.01521e-07,2.00718e-07,1.42156e-07,9.07683e-08,5.57725e-08,3.70070e-08,2.59343e-08,1.64058e-08,9.84763e-09,6.40898e-09,4.42064e-09
1.13948e-03,9.03800e-04,6.85670e-04,4.93938e-04,3.70869e-04,2.87618e-04,2.08156e-04,1.41897e-04,1.02126e-04,7.70100e-05,5.32404e-05,3.54667e-05,2.51131e-05,1.85609e-05,1.24938e-05,7.95485e-06,5.39330e-06,3.83382e-06,2.51675e-06,1.51946e-06,1.00526e-06,7.07032e-07,4.61573e-07,2.83240e-07,1.89444e-07,1.34687e-07,8.64063e-08,5.33468e-08,3.55297e-08,2.49744e-08,1.58552e-08,9.55146e-09,6.23320e-09,4.30870e-09
1.08372e-03,8.56841e-04,6.55520e-04,4.81799e-04,3.68939e-04,2.90781e-04,2.14084e-04,1.48107e-04,1.07468e-04,8.13799e-05,5.64104e-05,3.76072e-05,2.66321e-05,1.96896e-05,1.32673e-05,8.46374e-06,5.74868e-06,4.09156e-06,2.68765e-06,1.62083e-06,1.06953e-06,7.49748e-07,4.87011e-07,2.96987e-07,1.97675e-07,1.40030e-07,8.94910e-08,5.50794e-08,3.66112e-08,2.56989e-08,1.62911e-08,9.80018e-09,6.38860e-09,4.41216e-09
1.13169e-03,8.92299e-04,6.73380e-04,4.83330e-04,3.62585e-04,2.81448e-04,2.04318e-04,1.40056e-04,1.01356e-04,7.67849e-05,5.33661e-05,3.56980e-05,2.53252e-05,1.87274e-05,1.25981e-05,8.00699e-06,5.41857e-06,3.84585e-06,2.52086e-06,1.52044e-06,1.00580e-06,7.07626e-07,4.62283e-07,2.83923e-07,1.90002e-07,1.35114e-07,8.66769e-08,5.34940e-08,3.56109e-08,2.50198e-08,1.58742e-08,9.55663e-09,6.23349e-09,4.30728e-09
1.13272e-03,8.94167e-04,6.76233e-04,4.86600e-04,3.65394e-04,2.83475e-04,2.05268e-04,1.40016e-04,1.00826e-04,7.60667e-05,5.26265e-05,3.50919e-05,2.48724e-05,1.84009e-05,1.24032e-05,7.90977e-06,5.36965e-06,3.82086e-06,2.51082e-06,1.51721e-06,1.00419e-06,7.06410e-07,4.61189e-07,2.82988e-07,1.89267e-07,1.34560e-07,8.63304e-08,5.33075e-08,3.55093e-08,2.49638e-08,1.58515e-08,9.55113e-09,6.23390e-09,4.30967e-09
1.13272e-03,8.94172e-04,6.76251e-04,4.86652e-04,3.65508e-04,2.83683e-04,2.05652e-04,1.40646e-04,1.01614e-04,7.68935e-05,5.33477e-05,3.55460e-05,2.50672e-05,1.84035e-05,1.22414e-05,7.67942e-06,5.14921e-06,3.63511e-06,2.37771e-06,1.44027e-06,9.60628e-07,6.82038e-07,4.50873e-07,2.80242e-07,1.88872e-07,1.34824e-07,8.66794e-08,5.34869e-08,3.55583e-08,2.49426e-08,1.57887e-08,9.48132e-09,6.17271e-09,4.25926e-09
1.13272e-03,8.94172e-04,6.76249e-04,4.86638e-04,3.65453e-04,2.83546e-04,2.05341e-04,1.40072e-04,1.00849e-04,7.60434e-05,5.25219e-05,3.48873e-05,2.46012e-05,1.81022e-05,1.21176e-05,7.69154e-06,5.22825e-06,3.74425e-06,2.49844e-06,1.55214e-06,1.05587e-06,7.60817e-07,5.10071e-07,3.20289e-07,2.16708e-07,1.54809e-07,9.93537e-08,6.10519e-08,4.03992e-08,2.82095e-08,1.77448e-08,1.05785e-08,6.84444e-09,4.69755e-09
1.13272e-03,8.94172e-04,6.76249e-04,4.86638e-04,3.65453e-04,2.83546e-04,2.05342e-04,1.40079e-04,1.00872e-04,7.60970e-05,5.26393e-05,3.50915e-05,2.48661e-05,1.83931e-05,1.23979e-05,7.91152e-06,5.37820e-06,3.83404e-06,2.52667e-06,1.53169e-06,1.01495e-06,7.13269e-07,4.63560e-07,2.81598e-07,1.86172e-07,1.30879e-07,8.26975e-08,5.02698e-08,3.31005e-08,2.30721e-08,1.45224e-08,8.68977e-09,5.65065e-09,3.89918e-09
1.21781e-03,9.47895e-04,7.09226e-04,5.06763e-04,3.79129e-04,2.93392e-04,2.11864e-04,1.44084e-04,1.03504e-04,7.79326e-05,5.37869e-05,3.57801e-05,2.53154e-05,1.87035e-05,1.25884e-05,8.01664e-06,5.43659e-06,3.86532e-06,2.53766e-06,1.53180e-06,1.01301e-06,7.12127e-07,4.64556e-07,2.84820e-07,1.90377e-07,1.35289e-07,8.67534e-08,5.35437e-08,3.56545e-08,2.50593e-08,1.59074e-08,9.58197e-09,6.25262e-09,4.32183e-09
1.38253e-03,1.05981e-03,7.81009e-04,5.51976e-04,4.10602e-04,3.16562e-04,2.27629e-04,1.54041e-04,1.10179e-04,8.26513e-05,5.67773e-05,3.75930e-05,2.65072e-05,1.95347e-05,1.31127e-05,8.33081e-06,5.64012e-06,4.00451e-06,2.62455e-06,1.58070e-06,1.04320e-06,7.31957e-07,4.76350e-07,2.91261e-07,1.94284e-07,1.37849e-07,8.82412e-08,5.43769e-08,3.61694e-08,2.53999e-08,1.61083e-08,9.69384e-09,6.32110e-09,4.36664e-09
9.69970e-04,7.63344e-04,5.74035e-04,4.09441e-04,3.05507e-04,2.36214e-04,1.70915e-04,1.17012e-04,8.47819e-05,6.43931e-05,4.49826e-05,3.03091e-05,2.16510e-05,1.61103e-05,1.09247e-05,7.00389e-06,4.77321e-06,3.40800e-06,2.24985e-06,1.36856e-06,9.11707e-07,6.45317e-07,4.24652e-07,2.62918e-07,1.77042e-07,1.26516e-07,8.16322e-08,5.06624e-08,3.38676e-08,2.38743e-08,1.52065e-08,9.19040e-09,6.01244e-09,4.16442e-09
1.19715e-03,9.25527e-04,6.78098e-04,4.69990e-04,3.43133e-04,2.60879e-04,1.85305e-04,1.24599e-04,8.91621e-05,6.71334e-05,4.64775e-05,3.10881e-05,2.21063e-05,1.63988e-05,1.10866e-05,7.08916e-06,4.82275e-06,3.43881e-06,2.26702e-06,1.37710e-06,9.16546e-07,6.48317e-07,4.26352e-07,2.63822e-07,1.77586e-07,1.26873e-07,8.18400e-08,5.07790e-08,3.39397e-08,2.39219e-08,1.52345e-08,9.20595e-09,6.02194e-09,4.17063e-09
1.09693e-03,8.60218e-04,6.48942e-04,4.69521e-04,3.56236e-04,2.79670e-04,2.06006e-04,1.43552e-04,1.05248e-04,8.05607e-05,5.66859e-05,3.83912e-05,2.75061e-05,2.05104e-05,1.39430e-05,8.96001e-06,6.11293e-06,4.36315e-06,2.87257e-06,1.73430e-06,1.14399e-06,8.00995e-07,5.19045e-07,3.15338e-07,2.09150e-07,1.47704e-07,9.40275e-08,5.76439e-08,3.81995e-08,2.67481e-08,1.69070e-08,1.01406e-08,6.59534e-09,4.54642e-09
1.13363e-03,8.96241e-04,6.80508e-04,4.93607e-04,3.73741e-04,2.91855e-04,2.12394e-04,1.44719e-04,1.03421e-04,7.71665e-05,5.23632e-05,3.40477e-05,2.35965e-05,1.71242e-05,1.12759e-05,7.02664e-06,4.69297e-06,3.30165e-06,2.14853e-06,1.29137e-06,8.55354e-07,6.04011e-07,3.97395e-07,2.46574e-07,1.66492e-07,1.19279e-07,7.72102e-08,4.80709e-08,3.22137e-08,2.27534e-08,1.45276e-08,8.80274e-09,5.77099e-09,4.00438e-09
1.13271e-03,8.94118e-04,6.76050e-04,4.86036e-04,3.64314e-04,2.81885e-04,2.03119e-04,1.37522e-04,9.83687e-05,7.38558e-05,5.09414e-05,3.40862e-05,2.43982e-05,1.82976e-05,1.26255e-05,8.30485e-06,5.79409e-06,4.21835e-06,2.84302e-06,1.76067e-06,1.18257e-06,8.39012e-07,5.50754e-07,3.38210e-07,2.25635e-07,1.59860e-07,1.01999e-07,6.25797e-08,4.14585e-08,2.90083e-08,1.83078e-08,1.09559e-08,7.10928e-09,4.88985e-09
1.13272e-03,8.94172e-04,6.76249e-04,4.86638e-04,3.65453e-04,2.83547e-04,2.05347e-04,1.40098e-04,1.00913e-04,7.61620e-05,5.27323e-05,3.51979e-05,2.49645e-05,1.84729e-05,1.24455e-05,7.92321e-06,5.36639e-06,3.80893e-06,2.49397e-06,1.49970e-06,9.88363e-07,6.92666e-07,4.50194e-07,2.74931e-07,1.83253e-07,1.29967e-07,8.31740e-08,5.12604e-08,3.41109e-08,2.39686e-08,1.52171e-08,9.17199e-09,5.99036e-09,4.14456e-09
1.13272e-03,8.94172e-04,6.76249e-04,4.86638e-04,3.65453e-04,2.83546e-04,2.05342e-04,1.40079e-04,1.00872e-04,7.60975e-05,5.26413e-05,3.50976e-05,2.48776e-05,1.84100e-05,1.24204e-05,7.93570e-06,5.39958e-06,3.85077e-06,2.53669e-06,1.53453e-06,1.01370e-06,7.09943e-07,4.59178e-07,2.77360e-07,1.82600e-07,1.27987e-07,8.06390e-08,4.89269e-08,3.21929e-08,2.24363e-08,1.41271e-08,8.46073e-09,5.50728e-09,3.80405e-09
1.13272e-03,8.94172e-04,6.76249e-04,4.86638e-04,3.65453e-04,2.83546e-04,2.05342e-04,1.40079e-04,1.00872e-04,7.60970e-05,5.26393e-05,3.50913e-05,2.48651e-05,1.83905e-05,1.23916e-05,7.89921e-06,5.36078e-06,3.81363e-06,2.50548e-06,1.51370e-06,1.00180e-06,7.04725e-07,4.60118e-07,2.82373e-07,1.88889e-07,1.34316e-07,8.61978e-08,5.32445e-08,3.54792e-08,2.49506e-08,1.58503e-08,9.55548e-09,6.23970e-09,4.31551e-09
1.13272e-03,8.94172e-04,6.76249e-04,4.86638e-04,3.65453e-04,2.83546e-04,2.05342e-04,1.40079e-04,1.00872e-04,7.60970e-05,5.26393e-05,3.50913e-05,2.48651e-05,1.83905e-05,1.23916e-05,7.89924e-06,5.36084e-06,3.81372e-06,2.50560e-06,1.51385e-06,1.00196e-06,7.04873e-07,4.60243e-07,2.82459e-07,1.88943e-07,1.34346e-07,8.62039e-08,5.32351e-08,3.54634e-08,2.49327e-08,1.58327e-08,9.54028e-09,6.22709e-09,4.30511e-09
1.09265e-03,7.90917e-04,5.29954e-04,3.34228e-04,2.30511e-04,1.70845e-04,1.21646e-04,8.57914e-05,6.57659e-05,5.31071e-05,4.04134e-05,2.97689e-05,2.27293e-05,1.77955e-05,1.27777e-05,8.65259e-06,6.13463e-06,4.50941e-06,3.06039e-06,1.89693e-06,1.26535e-06,8.86624e-07,5.67909e-07,3.34694e-07,2.13832e-07,1.45284e-07,8.73860e-08,5.01635e-08,3.14297e-08,2.09737e-08,1.24860e-08,7.02860e-09,4.34712e-09,2.87535e-09
9.72389e-04,7.03843e-04,4.72293e-04,2.98015e-04,2.05215e-04,1.51666e-04,1.07497e-04,7.54529e-05,5.77308e-05,4.66394e-05,3.56065e-05,2.63866e-05,2.02734e-05,1.59662e-05,1.15542e-05,7.89274e-06,5.63633e-06,4.16823e-06,2.84890e-06,1.77991e-06,1.19455e-06,8.41144e-07,5.41807e-07,3.21212e-07,2.06139e-07,1.40549e-07,8.48874e-08,4.89219e-08,3.07416e-08,2.05613e-08,1.22722e-08,6.92539e-09,4.29099e-09,2.84213e-09
1.35556e-03,9.79478e-04,6.54491e-04,4.13160e-04,2.86510e-04,2.13970e-04,1.54013e-04,1.09719e-04,8.43951e-05,6.80507e-05,5.14173e-05,3.74057e-05,2.82023e-05,2.18241e-05,1.54304e-05,1.02718e-05,7.18124e-06,5.21726e-06,3.49284e-06,2.13222e-06,1.40585e-06,9.75882e-07,6.18478e-07,3.60439e-07,2.28353e-07,1.54135e-07,9.20010e-08,5.24276e-08,3.26714e-08,2.17111e-08,1.28640e-08,7.20878e-09,4.44408e-09,2.93222e-09
1.09464e-03,7.93419e-04,5.32146e-04,3.35383e-04,2.30772e-04,1.70505e-04,1.20835e-04,8.47649e-05,6.47555e-05,5.21948e-05,3.96797e-05,2.92351e-05,2.23398e-05,1.75070e-05,1.25877e-05,8.53745e-06,6.06104e-06,4.46032e-06,3.03105e-06,1.88151e-06,1.25648e-06,8.81200e-07,5.65010e-07,3.33339e-07,2.13134e-07,1.44898e-07,8.72148e-08,5.00978e-08,3.14032e-08,2.09634e-08,1.24846e-08,7.03016e-09,4.34905e-09,2.87707e-09
1.07115e-03,7.70454e-04,5.14371e-04,3.25699e-04,2.26969e-04,1.70402e-04,1.23571e-04,8.88704e-05,6.89456e-05,5.60169e-05,4.27602e-05,3.14685e-05,2.39612e-05,1.87018e-05,1.33685e-05,9.00599e-06,6.35768e-06,4.65641e-06,3.14676e-06,1.94124e-06,1.29026e-06,9.01475e-07,5.75561e-07,3.38068e-07,2.15455e-07,1.46109e-07,8.76929e-08,5.02396e-08,3.14331e-08,2.09541e-08,1.24605e-08,7.00752e-09,4.33144e-09,2.86382e-09
1.12024e-03,8.17560e-04,5.51062e-04,3.46607e-04,2.36293e-04,1.72306e-04,1.19608e-04,8.18361e-05,6.14460e-05,4.90275e-05,3.70195e-05,2.72442e-05,2.08635e-05,1.64012e-05,1.18500e-05,8.08427e-06,5.76791e-06,4.26261e-06,2.91121e-06,1.81737e-06,1.21895e-06,8.57898e-07,5.52279e-07,3.27210e-07,2.09880e-07,1.43037e-07,8.63413e-08,4.97294e-08,3.12329e-08,2.08804e-08,1.24552e-08,7.02389e-09,4.34946e-09,2.87937e-09
1.09265e-03,7.90918e-04,5.29957e-04,3.34240e-04,2.30539e-04,1.70892e-04,1.21715e-04,8.58727e-05,6.58421e-05,5.31701e-05,4.04538e-05,2.97862e-05,2.27322e-05,1.77902e-05,1.27669e-05,8.64022e-06,6.12309e-06,4.49934e-06,3.05240e-06,1.89127e-06,1.26127e-06,8.83614e-07,5.65894e-07,3.33466e-07,2.13035e-07,1.44739e-07,8.70582e-08,4.99769e-08,3.13144e-08,2.08979e-08,1.24421e-08,7.00471e-09,4.33285e-09,2.86622e-09
1.09265e-03,7.90917e-04,5.29954e-04,3.34227e-04,2.30505e-04,1.70828e-04,1.21601e-04,8.56929e-05,6.56197e-05,5.29325e-05,4.02313e-05,2.96166e-05,2.26204e-05,1.77271e-05,1.27549e-05,8.66517e-06,6.16355e-06,4.54434e-06,3.09549e-06,1.92636e-06,1.28836e-06,9.04207e-07,5.79759e-07,3.41605e-07,2.17974e-07,1.47842e-07,8.86592e-08,5.06985e-08,3.16546e-08,2.10596e-08,1.24900e-08,7.00395e-09,4.31970e-09,2.85118e-09
1.09265e-03,7.90917e-04,5.29954e-04,3.34228e-04,2.30511e-04,1.70845e-04,1.21646e-04,8.57915e-05,6.57663e-05,5.31082e-05,4.04165e-05,2.97753e-05,2.27388e-05,1.78072e-05,1.27911e-05,8.66592e-06,6.14649e-06,4.51926e-06,3.06730e-06,1.90036e-06,1.26642e-06,8.86192e-07,5.66321e-07,3.32566e-07,2.11715e-07,1.43363e-07,8.58360e-08,4.90297e-08,3.05985e-08,2.03549e-08,1.20752e-08,6.77614e-09,4.18285e-09,2.76340e-09
1.09265e-03,7.90917e-04,5.29954e-04,3.34228e-04,2.30511e-04,1.70845e-04,1.21646e-04,8.57914e-05,6.57659e-05,5.31072e-05,4.04140e-05,2.97713e-05,2.27348e-05,1.78048e-05,1.27922e-05,8.67139e-06,6.15437e-06,4.52779e-06,3.07506e-06,1.90582e-06,1.26972e-06,8.87856e-07,5.66494e-07,3.31759e-07,2.10584e-07,1.42192e-07,8.47954e-08,4.82209e-08,2.99858e-08,1.98895e-08,1.17604e-08,6.58003e-09,4.05420e-09,2.67527e-09
