,sensitivity,confidence
$\mathrm{thk}_{1}$,5.89806666980771,3.915081046413711
$\mathrm{thk}_{2}$,6.321374366791427,3.9976056570450837
$\mathrm{thk}_{3}$,3.3269165404338636,1.880878169693542
$\mathrm{thk}_{4}$,1.748388145818904,1.0422126302169974
$\mathrm{thk}_{5}$,1.493323611977096,0.8916946630683477
$\mathrm{thk}_{6}$,1.679619325362097,1.1309683019340726
$\mathrm{thk}_{7}$,1.6436325457436776,1.088469164616487
$\mathrm{thk}_{8}$,1.1948181182374837,0.7936167303952724
$\mathrm{thk}_{9}$,1.6066417105386375,1.009023385905726
$\rho_{1}$,9.12965631259809,5.87828532477874
$\rho_{2}$,9.980108685065186,6.032026831587128
$\rho_{3}$,8.849762234543157,5.121729864325258
$\rho_{4}$,3.7927025706874664,2.271978790585707
$\rho_{5}$,3.2878570668280687,2.0501303878150936
$\rho_{6}$,1.64802246694835,1.0661166678316758
$\rho_{7}$,1.0120437518532401,0.5768123406221786
$\rho_{8}$,1.4273134318880452,0.8250234280335697
$\rho_{9}$,1.5373010713612802,0.993507048629229
$\rho_{10}$,2.090853846913066,1.1866823473652797
