tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13
4.12722e-05,2.41876e-05,1.35685e-05,7.93144e-06,5.29063e-06,3.84219e-06,2.66927e-06,1.76484e-06,1.22274e-06,8.92207e-07,5.98233e-07,3.89674e-07,2.71703e-07,1.97592e-07
6.97379e-05,4.61136e-05,2.82584e-05,1.64090e-05,1.04756e-05,7.17467e-06,4.54507e-06,2.71392e-06,1.76694e-06,1.23271e-06,7.79526e-07,4.77751e-07,3.18819e-07,2.25767e-07
4.12441e-05,2.41577e-05,1.35646e-05,7.94325e-06,5.29368e-06,3.83495e-06,2.65518e-06,1.75417e-06,1.21935e-06,8.92286e-07,5.98381e-07,3.88150e-07,2.69263e-07,1.95336e-07
6.74965e-05,4.46243e-05,2.74153e-05,1.60260e-05,1.03074e-05,7.11088e-06,4.54491e-06,2.73132e-06,1.77759e-06,1.23635e-06,7.77940e-07,4.73746e-07,3.14006e-07,2.20315e-07
4.11306e-05,2.40718e-05,1.35071e-05,7.90857e-06,5.27047e-06,3.81822e-06,2.64402e-06,1.74754e-06,1.21539e-06,8.89790e-07,5.96940e-07,3.87277e-07,2.68661e-07,1.94922e-07
4.08891e-05,2.36975e-05,1.31264e-05,7.59323e-06,5.01139e-06,3.60406e-06,2.48069e-06,1.63532e-06,1.13790e-06,8.34277e-07,5.60880e-07,3.64661e-07,2.53455e-07,1.84438e-07
4.07075e-05,2.37546e-05,1.33017e-05,7.79770e-06,5.20955e-06,3.78409e-06,2.62881e-06,1.74252e-06,1.21379e-06,8.89411e-07,5.97147e-07,3.87600e-07,2.68959e-07,1.95174e-07
6.56289e-05,3.76138e-05,1.89812e-05,8.75345e-06,4.51861e-06,2.57401e-06,1.34562e-06,6.95252e-07,4.24023e-07,2.97856e-07,2.08079e-07,1.51720e-07,1.17238e-07,9.27789e-08
4.11542e-05,2.40837e-05,1.35129e-05,7.91146e-06,5.27169e-06,3.81847e-06,2.64367e-06,1.74715e-06,1.21521e-06,8.89715e-07,5.96867e-07,3.87155e-07,2.68518e-07,1.94795e-07
4.13087e-05,2.41716e-05,1.35543e-05,7.92653e-06,5.27612e-06,3.81832e-06,2.64101e-06,1.74375e-06,1.21195e-06,8.86828e-07,5.94561e-07,3.85449e-07,2.67231e-07,1.93799e-07
4.11340e-05,2.40735e-05,1.35077e-05,7.90874e-06,5.27048e-06,3.81818e-06,2.64396e-06,1.74748e-06,1.21533e-06,8.89739e-07,5.96899e-07,3.87247e-07,2.68639e-07,1.94905e-07
4.05747e-05,2.36947e-05,1.32907e-05,7.79906e-06,5.20033e-06,3.76513e-06,2.60501e-06,1.72392e-06,1.20350e-06,8.83836e-07,5.93692e-07,3.84385e-07,2.65844e-07,1.92641e-07
4.08735e-05,2.38681e-05,1.33505e-05,7.79909e-06,5.19773e-06,3.77072e-06,2.61733e-06,1.73135e-06,1.20165e-06,8.78081e-07,5.88970e-07,3.83053e-07,2.66529e-07,1.93619e-07
3.08457e-05,1.69321e-05,8.95047e-06,5.19036e-06,3.49075e-06,2.57086e-06,1.83342e-06,1.24999e-06,8.83503e-07,6.53803e-07,4.44812e-07,2.92646e-07,2.04919e-07,1.49517e-07
4.07154e-05,2.38878e-05,1.33588e-05,7.77154e-06,5.20291e-06,3.81004e-06,2.67658e-06,1.77435e-06,1.21669e-06,8.79600e-07,5.89184e-07,3.88562e-07,2.75030e-07,2.01370e-07
4.22268e-05,2.51784e-05,1.43600e-05,8.42202e-06,5.58129e-06,4.00821e-06,2.73797e-06,1.78959e-06,1.24259e-06,9.09460e-07,6.07510e-07,3.90529e-07,2.68538e-07,1.93946e-07
2.43961e-05,1.53373e-05,8.93350e-06,4.99177e-06,3.09858e-06,2.07966e-06,1.29596e-06,7.65500e-07,4.94287e-07,3.42716e-07,2.15278e-07,1.30909e-07,8.65873e-08,6.08107e-08
2.45704e-05,1.55743e-05,9.15263e-06,5.15266e-06,3.21724e-06,2.16895e-06,1.35685e-06,8.03513e-07,5.19568e-07,3.60462e-07,2.26415e-07,1.37589e-07,9.09476e-08,6.38213e-08
2.40638e-05,1.51959e-05,8.89528e-06,4.99259e-06,3.11040e-06,2.09371e-06,1.30840e-06,7.74576e-07,5.00860e-07,3.47579e-07,2.18498e-07,1.32943e-07,8.79749e-08,6.17953e-08
2.43120e-05,1.52283e-05,8.83219e-06,4.91487e-06,3.03989e-06,2.03400e-06,1.26312e-06,7.42889e-07,4.77415e-07,3.29612e-07,2.06060e-07,1.24774e-07,8.22582e-08,5.75818e-08
2.31435e-05,1.44102e-05,8.30544e-06,4.60048e-06,2.83710e-06,1.89532e-06,1.17694e-06,6.94155e-07,4.48042e-07,3.10795e-07,1.95579e-07,1.19275e-07,7.90920e-08,5.56751e-08
5.30854e-05,3.56099e-05,2.22394e-05,1.32104e-05,8.60702e-06,6.00039e-06,3.88157e-06,2.36981e-06,1.56935e-06,1.10849e-06,7.09480e-07,4.38316e-07,2.93515e-07,2.08084e-07
2.71877e-05,1.71699e-05,1.00554e-05,5.64612e-06,3.51517e-06,2.36272e-06,1.47295e-06,8.70423e-07,5.63116e-07,3.91026e-07,2.45557e-07,1.48850e-07,9.80783e-08,6.87261e-08
2.71214e-05,1.77186e-05,1.07297e-05,6.17149e-06,3.90832e-06,2.65777e-06,1.66919e-06,9.85826e-07,6.34405e-07,4.37483e-07,2.71970e-07,1.63196e-07,1.06797e-07,7.43130e-08
2.35258e-05,1.48833e-05,8.72893e-06,4.90697e-06,3.06125e-06,2.06302e-06,1.29078e-06,7.65045e-07,4.95209e-07,3.43948e-07,2.16421e-07,1.31797e-07,8.72782e-08,6.13423e-08
2.37111e-05,1.50153e-05,8.81650e-06,4.96174e-06,3.09829e-06,2.08957e-06,1.30841e-06,7.76081e-07,5.02666e-07,3.49294e-07,2.19886e-07,1.33952e-07,8.87248e-08,6.23687e-08
2.35288e-05,1.48848e-05,8.72953e-06,4.90711e-06,3.06121e-06,2.06292e-06,1.29066e-06,7.64932e-07,4.95111e-07,3.43866e-07,2.16358e-07,1.31751e-07,8.72432e-08,6.13151e-08
2.35785e-05,1.41975e-05,7.74725e-06,3.98947e-06,2.31396e-06,1.47764e-06,8.86897e-07,5.22525e-07,3.46604e-07,2.50200e-07,1.67879e-07,1.10256e-07,7.73418e-08,5.68062e-08
2.30205e-05,1.44690e-05,8.42391e-06,4.70655e-06,2.92483e-06,1.96710e-06,1.23050e-06,7.31179e-07,4.74981e-07,3.31211e-07,2.09675e-07,1.28605e-07,8.56658e-08,6.05039e-08
-3.60811e-05,-1.28205e-05,-9.74124e-07,2.31361e-06,2.38914e-06,1.95555e-06,1.40727e-06,9.10616e-07,6.22063e-07,4.47246e-07,2.90807e-07,1.81739e-07,1.22736e-07,8.75287e-08
2.48237e-05,1.56228e-05,9.06954e-06,5.01508e-06,3.07670e-06,2.04051e-06,1.25064e-06,7.24103e-07,4.59985e-07,3.14846e-07,1.94938e-07,1.17118e-07,7.68916e-08,5.37529e-08
2.36502e-05,1.49535e-05,8.76315e-06,4.92134e-06,3.06724e-06,2.06515e-06,1.29056e-06,7.63804e-07,4.93746e-07,3.42523e-07,2.15184e-07,1.30812e-07,8.64919e-08,6.07063e-08
2.33315e-05,1.47508e-05,8.64497e-06,4.85656e-06,3.02814e-06,2.03981e-06,1.27568e-06,7.55769e-07,4.89017e-07,3.39544e-07,2.13580e-07,1.30029e-07,8.60865e-08,6.04915e-08
2.33512e-05,1.47578e-05,8.64542e-06,4.85500e-06,3.02637e-06,2.03826e-06,1.27454e-06,7.54964e-07,4.88371e-07,3.39022e-07,2.13220e-07,1.29812e-07,8.59514e-08,6.03978e-08
2.17438e-05,1.37042e-05,8.00477e-06,4.48508e-06,2.79158e-06,1.87845e-06,1.17411e-06,6.95360e-07,4.49584e-07,3.11986e-07,1.96260e-07,1.19607e-07,7.92794e-08,5.57436e-08
2.34806e-05,1.48637e-05,8.72350e-06,4.90707e-06,3.06286e-06,2.06491e-06,1.29246e-06,7.66371e-07,4.96303e-07,3.44846e-07,2.17067e-07,1.32219e-07,8.75674e-08,6.15546e-08
3.03202e-05,1.94397e-05,1.15628e-05,6.57905e-06,4.14835e-06,2.82162e-06,1.78270e-06,1.06489e-06,6.92079e-07,4.81982e-07,3.04625e-07,1.86822e-07,1.24643e-07,8.80601e-08
2.26193e-05,1.43980e-05,8.49918e-06,4.80420e-06,3.01155e-06,2.03789e-06,1.28044e-06,7.61347e-07,4.93531e-07,3.43052e-07,2.16116e-07,1.31866e-07,8.75036e-08,6.15670e-08
1.94028e-05,1.22635e-05,7.18348e-06,4.03325e-06,2.51454e-06,1.69424e-06,1.06012e-06,6.28133e-07,4.06069e-07,2.81679e-07,1.77065e-07,1.07807e-07,7.13936e-08,5.01403e-08
5.65903e-05,3.76021e-05,2.34155e-05,1.40407e-05,9.27065e-06,6.54249e-06,4.28220e-06,2.62837e-06,1.73344e-06,1.21421e-06,7.65959e-07,4.64890e-07,3.07196e-07,2.15788e-07
2.22723e-05,1.23219e-05,6.00358e-06,2.72238e-06,1.38628e-06,7.83380e-07,4.16397e-07,2.29330e-07,1.50324e-07,1.11288e-07,7.98850e-08,5.69787e-08,4.22207e-08,3.22168e-08
1.71427e-05,8.05455e-06,2.80767e-06,5.70589e-07,-1.18993e-07,-3.05330e-07,-2.95671e-07,-1.93366e-07,-1.16295e-07,-6.63225e-08,-2.34425e-08,4.75370e-10,8.22218e-09,1.03025e-08
4.21438e-05,2.53195e-05,1.38837e-05,7.26611e-06,4.27881e-06,2.76378e-06,1.67352e-06,9.83921e-07,6.44385e-07,4.57522e-07,2.99627e-07,1.91729e-07,1.31982e-07,9.56574e-08
1.94636e-05,1.02676e-05,4.63534e-06,1.89023e-06,8.43133e-07,4.08723e-07,1.81329e-07,9.35842e-08,6.54670e-08,5.45293e-08,4.61183e-08,3.77048e-08,3.01371e-08,2.41717e-08
2.68227e-05,1.57757e-05,8.36718e-06,4.17442e-06,2.32937e-06,1.42403e-06,8.04607e-07,4.40871e-07,2.75140e-07,1.90015e-07,1.22565e-07,7.86280e-08,5.45116e-08,3.98384e-08
2.21782e-05,1.28244e-05,6.74047e-06,3.41191e-06,1.95120e-06,1.22860e-06,7.25436e-07,4.16427e-07,2.66064e-07,1.84829e-07,1.18027e-07,7.37032e-08,4.97615e-08,3.55778e-08
1.60982e-05,8.52059e-06,4.06423e-06,1.96547e-06,1.11233e-06,7.12396e-07,4.48786e-07,2.85206e-07,1.96545e-07,1.44666e-07,9.88439e-08,6.54958e-08,4.59555e-08,3.37369e-08
1.90153e-05,9.97696e-06,4.46045e-06,1.78985e-06,7.79607e-07,3.65522e-07,1.54138e-07,7.73743e-08,5.48732e-08,4.71139e-08,4.14356e-08,3.48636e-08,2.82662e-08,2.28599e-08
2.61132e-05,1.54874e-05,8.33466e-06,4.24831e-06,2.42215e-06,1.51030e-06,8.71928e-07,4.84866e-07,3.03113e-07,2.07560e-07,1.30648e-07,8.05814e-08,5.37582e-08,3.79110e-08
2.18478e-05,1.25758e-05,6.57238e-06,3.30961e-06,1.88462e-06,1.18306e-06,6.97571e-07,4.01117e-07,2.57063e-07,1.79271e-07,1.15234e-07,7.25299e-08,4.92707e-08,3.53846e-08
1.90961e-05,1.00144e-05,4.47341e-06,1.79251e-06,7.78798e-07,3.63565e-07,1.51961e-07,7.55079e-08,5.33371e-08,4.58546e-08,4.04956e-08,3.41953e-08,2.77669e-08,2.24733e-08
1.87075e-05,9.70935e-06,4.25622e-06,1.65107e-06,6.80308e-07,2.91406e-07,1.02999e-07,4.42421e-08,3.18376e-08,3.01972e-08,3.01070e-08,2.75357e-08,2.31647e-08,1.91216e-08
1.76154e-05,9.10145e-06,3.97820e-06,1.55357e-06,6.51403e-07,2.90203e-07,1.15588e-07,5.98955e-08,4.60930e-08,4.23475e-08,3.94224e-08,3.42031e-08,2.81044e-08,2.28932e-08
2.28272e-05,1.22941e-05,5.62941e-06,2.22292e-06,8.91262e-07,3.32033e-07,4.13807e-08,-5.30165e-08,-6.21073e-08,-5.12501e-08,-3.16228e-08,-1.46058e-08,-6.11173e-09,-1.72191e-09
1.90567e-05,9.98196e-06,4.44941e-06,1.77635e-06,7.67280e-07,3.54980e-07,1.46027e-07,7.16423e-08,5.06342e-08,4.38598e-08,3.91518e-08,3.33217e-08,2.71565e-08,2.20245e-08
1.89823e-05,9.90083e-06,4.38070e-06,1.72784e-06,7.31873e-07,3.28276e-07,1.27543e-07,5.96921e-08,4.23318e-08,3.77676e-08,3.50812e-08,3.06940e-08,2.53271e-08,2.06821e-08
1.82341e-05,9.58952e-06,4.30053e-06,1.73228e-06,7.60432e-07,3.61813e-07,1.57582e-07,8.26108e-08,6.00378e-08,5.16928e-08,4.50089e-08,3.74470e-08,3.02115e-08,2.43710e-08
2.39387e-05,1.41114e-05,7.52706e-06,3.80575e-06,2.16782e-06,1.36036e-06,8.00453e-07,4.60907e-07,2.98603e-07,2.11610e-07,1.39778e-07,9.09987e-08,6.35036e-08,4.64055e-08
1.90992e-05,1.00169e-05,4.47529e-06,1.79374e-06,7.79654e-07,3.64188e-07,1.52380e-07,7.57728e-08,5.35194e-08,4.59875e-08,4.05832e-08,3.42507e-08,2.78046e-08,2.25005e-08
1.83343e-05,9.59360e-06,4.26255e-06,1.68932e-06,7.22510e-07,3.30159e-07,1.33753e-07,6.59404e-08,4.76578e-08,4.21592e-08,3.83588e-08,3.30392e-08,2.71005e-08,2.20530e-08
1.77112e-05,8.95545e-06,3.73534e-06,1.31928e-06,4.52352e-07,1.25724e-07,-8.81272e-09,-2.70638e-08,-1.72938e-08,-5.73318e-09,6.05345e-09,1.18992e-08,1.22017e-08,1.10227e-08
1.76819e-05,8.98750e-06,3.76995e-06,1.33678e-06,4.66329e-07,1.40265e-07,7.07922e-09,-9.79991e-09,2.71989e-10,1.10881e-08,2.08029e-08,2.38274e-08,2.17703e-08,1.87543e-08
3.35308e-05,2.10326e-05,1.22492e-05,6.85842e-06,4.25549e-06,2.85016e-06,1.76942e-06,1.03878e-06,6.66206e-07,4.58893e-07,2.85731e-07,1.72080e-07,1.12926e-07,7.88346e-08
-3.75258e-05,-2.26383e-05,-1.09346e-05,-3.85984e-06,-1.34138e-06,-3.83054e-07,1.13708e-07,2.46342e-07,2.21623e-07,1.79248e-07,1.30420e-07,8.81532e-08,6.16826e-08,4.48058e-08
3.77962e-05,2.50231e-05,1.54193e-05,9.03346e-06,5.79315e-06,3.97219e-06,2.51489e-06,1.50468e-06,9.86629e-07,6.91815e-07,4.36390e-07,2.63382e-07,1.72377e-07,1.20391e-07
1.91650e-05,1.04919e-05,5.04247e-06,2.25509e-06,1.13032e-06,6.27640e-07,3.26860e-07,1.78054e-07,1.16885e-07,8.70140e-08,6.28107e-08,4.48442e-08,3.31593e-08,2.53226e-08
-1.45740e-05,-1.00043e-05,-5.03356e-06,-1.33397e-06,2.35893e-08,4.75388e-07,5.93140e-07,4.89568e-07,3.61633e-07,2.67004e-07,1.77091e-07,1.11155e-07,7.44897e-08,5.25577e-08
-2.80763e-05,-1.64390e-05,-7.59160e-06,-2.41047e-06,-6.12347e-07,3.16204e-08,3.13980e-07,3.33479e-07,2.69632e-07,2.09743e-07,1.46766e-07,9.63472e-08,6.64976e-08,4.79374e-08
-3.27287e-05,-1.81242e-05,-8.09849e-06,-2.61756e-06,-6.08967e-07,1.27778e-07,4.07016e-07,3.92807e-07,3.13792e-07,2.43209e-07,1.67420e-07,1.07914e-07,7.40591e-08,5.32454e-08
-3.37413e-05,-1.95022e-05,-9.14038e-06,-3.18591e-06,-1.00662e-06,-1.78168e-07,2.05044e-07,2.73182e-07,2.33302e-07,1.85445e-07,1.30920e-07,8.58901e-08,5.92722e-08,4.26764e-08
4.78883e-07,-3.50147e-06,-3.36224e-06,-1.56722e-06,-6.72595e-07,-2.50588e-07,2.30442e-08,1.34579e-07,1.42725e-07,1.30145e-07,1.08328e-07,8.18611e-08,6.09678e-08,4.61201e-08
2.14634e-06,-6.63224e-09,5.49456e-07,1.35710e-06,1.05699e-06,7.30600e-07,5.36896e-07,3.87178e-07,2.66678e-07,1.92925e-07,1.34500e-07,9.19260e-08,6.46776e-08,4.72734e-08
-1.05670e-05,-9.04374e-06,-3.94162e-06,2.67566e-07,1.05994e-06,1.06962e-06,9.95390e-07,7.84407e-07,5.56944e-07,4.02483e-07,2.69714e-07,1.73518e-07,1.16815e-07,8.25277e-08
-2.90802e-05,-1.73074e-05,-8.01106e-06,-2.44004e-06,-5.44699e-07,1.15591e-07,3.97432e-07,4.00310e-07,3.17975e-07,2.45214e-07,1.70781e-07,1.11922e-07,7.71076e-08,5.55171e-08
-8.65854e-06,-7.92822e-06,-4.88272e-06,-1.77333e-06,-5.17744e-07,-2.79643e-08,2.04250e-07,2.28719e-07,1.78545e-07,1.33108e-07,8.91696e-08,5.58232e-08,3.66814e-08,2.53296e-08
-2.40714e-06,-2.09838e-06,-4.27246e-07,8.15294e-07,8.07187e-07,6.33254e-07,5.04175e-07,3.73147e-07,2.60742e-07,1.88052e-07,1.26439e-07,8.18950e-08,5.54050e-08,3.92909e-08
-3.16246e-05,-1.86651e-05,-8.75777e-06,-2.90213e-06,-8.35705e-07,-7.67302e-08,2.73431e-07,3.22402e-07,2.66844e-07,2.09540e-07,1.47833e-07,9.75908e-08,6.75576e-08,4.87947e-08
-6.60225e-05,-3.89537e-05,-1.93834e-05,-7.98328e-06,-3.52670e-06,-1.62956e-06,-5.29427e-07,-5.96309e-08,6.82844e-08,9.82221e-08,9.66206e-08,7.70441e-08,5.93984e-08,4.60294e-08
-3.25376e-05,-1.92678e-05,-9.14637e-06,-3.14894e-06,-1.00074e-06,-1.92850e-07,1.97057e-07,2.75225e-07,2.35913e-07,1.88086e-07,1.34498e-07,8.97127e-08,6.25494e-08,4.54333e-08
-3.15427e-05,-1.89408e-05,-9.11877e-06,-3.16835e-06,-1.00209e-06,-1.75897e-07,2.26398e-07,3.04893e-07,2.59107e-07,2.05517e-07,1.46102e-07,9.68543e-08,6.71724e-08,4.85627e-08
-4.29211e-05,-2.23586e-05,-1.02705e-05,-4.23852e-06,-1.52138e-06,-3.57177e-07,1.11166e-07,1.97651e-07,2.02859e-07,1.78273e-07,1.29217e-07,8.47951e-08,6.04910e-08,4.49399e-08
-3.16267e-05,-1.86656e-05,-8.75819e-06,-2.90274e-06,-8.36205e-07,-7.71219e-08,2.73106e-07,3.22141e-07,2.66642e-07,2.09379e-07,1.47712e-07,9.75030e-08,6.74917e-08,4.87435e-08
-3.32242e-05,-1.95862e-05,-9.28737e-06,-3.22255e-06,-1.03900e-06,-2.13866e-07,1.84077e-07,2.66230e-07,2.29750e-07,1.83455e-07,1.30857e-07,8.67673e-08,6.01510e-08,4.34661e-08
-3.23461e-05,-1.90932e-05,-9.00540e-06,-3.04869e-06,-9.28913e-07,-1.40125e-07,2.32358e-07,2.96894e-07,2.50005e-07,1.97717e-07,1.40258e-07,9.28980e-08,6.44293e-08,4.65887e-08
-1.27440e-05,-1.10296e-05,-5.26191e-06,-4.06367e-07,6.40259e-07,7.76916e-07,8.17666e-07,6.87585e-07,4.96708e-07,3.62067e-07,2.46428e-07,1.60966e-07,1.09183e-07,7.75329e-08
-1.31766e-05,-8.58172e-06,-3.70997e-06,-5.03010e-07,2.99146e-07,4.65777e-07,5.07380e-07,4.25172e-07,3.13420e-07,2.32473e-07,1.58875e-07,1.03559e-07,7.06301e-08,5.04278e-08
-1.64546e-05,-9.49623e-06,-4.12575e-06,-8.96499e-07,2.44419e-07,5.99216e-07,6.44338e-07,5.07728e-07,3.75983e-07,2.80424e-07,1.87244e-07,1.18184e-07,7.98684e-08,5.68292e-08
-4.25225e-05,-2.46110e-05,-1.19136e-05,-4.68404e-06,-1.91173e-06,-7.72048e-07,-1.58812e-07,6.14973e-08,9.98244e-08,9.52190e-08,7.61479e-08,5.39304e-08,3.89765e-08,2.89513e-08
-1.04865e-05,-3.81191e-06,-5.28208e-07,4.16129e-07,5.62901e-07,5.14051e-07,3.78547e-07,2.42483e-07,1.71465e-07,1.29572e-07,9.09487e-08,6.29232e-08,4.67060e-08,3.58888e-08
-1.50132e-05,-6.59687e-06,-2.14736e-06,-5.15440e-07,-3.07965e-08,1.06505e-07,1.16846e-07,8.32331e-08,6.70839e-08,5.67387e-08,4.51219e-08,3.52322e-08,2.85711e-08,2.32760e-08
-1.09033e-05,-4.09558e-06,-7.23706e-07,2.77579e-07,4.59037e-07,4.33323e-07,3.19889e-07,2.03239e-07,1.44725e-07,1.10935e-07,7.98722e-08,5.70884e-08,4.34966e-08,3.40527e-08
5.05520e-05,3.73794e-05,2.55473e-05,1.62193e-05,1.10147e-05,7.88107e-06,5.19992e-06,3.21597e-06,2.15201e-06,1.53346e-06,9.92801e-07,6.21812e-07,4.21804e-07,3.02284e-07
-5.16290e-06,-1.01963e-06,5.75786e-07,6.94019e-07,6.12641e-07,5.04755e-07,3.54294e-07,2.24438e-07,1.59564e-07,1.21683e-07,8.64066e-08,6.05496e-08,4.54127e-08,3.51542e-08
-8.44476e-06,-2.62545e-06,1.06519e-07,7.46308e-07,7.53600e-07,6.33534e-07,4.47579e-07,2.80116e-07,1.94026e-07,1.44453e-07,1.00146e-07,6.87342e-08,5.07531e-08,3.88547e-08
2.03014e-05,1.29596e-05,7.78507e-06,4.49322e-06,2.79295e-06,1.84174e-06,1.10758e-06,6.21889e-07,3.86441e-07,2.62260e-07,1.64376e-07,1.02715e-07,7.04490e-08,5.12134e-08
-1.05872e-05,-3.66115e-06,-2.71322e-07,6.76632e-07,7.96884e-07,7.14512e-07,5.31986e-07,3.45491e-07,2.39834e-07,1.75015e-07,1.15169e-07,7.33889e-08,5.11823e-08,3.77199e-08
-1.04961e-05,-3.79880e-06,-5.18081e-07,4.15719e-07,5.59518e-07,5.09968e-07,3.74260e-07,2.39026e-07,1.69241e-07,1.28328e-07,9.06611e-08,6.32594e-08,4.72790e-08,3.65126e-08
-6.03095e-06,-1.48404e-06,3.38736e-07,5.56122e-07,5.14445e-07,4.27277e-07,2.94673e-07,1.81322e-07,1.28372e-07,9.85867e-08,7.10879e-08,5.09412e-08,3.89563e-08,3.05826e-08
-1.15093e-05,-4.30330e-06,-6.69518e-07,4.60553e-07,6.74629e-07,6.44223e-07,5.01374e-07,3.38266e-07,2.40801e-07,1.78297e-07,1.18174e-07,7.46427e-08,5.10219e-08,3.67431e-08
-1.09535e-05,-4.09512e-06,-6.98147e-07,3.09850e-07,4.90835e-07,4.62161e-07,3.43288e-07,2.20053e-07,1.56661e-07,1.19434e-07,8.49561e-08,5.97234e-08,4.49041e-08,3.48238e-08
-2.70951e-05,-1.01763e-05,-2.29033e-06,-1.34364e-07,4.25949e-07,5.30140e-07,4.22268e-07,2.71557e-07,1.98598e-07,1.53388e-07,1.06933e-07,7.25423e-08,5.36105e-08,4.11140e-08
-2.15889e-05,-1.03494e-05,-4.03158e-06,-1.37261e-06,-4.54577e-07,-1.13860e-07,2.71980e-08,6.08076e-08,6.88770e-08,6.71136e-08,5.83961e-08,4.72942e-08,3.86315e-08,3.15152e-08
-1.01051e-05,-3.34141e-06,-6.23029e-08,8.12154e-07,8.88019e-07,7.76571e-07,5.66988e-07,3.57540e-07,2.37865e-07,1.64670e-07,9.82274e-08,5.38323e-08,3.21930e-08,2.05808e-08
-2.87817e-05,-1.46242e-05,-6.15674e-06,-2.28100e-06,-9.37690e-07,-4.15473e-07,-1.42471e-07,-3.01807e-08,1.09237e-08,2.64005e-08,3.26548e-08,3.14107e-08,2.77510e-08,2.35895e-08
-7.60775e-06,-3.23169e-06,-1.29547e-06,-7.60674e-07,-5.09257e-07,-3.59364e-07,-2.38090e-07,-1.28699e-07,-5.22366e-08,-7.94859e-09,2.27805e-08,3.40026e-08,3.31991e-08,2.90042e-08
4.06687e-06,3.95202e-06,3.26221e-06,2.28603e-06,1.58753e-06,1.12406e-06,7.17132e-07,4.22615e-07,2.75291e-07,1.94779e-07,1.28215e-07,8.39578e-08,5.96792e-08,4.44862e-08
-6.79869e-06,-1.79890e-06,3.26962e-07,6.70444e-07,6.33872e-07,5.27283e-07,3.67938e-07,2.28985e-07,1.60672e-07,1.21590e-07,8.59254e-08,6.01501e-08,4.51294e-08,3.49569e-08
-1.22861e-05,-4.99807e-06,-1.27499e-06,-3.59496e-08,2.74067e-07,3.19579e-07,2.57962e-07,1.72886e-07,1.28289e-07,1.01024e-07,7.43216e-08,5.38034e-08,4.12732e-08,3.24313e-08
-2.71194e-05,-1.22771e-05,-4.54435e-06,-1.62420e-06,-5.66632e-07,-1.57917e-07,-2.01154e-09,3.30015e-08,4.94306e-08,5.27669e-08,4.67050e-08,3.78658e-08,3.14461e-08,2.59499e-08
-1.09466e-05,-4.09215e-06,-6.97065e-07,3.10302e-07,4.91038e-07,4.62257e-07,3.43338e-07,2.20081e-07,1.56672e-07,1.19435e-07,8.49497e-08,5.97136e-08,4.48936e-08,3.48140e-08
3.80867e-05,2.29014e-05,1.27993e-05,6.99565e-06,4.27692e-06,2.84202e-06,1.76557e-06,1.04629e-06,6.75996e-07,4.68881e-07,2.95273e-07,1.80080e-07,1.19162e-07,8.36482e-08
3.28152e-05,1.27560e-05,1.44187e-06,-2.82977e-06,-3.59382e-06,-3.32683e-06,-2.52917e-06,-1.57821e-06,-9.62726e-07,-5.87681e-07,-2.76255e-07,-9.84298e-08,-3.12673e-08,-4.73313e-09
3.87556e-05,2.33304e-05,1.30392e-05,7.11403e-06,4.34341e-06,2.88346e-06,1.78919e-06,1.05920e-06,6.84059e-07,4.74389e-07,2.98659e-07,1.82091e-07,1.20468e-07,8.45503e-08
2.66633e-05,1.44307e-05,7.17959e-06,3.66518e-06,2.16281e-06,1.42441e-06,9.12722e-07,5.78704e-07,3.94886e-07,2.86831e-07,1.91800e-07,1.23971e-07,8.53112e-08,6.16253e-08
3.62574e-05,2.16651e-05,1.20296e-05,6.54948e-06,3.99682e-06,2.65512e-06,1.65257e-06,9.83505e-07,6.37989e-07,4.44159e-07,2.81121e-07,1.72361e-07,1.14509e-07,8.06347e-08
3.97974e-05,2.39757e-05,1.33495e-05,7.21005e-06,4.36253e-06,2.87474e-06,1.76882e-06,1.03962e-06,6.69039e-07,4.63280e-07,2.91496e-07,1.77869e-07,1.17834e-07,8.28266e-08
3.62806e-05,2.20047e-05,1.24582e-05,6.91108e-06,4.27404e-06,2.86402e-06,1.79232e-06,1.06701e-06,6.90912e-07,4.79590e-07,3.01925e-07,1.83904e-07,1.21566e-07,8.52606e-08
3.66363e-05,2.21166e-05,1.24222e-05,6.82171e-06,4.18655e-06,2.79058e-06,1.73911e-06,1.03367e-06,6.69518e-07,4.65297e-07,2.93612e-07,1.79378e-07,1.18856e-07,8.35194e-08
3.90786e-05,2.38435e-05,1.35178e-05,7.44364e-06,4.56535e-06,3.03410e-06,1.87652e-06,1.10187e-06,7.06094e-07,4.86150e-07,3.03071e-07,1.82888e-07,1.20069e-07,8.37655e-08
3.85256e-05,2.35143e-05,1.33773e-05,7.42747e-06,4.59680e-06,3.08194e-06,1.92730e-06,1.14496e-06,7.39863e-07,5.12347e-07,3.21104e-07,1.94388e-07,1.27778e-07,8.91581e-08
3.64780e-05,2.18828e-05,1.22063e-05,6.67107e-06,4.08285e-06,2.71786e-06,1.69391e-06,1.00840e-06,6.54072e-07,4.55167e-07,2.87781e-07,1.76180e-07,1.16906e-07,8.22383e-08
3.68755e-05,2.20442e-05,1.22127e-05,6.59922e-06,3.98678e-06,2.61789e-06,1.60113e-06,9.31475e-07,5.92292e-07,4.05831e-07,2.52798e-07,1.53679e-07,1.02221e-07,7.25184e-08
