tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13
2.01336e-05,1.21146e-05,6.79281e-06,3.76777e-06,2.37125e-06,1.63049e-06,1.05800e-06,6.55219e-07,4.35337e-07,3.06385e-07,1.93614e-07,1.16527e-07,7.55774e-08,5.18534e-08
3.48894e-05,2.23906e-05,1.32849e-05,7.47532e-06,4.62699e-06,3.07309e-06,1.86668e-06,1.05388e-06,6.48023e-07,4.26839e-07,2.47120e-07,1.35045e-07,8.08027e-08,5.19515e-08
7.39049e-05,4.55175e-05,2.56509e-05,1.36153e-05,7.94131e-06,4.96356e-06,2.76249e-06,1.36811e-06,7.18089e-07,3.93790e-07,1.63130e-07,4.75738e-08,6.92182e-09,-6.76290e-09
7.20530e-05,4.51302e-05,2.61036e-05,1.43937e-05,8.77432e-06,5.76370e-06,3.47181e-06,1.95079e-06,1.19569e-06,7.88196e-07,4.61561e-07,2.59647e-07,1.61410e-07,1.08183e-07
7.21435e-05,4.45443e-05,2.51868e-05,1.34229e-05,7.86194e-06,4.93570e-06,2.76567e-06,1.38572e-06,7.39653e-07,4.15028e-07,1.81173e-07,6.11338e-08,1.70152e-08,8.56524e-10
7.19984e-05,4.44662e-05,2.51493e-05,1.34058e-05,7.85376e-06,4.93176e-06,2.76435e-06,1.38556e-06,7.39805e-07,4.15274e-07,1.81466e-07,6.14306e-08,1.72886e-08,1.08738e-09
7.45374e-05,4.55118e-05,2.53993e-05,1.33647e-05,7.73441e-06,4.80019e-06,2.65018e-06,1.30098e-06,6.76420e-07,3.66851e-07,1.48361e-07,4.00812e-08,2.60813e-09,-9.48050e-09
8.77700e-05,5.54098e-05,3.21763e-05,1.76423e-05,1.06370e-05,6.87967e-06,4.02310e-06,2.14887e-06,1.24157e-06,7.66898e-07,4.03661e-07,1.96555e-07,1.06588e-07,6.36906e-08
7.23035e-05,4.46953e-05,2.53039e-05,1.34997e-05,7.91499e-06,4.97397e-06,2.79072e-06,1.40067e-06,7.49179e-07,4.21498e-07,1.85126e-07,6.34968e-08,1.85790e-08,1.94795e-09
7.13403e-05,4.42353e-05,2.51693e-05,1.35314e-05,8.00516e-06,5.08207e-06,2.89827e-06,1.49336e-06,8.25417e-07,4.83493e-07,2.30140e-07,9.33075e-08,3.86136e-08,1.56085e-08
7.19710e-05,4.44416e-05,2.51277e-05,1.33876e-05,7.83857e-06,4.91909e-06,2.75458e-06,1.37874e-06,7.35064e-07,4.11991e-07,1.79657e-07,6.07276e-08,1.71690e-08,1.26824e-09
7.22401e-05,4.46545e-05,2.52807e-05,1.34881e-05,7.90844e-06,4.96988e-06,2.78839e-06,1.39947e-06,7.48528e-07,4.21101e-07,1.84878e-07,6.33070e-08,1.84157e-08,1.80977e-09
6.46845e-05,4.04049e-05,2.33648e-05,1.29494e-05,7.95581e-06,5.27829e-06,3.23501e-06,1.86753e-06,1.17791e-06,7.98803e-07,4.86981e-07,2.86337e-07,1.83929e-07,1.25889e-07
7.20089e-05,4.44756e-05,2.51564e-05,1.34105e-05,7.85700e-06,4.93410e-06,2.76589e-06,1.38650e-06,7.40416e-07,4.15696e-07,1.81727e-07,6.15860e-08,1.73897e-08,1.15704e-09
7.19738e-05,4.43831e-05,2.50447e-05,1.33102e-05,7.77554e-06,4.86983e-06,2.72085e-06,1.35885e-06,7.23177e-07,4.04691e-07,1.76001e-07,5.90950e-08,1.63107e-08,7.34155e-10
6.76101e-05,4.10661e-05,2.28715e-05,1.21320e-05,7.13517e-06,4.52063e-06,2.57666e-06,1.32151e-06,7.18039e-07,4.08843e-07,1.82497e-07,6.41433e-08,1.99124e-08,3.31870e-09
7.20775e-05,4.45167e-05,2.51776e-05,1.34195e-05,7.86064e-06,4.93525e-06,2.76551e-06,1.38548e-06,7.39313e-07,4.14672e-07,1.80886e-07,6.09577e-08,1.69162e-08,7.93602e-10
7.20406e-05,4.44904e-05,2.51606e-05,1.34096e-05,7.85455e-06,4.93138e-06,2.76343e-06,1.38459e-06,7.38974e-07,4.14595e-07,1.80975e-07,6.11046e-08,1.70634e-08,9.25768e-10
7.20480e-05,4.44928e-05,2.51616e-05,1.34107e-05,7.85559e-06,4.93221e-06,2.76403e-06,1.38497e-06,7.39190e-07,4.14706e-07,1.80990e-07,6.10568e-08,1.69908e-08,8.47686e-10
6.75951e-05,4.18030e-05,2.36806e-05,1.26374e-05,7.40415e-06,4.64541e-06,2.59688e-06,1.29367e-06,6.84446e-07,3.79123e-07,1.60279e-07,4.93201e-08,9.63245e-09,-4.08485e-09
7.18380e-05,4.43409e-05,2.50612e-05,1.33491e-05,7.81390e-06,4.90207e-06,2.74372e-06,1.37224e-06,7.30755e-07,4.08756e-07,1.77121e-07,5.85622e-08,1.52402e-08,-4.30028e-10
5.82408e-05,3.71763e-05,2.19855e-05,1.23960e-05,7.71217e-06,5.16143e-06,3.18106e-06,1.83714e-06,1.15640e-06,7.81336e-07,4.72902e-07,2.75850e-07,1.76654e-07,1.21102e-07
5.28688e-05,3.34647e-05,1.94908e-05,1.06446e-05,6.29823e-06,3.94501e-06,2.17042e-06,1.06525e-06,5.75628e-07,3.28120e-07,1.37442e-07,3.23155e-08,-6.15192e-09,-1.63702e-08
6.32556e-05,3.93444e-05,2.24695e-05,1.21253e-05,7.19851e-06,4.58560e-06,2.62783e-06,1.36533e-06,7.64172e-07,4.55283e-07,2.24704e-07,9.84404e-08,4.67665e-08,2.41650e-08
3.57971e-05,2.29015e-05,1.35374e-05,7.58930e-06,4.68361e-06,3.10327e-06,1.87985e-06,1.05711e-06,6.46641e-07,4.23709e-07,2.43681e-07,1.32249e-07,7.86507e-08,5.02276e-08
3.46603e-05,2.22550e-05,1.32054e-05,7.43314e-06,4.61116e-06,3.07377e-06,1.87829e-06,1.06653e-06,6.56766e-07,4.33181e-07,2.52562e-07,1.40359e-07,8.57298e-08,5.60280e-08
3.49693e-05,2.24260e-05,1.32940e-05,7.47790e-06,4.63350e-06,3.08399e-06,1.88060e-06,1.06623e-06,6.56792e-07,4.33428e-07,2.52492e-07,1.39790e-07,8.49368e-08,5.52980e-08
3.39483e-05,2.17873e-05,1.29178e-05,7.26412e-06,4.50312e-06,3.00025e-06,1.83221e-06,1.03890e-06,6.38239e-07,4.19907e-07,2.44080e-07,1.35275e-07,8.24539e-08,5.37466e-08
3.65994e-05,2.36177e-05,1.40922e-05,7.97486e-06,4.97116e-06,3.32828e-06,2.04474e-06,1.16873e-06,7.24576e-07,4.81069e-07,2.83162e-07,1.59222e-07,9.83442e-08,6.49512e-08
3.46206e-05,2.22508e-05,1.32164e-05,7.44570e-06,4.62197e-06,3.08250e-06,1.88451e-06,1.07073e-06,6.59935e-07,4.35645e-07,2.54240e-07,1.41398e-07,8.64090e-08,5.65098e-08
3.43050e-05,2.20476e-05,1.30943e-05,7.37579e-06,4.57843e-06,3.05363e-06,1.86705e-06,1.06061e-06,6.53254e-07,4.30913e-07,2.51294e-07,1.39715e-07,8.53834e-08,5.58245e-08
3.40756e-05,2.18492e-05,1.29316e-05,7.24952e-06,4.47822e-06,2.97266e-06,1.80624e-06,1.01859e-06,6.23734e-07,4.09872e-07,2.38678e-07,1.33469e-07,8.26471e-08,5.50601e-08
3.43411e-05,2.20725e-05,1.31102e-05,7.38545e-06,4.58489e-06,3.05827e-06,1.87015e-06,1.06255e-06,6.54551e-07,4.31833e-07,2.51893e-07,1.40097e-07,8.56482e-08,5.60161e-08
3.44498e-05,2.21401e-05,1.31491e-05,7.40666e-06,4.59734e-06,3.06596e-06,1.87433e-06,1.06469e-06,6.55871e-07,4.32718e-07,2.52372e-07,1.40292e-07,8.57083e-08,5.60254e-08
3.30331e-05,2.13601e-05,1.28097e-05,7.32174e-06,4.61983e-06,3.13583e-06,1.96865e-06,1.16201e-06,7.45497e-07,5.12454e-07,3.17721e-07,1.90416e-07,1.24488e-07,8.63718e-08
3.43161e-05,2.20539e-05,1.30975e-05,7.37726e-06,4.57914e-06,3.05398e-06,1.86716e-06,1.06060e-06,6.53209e-07,4.30857e-07,2.51236e-07,1.39662e-07,8.53375e-08,5.57855e-08
3.38806e-05,2.14860e-05,1.25021e-05,6.83832e-06,4.11296e-06,2.65566e-06,1.55112e-06,8.29662e-07,4.82554e-07,3.02460e-07,1.65883e-07,8.77706e-08,5.26294e-08,3.45746e-08
3.43070e-05,2.20474e-05,1.30932e-05,7.37458e-06,4.57735e-06,3.05272e-06,1.86634e-06,1.06009e-06,6.52861e-07,4.30604e-07,2.51071e-07,1.39561e-07,8.52707e-08,5.57383e-08
3.43225e-05,2.20578e-05,1.30996e-05,7.37834e-06,4.57974e-06,3.05433e-06,1.86733e-06,1.06067e-06,6.53243e-07,4.30872e-07,2.51236e-07,1.39654e-07,8.53274e-08,5.57756e-08
3.48542e-05,2.19634e-05,1.26799e-05,6.87402e-06,4.09628e-06,2.61870e-06,1.50571e-06,7.84136e-07,4.40122e-07,2.64259e-07,1.34410e-07,6.38991e-08,3.46315e-08,2.09663e-08
3.20950e-05,2.04725e-05,1.20617e-05,6.74026e-06,4.14702e-06,2.73989e-06,1.65374e-06,9.25642e-07,5.63420e-07,3.67313e-07,2.09597e-07,1.12505e-07,6.60859e-08,4.16327e-08
2.96224e-05,1.87125e-05,1.08894e-05,5.99988e-06,3.64123e-06,2.37387e-06,1.40694e-06,7.67511e-07,4.53785e-07,2.86805e-07,1.55699e-07,7.77407e-08,4.19842e-08,2.39773e-08
3.36309e-05,2.16825e-05,1.29291e-05,7.31688e-06,4.56311e-06,3.05753e-06,1.88152e-06,1.07848e-06,6.70727e-07,4.46833e-07,2.64471e-07,1.49820e-07,9.31925e-08,6.19429e-08
3.15208e-05,2.05219e-05,1.25439e-05,7.30362e-06,4.55360e-06,2.98679e-06,1.76231e-06,9.94599e-07,6.54349e-07,4.61169e-07,2.76738e-07,1.43777e-07,7.68418e-08,4.61103e-08
3.42699e-05,2.20253e-05,1.30809e-05,7.36785e-06,4.57312e-06,3.04977e-06,1.86435e-06,1.05877e-06,6.51920e-07,4.29889e-07,2.50559e-07,1.39200e-07,8.50035e-08,5.55355e-08
2.74798e-05,1.77002e-05,1.05393e-05,5.95430e-06,3.70901e-06,2.48331e-06,1.52641e-06,8.71398e-07,5.37751e-07,3.55225e-07,2.08052e-07,1.16697e-07,7.20149e-08,4.73890e-08
8.56822e-05,5.68354e-05,3.50207e-05,2.05063e-05,1.32004e-05,9.11138e-06,5.82869e-06,3.51651e-06,2.30565e-06,1.61622e-06,1.02668e-06,6.30804e-07,4.20937e-07,2.97464e-07
1.06197e-05,6.73609e-06,4.09376e-06,2.44494e-06,1.56675e-06,1.06073e-06,6.62083e-07,3.99610e-07,2.72349e-07,1.97805e-07,1.27355e-07,7.57051e-08,4.79019e-08,3.30512e-08
-4.75638e-05,-1.99247e-05,-3.03914e-06,2.95797e-06,2.86005e-06,1.97349e-06,1.20605e-06,7.53952e-07,5.78098e-07,4.57039e-07,2.99628e-07,1.57853e-07,7.91680e-08,4.65159e-08
-7.00843e-05,-3.34733e-05,-8.63963e-06,1.88082e-06,2.70015e-06,2.00928e-06,1.42631e-06,9.41064e-07,6.10055e-07,4.15872e-07,2.64706e-07,1.64706e-07,1.08192e-07,7.49645e-08
-7.36861e-05,-3.39788e-05,-8.80209e-06,1.16155e-06,1.99826e-06,1.43750e-06,9.94385e-07,6.67034e-07,4.53206e-07,3.22369e-07,2.08862e-07,1.24786e-07,7.63754e-08,5.10312e-08
-7.20927e-05,-3.24070e-05,-7.46561e-06,2.08620e-06,2.56629e-06,1.74996e-06,1.10207e-06,7.23770e-07,5.49023e-07,4.28335e-07,2.82823e-07,1.52886e-07,7.88602e-08,4.71636e-08
-3.59840e-05,-1.15733e-05,3.84615e-06,8.54104e-06,6.92011e-06,4.90982e-06,3.18840e-06,2.00970e-06,1.41907e-06,1.05323e-06,6.84221e-07,3.97057e-07,2.39308e-07,1.59821e-07
-7.20691e-05,-3.23215e-05,-7.33505e-06,2.20439e-06,2.63447e-06,1.77481e-06,1.09360e-06,7.15254e-07,5.56682e-07,4.42608e-07,2.93312e-07,1.55159e-07,7.65000e-08,4.41721e-08
2.59808e-05,1.62500e-05,9.45206e-06,5.21059e-06,3.07667e-06,1.91679e-06,1.07348e-06,6.12085e-07,4.42433e-07,3.44940e-07,2.34584e-07,1.40031e-07,8.52767e-08,5.76784e-08
-7.23075e-05,-3.24741e-05,-7.43488e-06,2.14195e-06,2.60002e-06,1.75921e-06,1.09213e-06,7.17158e-07,5.55773e-07,4.40414e-07,2.92037e-07,1.55660e-07,7.79028e-08,4.55464e-08
-7.21877e-05,-3.24154e-05,-7.41291e-06,2.14639e-06,2.59775e-06,1.75416e-06,1.08589e-06,7.11430e-07,5.51162e-07,4.36736e-07,2.89332e-07,1.53755e-07,7.65096e-08,4.45136e-08
-7.17944e-05,-3.21080e-05,-7.18374e-06,2.30309e-06,2.70321e-06,1.82468e-06,1.12657e-06,7.36285e-07,5.71817e-07,4.53961e-07,3.00664e-07,1.59380e-07,7.90247e-08,4.58210e-08
-7.16381e-05,-3.19576e-05,-7.04061e-06,2.41670e-06,2.77705e-06,1.86694e-06,1.14289e-06,7.45254e-07,5.84772e-07,4.67688e-07,3.10118e-07,1.63008e-07,7.94124e-08,4.53725e-08
-2.37023e-05,-9.55618e-06,-1.77750e-06,8.42794e-07,1.10390e-06,8.79674e-07,5.50983e-07,3.76111e-07,3.61545e-07,3.24898e-07,2.23961e-07,1.14695e-07,5.35523e-08,3.03492e-08
-7.21855e-05,-3.24159e-05,-7.41456e-06,2.14499e-06,2.59701e-06,1.75397e-06,1.08613e-06,7.11600e-07,5.51051e-07,4.36509e-07,2.89156e-07,1.53704e-07,7.65307e-08,4.45461e-08
-7.23468e-05,-3.25454e-05,-7.50976e-06,2.08211e-06,2.55506e-06,1.72595e-06,1.07002e-06,7.01401e-07,5.42040e-07,4.28697e-07,2.83817e-07,1.50904e-07,7.51538e-08,4.37377e-08
-9.01559e-05,-6.80929e-05,-3.99531e-05,-1.63690e-05,-6.27861e-06,-2.15736e-06,-2.08211e-07,3.47630e-07,4.21445e-07,3.73274e-07,2.62022e-07,1.41205e-07,7.01387e-08,4.09471e-08
-7.20194e-05,-3.23182e-05,-7.36297e-06,2.17015e-06,2.61017e-06,1.76083e-06,1.08822e-06,7.10829e-07,5.49235e-07,4.34413e-07,2.87175e-07,1.52101e-07,7.52748e-08,4.35543e-08
-7.21956e-05,-3.24400e-05,-7.45912e-06,2.09964e-06,2.57044e-06,1.74469e-06,1.09015e-06,7.15335e-07,5.47968e-07,4.30621e-07,2.84773e-07,1.52689e-07,7.74278e-08,4.57101e-08
-8.13654e-05,-3.72280e-05,-1.00242e-05,5.60223e-07,1.69357e-06,1.31226e-06,9.97333e-07,7.00213e-07,4.61522e-07,3.17226e-07,2.07001e-07,1.33828e-07,9.08521e-08,6.42252e-08
-1.89986e-05,-6.04290e-06,1.57040e-06,3.70182e-06,2.97463e-06,2.05229e-06,1.24541e-06,7.56575e-07,5.67733e-07,4.43589e-07,2.88660e-07,1.53902e-07,8.04203e-08,4.89280e-08
-7.24550e-05,-3.24608e-05,-7.23847e-06,2.37734e-06,2.73353e-06,1.79414e-06,1.05256e-06,6.83410e-07,5.65173e-07,4.68316e-07,3.12935e-07,1.58121e-07,6.99586e-08,3.66462e-08
-5.35982e-05,-2.42577e-05,-5.43024e-06,1.94928e-06,2.32488e-06,1.70659e-06,1.20547e-06,7.98478e-07,5.22968e-07,3.60191e-07,2.31324e-07,1.45267e-07,9.65806e-08,6.75691e-08
-6.83652e-05,-3.08318e-05,-7.05819e-06,2.10689e-06,2.53528e-06,1.72163e-06,1.07716e-06,7.06024e-07,5.38965e-07,4.22591e-07,2.79356e-07,1.50180e-07,7.65763e-08,4.54350e-08
3.11266e-06,2.48152e-06,1.97431e-06,1.48459e-06,1.09176e-06,8.14713e-07,5.62402e-07,3.62203e-07,2.47564e-07,1.78495e-07,1.16777e-07,7.33758e-08,4.96139e-08,3.54687e-08
4.35963e-06,3.25732e-06,2.41216e-06,1.72058e-06,1.24024e-06,9.19402e-07,6.32992e-07,4.04719e-07,2.72246e-07,1.93681e-07,1.25913e-07,7.97088e-08,5.45593e-08,3.91903e-08
4.05624e-06,2.96276e-06,2.18458e-06,1.57057e-06,1.13100e-06,8.34878e-07,5.72536e-07,3.66470e-07,2.48228e-07,1.77762e-07,1.16020e-07,7.32475e-08,4.98595e-08,3.57689e-08
-7.17243e-07,-1.71936e-06,-1.52345e-06,-9.04210e-07,-6.05833e-07,-4.35297e-07,-2.73049e-07,-1.56863e-07,-1.03677e-07,-7.30110e-08,-4.39230e-08,-2.38612e-08,-1.40471e-08,-8.92523e-09
5.58075e-05,3.86288e-05,2.50499e-05,1.54470e-05,1.03280e-05,7.33306e-06,4.83010e-06,2.99229e-06,1.99792e-06,1.41850e-06,9.13269e-07,5.67619e-07,3.81971e-07,2.71651e-07
1.31866e-05,7.95190e-06,4.46456e-06,2.46158e-06,1.52657e-06,1.03349e-06,6.61612e-07,4.08173e-07,2.73297e-07,1.95366e-07,1.27575e-07,8.06018e-08,5.47814e-08,3.92390e-08
1.25644e-05,8.10457e-06,5.00187e-06,3.03206e-06,1.98990e-06,1.38944e-06,9.04223e-07,5.51788e-07,3.59571e-07,2.50046e-07,1.58767e-07,9.86528e-08,6.67087e-08,4.74738e-08
5.97568e-06,4.53268e-06,3.29644e-06,2.26307e-06,1.59875e-06,1.16965e-06,7.91041e-07,4.96573e-07,3.30458e-07,2.33060e-07,1.49414e-07,9.29956e-08,6.28023e-08,4.46641e-08
3.52036e-06,3.10873e-06,2.57427e-06,1.93814e-06,1.44186e-06,1.09144e-06,7.63205e-07,4.93874e-07,3.36012e-07,2.40995e-07,1.57409e-07,9.95879e-08,6.80157e-08,4.87762e-08
5.40342e-06,4.24700e-06,3.19018e-06,2.24392e-06,1.60926e-06,1.18984e-06,8.13149e-07,5.15407e-07,3.45459e-07,2.44899e-07,1.57745e-07,9.84368e-08,6.65128e-08,4.72814e-08
3.87424e-06,2.98566e-06,2.26991e-06,1.64536e-06,1.19638e-06,8.91731e-07,6.16666e-07,3.95668e-07,2.66936e-07,1.90330e-07,1.23994e-07,7.86118e-08,5.38642e-08,3.87265e-08
-5.09147e-06,-1.89740e-06,-4.46063e-09,7.05558e-07,7.68513e-07,6.84436e-07,5.39966e-07,3.79039e-07,2.69855e-07,1.99284e-07,1.34221e-07,8.72086e-08,6.06975e-08,4.41188e-08
3.80563e-06,2.92380e-06,2.22099e-06,1.61152e-06,1.17271e-06,8.74874e-07,6.06064e-07,3.89850e-07,2.63624e-07,1.88383e-07,1.23106e-07,7.83100e-08,5.37919e-08,3.87486e-08
-3.58184e-06,-1.26550e-06,5.80682e-07,1.38486e-06,1.28222e-06,1.02952e-06,7.35053e-07,4.69013e-07,3.11651e-07,2.18860e-07,1.40302e-07,8.76191e-08,5.92833e-08,4.22293e-08
1.18599e-06,1.03435e-06,1.00300e-06,9.02537e-07,7.18898e-07,5.63588e-07,4.10930e-07,2.75590e-07,1.90104e-07,1.37628e-07,9.16564e-08,5.95473e-08,4.15473e-08,3.02465e-08
3.93185e-06,3.01891e-06,2.28569e-06,1.65075e-06,1.19742e-06,8.90883e-07,6.14853e-07,3.93702e-07,2.65190e-07,1.88856e-07,1.22882e-07,7.78365e-08,5.33089e-08,3.83177e-08
7.77722e-07,-2.52352e-07,-2.92900e-07,6.23400e-08,2.16926e-07,2.69006e-07,2.75103e-07,2.31336e-07,1.77810e-07,1.37061e-07,9.65988e-08,6.50700e-08,4.61756e-08,3.39212e-08
3.77002e-06,2.91064e-06,2.22066e-06,1.61549e-06,1.17659e-06,8.77770e-07,6.07608e-07,3.90268e-07,2.63524e-07,1.88033e-07,1.22598e-07,7.77776e-08,5.33133e-08,3.83452e-08
1.22624e-05,8.34686e-06,5.40602e-06,3.37422e-06,2.25964e-06,1.60023e-06,1.05172e-06,6.46097e-07,4.24191e-07,2.96587e-07,1.88702e-07,1.16937e-07,7.88033e-08,5.59543e-08
9.25760e-06,6.09361e-06,3.83454e-06,2.35821e-06,1.56795e-06,1.10756e-06,7.29749e-07,4.51242e-07,2.97707e-07,2.09156e-07,1.34208e-07,8.40691e-08,5.71522e-08,4.08607e-08
3.18242e-06,2.54303e-06,2.00549e-06,1.49335e-06,1.10015e-06,8.26335e-07,5.75568e-07,3.71390e-07,2.51363e-07,1.79641e-07,1.17400e-07,7.46998e-08,5.13359e-08,3.69885e-08
3.51184e-06,2.76268e-06,2.14438e-06,1.57825e-06,1.15628e-06,8.65705e-07,6.01142e-07,3.86968e-07,2.61577e-07,1.86763e-07,1.21867e-07,7.73850e-08,5.30864e-08,3.81993e-08
-5.50823e-05,-2.50591e-05,-5.67609e-06,1.96070e-06,2.32868e-06,1.66416e-06,1.13119e-06,7.46478e-07,5.12592e-07,3.69039e-07,2.39596e-07,1.42751e-07,8.77747e-08,5.89514e-08
5.72446e-05,3.75892e-05,2.29388e-05,1.33260e-05,8.51259e-06,5.83236e-06,3.69703e-06,2.20725e-06,1.43420e-06,9.97315e-07,6.26591e-07,3.80163e-07,2.51043e-07,1.76043e-07
1.88698e-05,1.23807e-05,7.54571e-06,4.42064e-06,2.89976e-06,2.05892e-06,1.37352e-06,8.62914e-07,5.75106e-07,4.06229e-07,2.61176e-07,1.63453e-07,1.11023e-07,7.91029e-08
2.11275e-05,1.38098e-05,8.65673e-06,5.26990e-06,3.39484e-06,2.28394e-06,1.39909e-06,8.55777e-07,6.22617e-07,4.75244e-07,3.09646e-07,1.74675e-07,1.01545e-07,6.65175e-08
1.89650e-05,1.31627e-05,9.17888e-06,6.11198e-06,3.90624e-06,2.44608e-06,1.28714e-06,7.35777e-07,6.30532e-07,5.41551e-07,3.59026e-07,1.72416e-07,7.05263e-08,3.46324e-08
1.73711e-05,1.16609e-05,7.92654e-06,5.25220e-06,3.37916e-06,2.14693e-06,1.16954e-06,7.00325e-07,6.02666e-07,5.16274e-07,3.45348e-07,1.71989e-07,7.65394e-08,4.09915e-08
1.69104e-05,1.14413e-05,7.82965e-06,5.20525e-06,3.35687e-06,2.13745e-06,1.16741e-06,7.00280e-07,6.02340e-07,5.15759e-07,3.45095e-07,1.72195e-07,7.69879e-08,4.14171e-08
1.68714e-05,1.14200e-05,7.82172e-06,5.20351e-06,3.35551e-06,2.13541e-06,1.16491e-06,6.98558e-07,6.01794e-07,5.15801e-07,3.45250e-07,1.72184e-07,7.68684e-08,4.13170e-08
2.01429e-05,1.34538e-05,8.98003e-06,5.82999e-06,3.73469e-06,2.38522e-06,1.31723e-06,7.85034e-07,6.54412e-07,5.50265e-07,3.65737e-07,1.84311e-07,8.48449e-08,4.68198e-08
1.71483e-05,1.16475e-05,7.99801e-06,5.32808e-06,3.44264e-06,2.19687e-06,1.20349e-06,7.21526e-07,6.17540e-07,5.27083e-07,3.51889e-07,1.75323e-07,7.82559e-08,4.19431e-08
1.69559e-05,1.14789e-05,7.86277e-06,5.23073e-06,3.37277e-06,2.14609e-06,1.17036e-06,7.01530e-07,6.04305e-07,5.17934e-07,3.46603e-07,1.72745e-07,7.70081e-08,4.13232e-08
1.72558e-05,1.18923e-05,8.25395e-06,5.51022e-06,3.55506e-06,2.26073e-06,1.22639e-06,7.18595e-07,6.05954e-07,5.14352e-07,3.42160e-07,1.69805e-07,7.52815e-08,4.02189e-08
2.67205e-05,1.71513e-05,1.08347e-05,6.70947e-06,4.20458e-06,2.66205e-06,1.46655e-06,8.56993e-07,6.88223e-07,5.66203e-07,3.71568e-07,1.86620e-07,8.60962e-08,4.73270e-08
1.69487e-05,1.14651e-05,7.84208e-06,5.21019e-06,3.35846e-06,2.13746e-06,1.16649e-06,6.99060e-07,6.01174e-07,5.14744e-07,3.44321e-07,1.71665e-07,7.66187e-08,4.11521e-08
1.73337e-05,1.16838e-05,7.91793e-06,5.19308e-06,3.30999e-06,2.08374e-06,1.12133e-06,6.69958e-07,5.84107e-07,5.04912e-07,3.39925e-07,1.70018e-07,7.58905e-08,4.07747e-08
1.70253e-05,1.14913e-05,7.80984e-06,5.15710e-06,3.32512e-06,2.12552e-06,1.17113e-06,7.03293e-07,5.96862e-07,5.06961e-07,3.38527e-07,1.70212e-07,7.76409e-08,4.25447e-08
1.59649e-05,1.06642e-05,7.07316e-06,4.58142e-06,2.98294e-06,1.96350e-06,1.14571e-06,7.05660e-07,5.66929e-07,4.64258e-07,3.09294e-07,1.64579e-07,8.49082e-08,5.15189e-08
1.55868e-05,1.05764e-05,7.30232e-06,4.89713e-06,3.15856e-06,2.00044e-06,1.07944e-06,6.46881e-07,5.67158e-07,4.91028e-07,3.29376e-07,1.62577e-07,7.06122e-08,3.69394e-08
2.56269e-05,1.67937e-05,1.08651e-05,6.85645e-06,4.35290e-06,2.78691e-06,1.55761e-06,9.21631e-07,7.40623e-07,6.08968e-07,4.01422e-07,2.04895e-07,9.77232e-08,5.55136e-08
1.73719e-05,1.18332e-05,8.14251e-06,5.41861e-06,3.48637e-06,2.20971e-06,1.19479e-06,7.08417e-07,6.09627e-07,5.22798e-07,3.49143e-07,1.72580e-07,7.55243e-08,3.97917e-08
1.69228e-05,1.14515e-05,7.84128e-06,5.21512e-06,3.36133e-06,2.13752e-06,1.16443e-06,6.97531e-07,6.01314e-07,5.15612e-07,3.45000e-07,1.71726e-07,7.63259e-08,4.08319e-08
1.68052e-05,1.14084e-05,7.87892e-06,5.28196e-06,3.40358e-06,2.15251e-06,1.15813e-06,6.91620e-07,6.06295e-07,5.25030e-07,3.51904e-07,1.73142e-07,7.46441e-08,3.87362e-08
-1.81747e-05,-9.15993e-06,-3.43387e-06,-8.51190e-07,-2.50604e-07,-1.88611e-07,-2.26723e-07,-9.20426e-08,1.11730e-07,1.88162e-07,1.47871e-07,5.72413e-08,3.84366e-09,-8.26261e-09
9.89995e-06,5.38532e-06,3.13171e-06,2.11841e-06,1.45910e-06,1.01674e-06,6.65034e-07,5.15773e-07,4.90323e-07,4.33631e-07,3.03214e-07,1.65934e-07,8.74379e-08,5.39030e-08
1.07897e-04,7.33313e-05,4.63118e-05,2.76808e-05,1.80975e-05,1.26447e-05,8.19737e-06,5.02285e-06,3.34477e-06,2.37659e-06,1.53347e-06,9.55302e-07,6.43425e-07,4.58001e-07
-1.03509e-05,-8.33407e-06,-5.41420e-06,-2.71753e-06,-1.37629e-06,-6.87688e-07,-2.13029e-07,1.31795e-08,6.35965e-08,7.16527e-08,6.91729e-08,5.91214e-08,4.82969e-08,3.80836e-08
1.21220e-04,8.18916e-05,5.13792e-05,3.05126e-05,1.98403e-05,1.37982e-05,8.89819e-06,5.42447e-06,3.59957e-06,2.55080e-06,1.64011e-06,1.01754e-06,6.82813e-07,4.84631e-07
1.05501e-04,7.17162e-05,4.52950e-05,2.70701e-05,1.76962e-05,1.23642e-05,8.01768e-06,4.91765e-06,3.27979e-06,2.33419e-06,1.50932e-06,9.42209e-07,6.35496e-07,4.52853e-07
1.06707e-04,7.30225e-05,4.65173e-05,2.80665e-05,1.84785e-05,1.29718e-05,8.43714e-06,5.16993e-06,3.43284e-06,2.42890e-06,1.55631e-06,9.61908e-07,6.44546e-07,4.57453e-07
1.02864e-04,7.06762e-05,4.53375e-05,2.76018e-05,1.82847e-05,1.28884e-05,8.41552e-06,5.17233e-06,3.44032e-06,2.43675e-06,1.56304e-06,9.66791e-07,6.47933e-07,4.59743e-07
1.05097e-04,7.14991e-05,4.52041e-05,2.70485e-05,1.77014e-05,1.23798e-05,8.03726e-06,4.93594e-06,3.29522e-06,2.34690e-06,1.51876e-06,9.48748e-07,6.40184e-07,4.56314e-07
