X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
30.000,0.000,0.000,3.753,300.000,0.0,1.0e-06,0.081
30.000,0.000,0.000,2.734,3303.092,0.5,3.5e-05,0.839
30.000,0.000,0.000,2.708,3167.150,0.6,4.6e-05,0.819
30.000,0.000,0.000,2.710,2994.714,0.6,6.1e-05,0.796
30.000,0.000,0.000,5.000,2267.700,0.8,7.5e-05,0.754
30.000,0.000,0.000,0.000,334.123,0.0,1.0e-06,0.025
