X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
30.000,0.000,0.000,3.734,300.000,0.0,1.0e-06,0.083
30.000,0.000,0.000,2.709,3311.230,0.5,3.8e-05,0.833
30.000,0.000,0.000,2.713,3147.861,0.6,4.5e-05,0.822
30.000,0.000,0.000,2.742,2941.505,0.7,5.8e-05,0.801
30.000,0.000,0.000,5.000,2292.323,0.8,7.3e-05,0.759
30.000,0.000,0.000,0.000,333.930,0.0,1.0e-06,0.026
