X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
30.000,0.000,0.000,3.745,300.000,0.0,1.0e-06,0.082
30.000,0.000,0.000,2.723,3302.601,0.5,3.6e-05,0.836
30.000,0.000,0.000,2.709,3156.068,0.6,4.6e-05,0.819
30.000,0.000,0.000,2.722,2970.415,0.7,6.0e-05,0.797
30.000,0.000,0.000,5.000,2274.420,0.8,7.4e-05,0.753
30.000,0.000,0.000,0.000,333.831,0.0,1.0e-06,0.025
