time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.569068288e-05,8.073680000e-05,3.336800000e-08,1.130315200e-05,2.790680725e+02,2.433400000e+02
1.456000e-05,2.655343454e-05,3.986960000e-05,3.563840000e-08,5.581744000e-06,3.985071520e+02,3.040200000e+02
1.744000e-05,4.283932951e-06,1.073796000e-05,3.727240000e-08,1.503314400e-06,9.953587437e+02,5.394600000e+02
2.146000e-05,-3.178511335e-06,-3.123520000e-06,3.223280000e-08,4.372928000e-07,-8.595150940e+02,-8.693300000e+02
2.549000e-05,-4.269343984e-06,-5.481640000e-06,2.414880000e-08,7.674296000e-07,-5.299827357e+02,-4.486600000e+02
2.950000e-05,-3.975129278e-06,-4.865880000e-06,1.771600000e-08,6.812232000e-07,-4.356937687e+02,-3.806500000e+02
3.528000e-05,-3.005033275e-06,-3.169960000e-06,1.172352000e-08,4.437944000e-07,-3.896473520e+02,-3.760500000e+02
4.330000e-05,-1.781713138e-06,-1.597708000e-06,8.099480000e-09,2.236791200e-07,-3.924164439e+02,-4.219800000e+02
5.140000e-05,-9.987334162e-07,-8.290400000e-07,7.399440000e-09,1.160656000e-07,-4.337245061e+02,-4.910400000e+02
5.941000e-05,-5.746445305e-07,-4.434160000e-07,7.451040000e-09,6.207824000e-08,-4.925157326e+02,-5.854100000e+02
7.095000e-05,-2.491267461e-07,-2.122480000e-07,5.825640000e-09,2.971472000e-08,-6.396140230e+02,-7.117800000e+02
8.707000e-05,-6.381674066e-08,-7.559400000e-08,5.655360000e-09,1.058316000e-08,-1.127322633e+03,-1.006900000e+03
