X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
29.85,3019.967,3.745,300.0,0.0,1e-06,0.082
29.85,3019.967,2.723,3302.601,0.5,3.6e-05,0.836
29.85,3019.967,2.709,3156.068,0.6,4.6e-05,0.819
29.85,3019.967,2.722,2970.415,0.7,6e-05,0.797
29.85,3019.967,5.0,2274.42,0.8,7.4e-05,0.753
29.85,3019.967,0.0,333.831,0.0,1e-06,0.025
