X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
29.85,3019.967,3.753,300.0,0.0,1e-06,0.081
29.85,3019.967,2.734,3303.092,0.5,3.5e-05,0.839
29.85,3019.967,2.708,3167.15,0.6,4.6e-05,0.819
29.85,3019.967,2.71,2994.714,0.6,6.1e-05,0.796
29.85,3019.967,5.0,2267.7,0.8,7.5e-05,0.754
29.85,3019.967,0.0,334.123,0.0,1e-06,0.025
