X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
100.000,0.000,0.000,3.756,300.000,0.0,1.0e-06,0.080
100.000,0.000,0.000,2.788,3241.445,0.6,3.0e-05,0.849
100.000,0.000,0.000,2.744,3124.095,0.6,4.5e-05,0.804
100.000,0.000,0.000,2.741,2960.055,0.6,6.5e-05,0.768
100.000,0.000,0.000,5.000,2269.240,0.8,8.7e-05,0.742
100.000,0.000,0.000,0.000,338.305,0.0,1.0e-06,0.029
