time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.988667004e-05,7.373640000e-05,2.488840000e-08,8.111004000e-06,2.968195897e+02,2.585300000e+02
1.456000e-05,2.188263482e-05,3.273160000e-05,4.506400000e-08,3.600476000e-06,4.533672867e+02,3.468200000e+02
1.744000e-05,1.605801305e-06,4.150360000e-06,5.547000000e-08,4.565396000e-07,1.914609494e+03,1.016830000e+03
2.146000e-05,-5.562818534e-06,-7.712480000e-06,1.726880000e-08,8.483728000e-07,-5.918424186e+02,-4.758400000e+02
2.549000e-05,-6.293277479e-06,-7.500920000e-06,1.725160000e-09,8.251012000e-07,-4.091832999e+02,-3.640500000e+02
2.950000e-05,-5.443917228e-06,-7.621320000e-06,1.369292000e-08,8.383452000e-07,-3.532979992e+02,-2.822400000e+02
3.528000e-05,-3.912714077e-06,-3.789160000e-06,1.656360000e-09,4.168076000e-07,-3.267777746e+02,-3.338800000e+02
4.330000e-05,-2.375878258e-06,-2.681480000e-06,1.002932000e-08,2.949628000e-07,-3.239089369e+02,-2.988100000e+02
5.140000e-05,-1.438974973e-06,-1.412292000e-06,5.615800000e-09,1.553521200e-07,-3.399994293e+02,-3.442500000e+02
5.941000e-05,-8.884641049e-07,-7.683240000e-07,3.565560000e-09,8.451564000e-08,-3.683491753e+02,-4.058600000e+02
7.095000e-05,-4.401545108e-07,-3.458920000e-07,2.289320000e-09,3.804812000e-08,-4.376511854e+02,-5.138900000e+02
8.707000e-05,-1.817431888e-07,-1.274176000e-07,1.850720000e-09,1.401593600e-08,-5.610900193e+02,-7.108800000e+02
1.031600e-04,-7.307764300e-08,-5.784360000e-08,1.885120000e-09,6.362796000e-09,-7.763847031e+02,-9.072900000e+02
1.192200e-04,-2.498922478e-08,-2.911960000e-08,1.904040000e-09,3.203156000e-09,-1.247484511e+03,-1.126640000e+03
