,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,7.016822177190622e-06,-2.5839267312696837e-07,-1.3694909115126365e-07,5.887975208164695e-08,-2.3669877035709717e-06,-6.790550843919175e-08,9.067283393896497e-10,1.3579749448397097e-10,-7.639276548673984e-10,-3.027614521621283e-09,-2.8259824962395915e-07,0.0001635541418936631,-3.61706714448046e-05,-2.735564796482894e-05,-1.9719497349229087e-05,-0.00019656456455072543,0.00412144561378898,0.12587333508368176,0.2498797585578623,0.15504231392705042,0.11299805805146018,0.533855715193729,0.6199954953743546,-4.082658507084214e-05,3.360816606095417e-05,3.184207831991436e-05,3.084779035002778e-05,0.0002341207243055148,-0.001263342535912517
dB/dt tg02,5.506078360115313e-06,5.966280591065346e-07,5.2532170022223e-07,3.824416026128188e-07,-3.78375938339758e-06,-3.641945634284637e-08,1.2129710028672277e-09,7.612664589733513e-10,3.5241858872530344e-10,4.5162128202368816e-09,-1.997755042675185e-07,6.174118011722534e-05,-3.2856190260305156e-05,-2.8800711270737585e-05,-2.7888019680602852e-05,-0.00025496553908402325,0.002894232775223745,0.06545074196154192,0.17618511862977085,0.11318007119297659,0.08380245909048945,0.36157443406396717,0.4388678813285094,-2.1852792345887557e-05,2.5299595601176732e-05,2.6857472019809216e-05,3.03353968240822e-05,0.00023492808134597994,-0.0008940274735125711
dB/dt tg03,3.908031156498154e-06,7.814228304100178e-07,6.229707907085231e-07,3.4326594363640426e-07,-3.827214064625915e-06,-1.6984413478548424e-08,1.1742379117972024e-09,9.444644738907579e-10,8.251560484899603e-10,7.096869775307374e-09,-1.2836336527982532e-07,8.480447998101202e-06,-2.5630286183016372e-05,-2.4617916337038005e-05,-2.6883823544474555e-05,-0.00022514017181088708,0.0018450443501955478,0.028819670948224883,0.10449524250809344,0.07174826068885992,0.054583984067124766,0.20134207453228045,0.28237439582238627,-1.014988997400062e-05,1.5901023043735542e-05,1.9033436839629044e-05,2.399007467779873e-05,0.0001824685913922596,-0.0005751287107692896
dB/dt tg04,2.51581700258853e-06,6.29436335388025e-07,4.5685862292920034e-07,1.7686667490469048e-07,-3.020369303091698e-06,-6.921040280393099e-09,9.254780889603898e-10,8.315320804292804e-10,8.433364457722649e-10,6.40136329057388e-09,-7.563949128940293e-08,-1.1184062975085572e-05,-1.7120497760405243e-05,-1.76722862807307e-05,-2.0612171936293187e-05,-0.00015416178349677353,0.0010772228813941275,0.010438544738691826,0.046511330187921744,0.03720555401804412,0.029966724486292205,0.08211196896987606,0.16661471366433125,-4.099788597250355e-06,7.885066634359704e-06,1.112656931431222e-05,1.557448341935663e-05,0.00011332581494681336,-0.0003393420365207744
dB/dt tg05,1.6971805564534043e-06,4.68729933641497e-07,3.106343129401682e-07,7.227115428209008e-08,-2.2393219386011046e-06,-3.0969357145741826e-09,6.945021663019028e-10,6.618805485501218e-10,7.103176613399394e-10,4.992431279241703e-09,-4.829049499438065e-08,-1.4637631062566853e-05,-1.1352972783758939e-05,-1.2396353550198564e-05,-1.502247610677028e-05,-0.00010123227127732215,0.0006822263361851092,0.0037740689064319206,0.016072225931783358,0.018078143342735883,0.016108358367280563,0.025852435497622436,0.10647344578190204,-1.8072136928773897e-06,3.6940894375907356e-06,6.403335082271235e-06,9.898697448509067e-06,6.888637691233544e-05,-0.00021687413534006062
dB/dt tg06,1.190364968899785e-06,3.465247231016655e-07,2.0844004663877035e-07,1.308001022369673e-08,-1.64839184010172e-06,-1.5125704492714574e-09,5.170060084471184e-10,5.141585153747064e-10,5.697494288465568e-10,3.765949953785744e-09,-3.2810840164646844e-08,-1.3671382837119213e-05,-7.5909612344875365e-06,-8.72233146076917e-06,-1.0880983734499982e-05,-6.661229392076517e-05,0.00046022114362373923,0.0012097852204553683,0.00042577993912806984,0.007407684203634317,0.008159781518804943,-0.00039305990247088727,0.07239182267816988,-8.61791316050764e-07,1.5575404112645645e-06,3.643759164456274e-06,6.283845043863073e-06,4.199878818408481e-05,-0.00014748192232017372
dB/dt tg07,7.522008347554433e-07,2.305217969231268e-07,1.1964024945458472e-07,-2.588497714773209e-08,-1.0747277933419292e-06,-6.129194454155751e-10,3.40376007315866e-10,3.5630724057889423e-10,4.075686436881943e-10,2.498605228932406e-09,-2.0388600053373554e-08,-1.0894143416317873e-05,-4.3272482463651006e-06,-5.342377369499796e-06,-6.912257680421192e-06,-3.729835158659681e-05,0.00028335326934016407,-5.539415921508969e-05,-0.00922907219481319,-0.00029095246982667044,0.0021181046188751647,-0.014825413822787395,0.04501108340903805,-3.2971964162414437e-07,2.2541746193863442e-07,1.547985329286037e-06,3.2667222252470935e-06,2.085141543979839e-05,-9.173569978442027e-05
dB/dt tg08,4.319428827418649e-07,1.4289566082758512e-07,6.154954724631464e-08,-3.7836766430802626e-08,-6.255873209411708e-07,-1.9592834316356723e-10,1.9756030381584962e-10,2.205224802210969e-10,2.6137732108142976e-10,1.4731142711561492e-09,-1.1866155008188582e-08,-7.747594546016107e-06,-2.07991467116889e-06,-2.836153367241335e-06,-3.852774711233753e-06,-1.804779016404067e-05,0.00016307273375352894,-0.0004722004248568851,-0.011839131715052032,-0.004019996253991809,-0.0012483110288278138,-0.017630110176176203,0.026205069235994805,-8.795474997903197e-08,-2.243373181938721e-07,3.975341010317382e-07,1.3323341753826005e-06,8.38054026545873e-06,-5.344368183769239e-05
dB/dt tg09,2.6499862744046227e-07,9.479406788371503e-08,3.499544606546312e-08,-3.500151872846547e-08,-3.8420732074620955e-07,-6.817460586832195e-11,1.190936129324034e-10,1.4120160685768822e-10,1.7283023084276436e-10,9.104995396332208e-10,-7.580945569408518e-09,-5.597030867870753e-06,-1.0452740482135726e-06,-1.5746048502122664e-06,-2.245517991259987e-06,-9.424342183410743e-06,0.00010315367076208756,-0.00048702997035567894,-0.01044422572550911,-0.004649091684636179,-0.002251668179285679,-0.015100701981315533,0.01674046914399882,-1.740157836567289e-08,-2.0237600488869257e-07,3.479761393001702e-08,5.305216398625296e-07,3.586592596860324e-06,-3.41674850812797e-05
dB/dt tg10,1.7290912433927545e-07,6.651002940572545e-08,2.201779188971689e-08,-2.8968360199970573e-08,-2.5013876253114953e-07,-2.7813660838196592e-11,7.518884145662458e-11,9.419828387566704e-11,1.1877041897738567e-10,5.942333241925379e-10,-5.231583774209258e-09,-4.178966662348004e-06,-5.605882670486514e-07,-9.241830319594875e-07,-1.379729468951367e-06,-5.38342447978273e-06,7.058024912886073e-05,-0.0004187344764725248,-0.008260197933391316,-0.004240163274073164,-0.002354807076958512,-0.01187424940159521,0.011548598926011846,2.450747660552371e-09,-9.265678774374864e-08,-4.6638176257648874e-08,2.0804269650056885e-07,1.7465450426312937e-06,-2.3589543356250317e-05
