X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
100.02,2998.511,3.746,300.0,0.0,1e-06,0.08
100.02,2998.511,2.785,3228.801,0.6,3e-05,0.848
100.02,2998.511,2.74,3115.044,0.6,4.5e-05,0.803
100.02,2998.511,2.737,2952.39,0.6,6.5e-05,0.767
100.02,2998.511,5.0,2262.849,0.8,8.8e-05,0.738
100.02,2998.511,0.0,337.72,0.0,1e-06,0.028
