time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.935275377e-05,7.373640000e-05,2.488840000e-08,5.898912000e-06,2.985969872e+02,2.585300000e+02
1.456000e-05,2.181690366e-05,3.273160000e-05,4.506400000e-08,2.618528000e-06,4.542774500e+02,3.468200000e+02
1.744000e-05,1.720584151e-06,4.150360000e-06,5.547000000e-08,3.320288000e-07,1.828482467e+03,1.016830000e+03
2.146000e-05,-5.439761927e-06,-7.712480000e-06,1.726880000e-08,6.169984000e-07,-6.007347508e+02,-4.758400000e+02
2.549000e-05,-6.202741895e-06,-7.500920000e-06,1.725160000e-09,6.000736000e-07,-4.131553185e+02,-3.640500000e+02
2.950000e-05,-5.382750051e-06,-7.621320000e-06,1.369292000e-08,6.097056000e-07,-3.559694364e+02,-2.822400000e+02
3.528000e-05,-3.879136970e-06,-3.789160000e-06,1.656360000e-09,3.031328000e-07,-3.286607508e+02,-3.338800000e+02
4.330000e-05,-2.360202641e-06,-2.681480000e-06,1.002932000e-08,2.145184000e-07,-3.253415451e+02,-2.988100000e+02
5.140000e-05,-1.430986995e-06,-1.412292000e-06,5.615800000e-09,1.129833600e-07,-3.412635392e+02,-3.442500000e+02
5.941000e-05,-8.838905801e-07,-7.683240000e-07,3.565560000e-09,6.146592000e-08,-3.696187175e+02,-4.058600000e+02
7.095000e-05,-4.378120611e-07,-3.458920000e-07,2.289320000e-09,2.767136000e-08,-4.392108560e+02,-5.138900000e+02
8.707000e-05,-1.804741329e-07,-1.274176000e-07,1.850720000e-09,1.019340800e-08,-5.637172572e+02,-7.108800000e+02
1.031600e-04,-7.230162522e-08,-5.784360000e-08,1.885120000e-09,4.627488000e-09,-7.819301358e+02,-9.072900000e+02
1.192200e-04,-2.448509569e-08,-2.911960000e-08,1.904040000e-09,2.329568000e-09,-1.264549441e+03,-1.126640000e+03
