X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
100.000,0.000,0.000,3.735,300.000,0.0,1.0e-06,0.081
100.000,0.000,0.000,2.786,3220.346,0.6,3.0e-05,0.848
100.000,0.000,0.000,2.742,3108.834,0.6,4.4e-05,0.803
100.000,0.000,0.000,2.738,2948.440,0.6,6.4e-05,0.768
100.000,0.000,0.000,5.000,2266.552,0.8,8.8e-05,0.738
100.000,0.000,0.000,0.000,337.776,0.0,1.0e-06,0.029
