X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
40.000,0.000,0.000,3.890,300.000,0.0,1.0e-06,0.076
40.000,0.000,0.000,2.788,3275.049,0.6,2.3e-05,0.870
40.000,0.000,0.000,2.674,3209.245,0.6,4.1e-05,0.755
40.000,0.000,0.000,2.666,3028.824,0.6,7.0e-05,0.694
40.000,0.000,0.000,5.000,2395.637,0.7,1.0e-04,0.677
40.000,0.000,0.000,0.000,338.242,0.0,1.0e-06,0.030
