time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.305383565e-05,8.526040000e-05,6.200600000e-08,4.263020000e-06,3.217867410e+02,2.346600000e+02
1.456000e-05,2.006280904e-05,4.301720000e-05,2.297920000e-08,2.150860000e-06,4.803842523e+02,2.890300000e+02
1.744000e-05,2.695646328e-06,1.262824000e-05,1.526672000e-08,6.314120000e-07,1.355499842e+03,4.842100000e+02
2.146000e-05,-2.981691415e-06,-2.287600000e-06,2.294480000e-08,1.143800000e-07,-8.969348268e+02,-1.070150000e+03
2.549000e-05,-3.809706510e-06,-5.130760000e-06,2.170640000e-08,2.565380000e-07,-5.717964759e+02,-4.688900000e+02
2.950000e-05,-3.413012380e-06,-4.719680000e-06,1.745800000e-08,2.359840000e-07,-4.823070510e+02,-3.885200000e+02
3.528000e-05,-2.468811828e-06,-3.147600000e-06,1.212600000e-08,1.573800000e-07,-4.442007216e+02,-3.779000000e+02
4.330000e-05,-1.470265539e-06,-1.618520000e-06,8.699760000e-09,8.092600000e-08,-4.460414314e+02,-4.183400000e+02
5.140000e-05,-8.946200982e-07,-8.405640000e-07,7.074360000e-09,4.202820000e-08,-4.667538562e+02,-4.865000000e+02
5.941000e-05,-5.591200393e-07,-4.595840000e-07,6.245320000e-09,2.297920000e-08,-5.015908292e+02,-5.716700000e+02
7.095000e-05,-2.818212820e-07,-2.070880000e-07,5.223640000e-09,1.035440000e-08,-5.891361736e+02,-7.232200000e+02
8.707000e-05,-1.184832465e-07,-7.499200000e-08,5.163440000e-09,3.749600000e-09,-7.462769177e+02,-1.012160000e+03
1.031600e-04,-5.061778943e-08,-4.164120000e-08,5.237400000e-09,2.082060000e-09,-9.917401014e+02,-1.129530000e+03
1.192200e-04,-1.964631673e-08,-1.905760000e-08,5.055080000e-09,9.528800000e-10,-1.464478241e+03,-1.494600000e+03
