X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
40.000,0.000,0.000,3.922,300.000,0.0,1.0e-06,0.074
40.000,0.000,0.000,2.786,3291.166,0.6,2.3e-05,0.870
40.000,0.000,0.000,2.669,3221.670,0.5,4.0e-05,0.752
40.000,0.000,0.000,2.662,3033.931,0.6,7.1e-05,0.688
40.000,0.000,0.000,5.000,2360.259,0.7,1.1e-04,0.669
40.000,0.000,0.000,0.000,336.811,0.0,1.0e-06,0.028
