X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
40.000,0.000,0.000,3.948,300.000,0.0,1.0e-06,0.073
40.000,0.000,0.000,2.768,3359.203,0.5,2.4e-05,0.849
40.000,0.000,0.000,2.686,3248.217,0.5,4.1e-05,0.751
40.000,0.000,0.000,2.686,3050.336,0.6,7.1e-05,0.694
40.000,0.000,0.000,5.000,2383.484,0.8,9.7e-05,0.689
40.000,0.000,0.000,0.000,338.945,0.0,1.0e-06,0.031
