X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
38.92,3016.959,3.948,300.0,0.0,1e-06,0.073
38.92,3016.959,2.768,3359.203,0.5,2.4e-05,0.849
38.92,3016.959,2.686,3248.217,0.5,4.1e-05,0.751
38.92,3016.959,2.686,3050.336,0.6,7.1e-05,0.694
38.92,3016.959,5.0,2383.484,0.8,9.7e-05,0.689
38.92,3016.959,0.0,338.945,0.0,1e-06,0.031
