time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.414657595e-05,8.526040000e-05,6.200600000e-08,6.820832000e-06,3.174426954e+02,2.346600000e+02
1.456000e-05,2.052191784e-05,4.301720000e-05,2.297920000e-08,3.441376000e-06,4.731926158e+02,2.890300000e+02
1.744000e-05,2.830102506e-06,1.262824000e-05,1.526672000e-08,1.010259200e-06,1.312219947e+03,4.842100000e+02
2.146000e-05,-2.954708889e-06,-2.287600000e-06,2.294480000e-08,1.830080000e-07,-9.023871140e+02,-1.070150000e+03
2.549000e-05,-3.808645625e-06,-5.130760000e-06,2.170640000e-08,4.104608000e-07,-5.719026522e+02,-4.688900000e+02
2.950000e-05,-3.416062392e-06,-4.719680000e-06,1.745800000e-08,3.775744000e-07,-4.820199249e+02,-3.885200000e+02
3.528000e-05,-2.468495648e-06,-3.147600000e-06,1.212600000e-08,2.518080000e-07,-4.442386515e+02,-3.779000000e+02
4.330000e-05,-1.466372193e-06,-1.618520000e-06,8.699760000e-09,1.294816000e-07,-4.468306016e+02,-4.183400000e+02
5.140000e-05,-8.906014769e-07,-8.405640000e-07,7.074360000e-09,6.724512000e-08,-4.681568775e+02,-4.865000000e+02
5.941000e-05,-5.558861758e-07,-4.595840000e-07,6.245320000e-09,3.676672000e-08,-5.035342818e+02,-5.716700000e+02
7.095000e-05,-2.799023806e-07,-2.070880000e-07,5.223640000e-09,1.656704000e-08,-5.918256980e+02,-7.232200000e+02
8.707000e-05,-1.177521414e-07,-7.499200000e-08,5.163440000e-09,5.999360000e-09,-7.493627427e+02,-1.012160000e+03
1.031600e-04,-5.050617002e-08,-4.164120000e-08,5.237400000e-09,3.331296000e-09,-9.932007377e+02,-1.129530000e+03
1.192200e-04,-1.981033837e-08,-1.905760000e-08,5.055080000e-09,1.524608000e-09,-1.456383518e+03,-1.494600000e+03
