time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,5.639952565e-05,8.526040000e-05,6.200600000e-08,9.378644000e-06,3.089316255e+02,2.346600000e+02
1.456000e-05,2.119746580e-05,4.301720000e-05,2.297920000e-08,4.731892000e-06,4.630849068e+02,2.890300000e+02
1.744000e-05,2.804579692e-06,1.262824000e-05,1.526672000e-08,1.389106400e-06,1.320169077e+03,4.842100000e+02
2.146000e-05,-3.105028967e-06,-2.287600000e-06,2.294480000e-08,2.516360000e-07,-8.730227881e+02,-1.070150000e+03
2.549000e-05,-3.938560777e-06,-5.130760000e-06,2.170640000e-08,5.643836000e-07,-5.592561732e+02,-4.688900000e+02
2.950000e-05,-3.508170855e-06,-4.719680000e-06,1.745800000e-08,5.191648000e-07,-4.735454805e+02,-3.885200000e+02
3.528000e-05,-2.516413288e-06,-3.147600000e-06,1.212600000e-08,3.462360000e-07,-4.385811273e+02,-3.779000000e+02
4.330000e-05,-1.483267962e-06,-1.618520000e-06,8.699760000e-09,1.780372000e-07,-4.434309227e+02,-4.183400000e+02
5.140000e-05,-8.970927609e-07,-8.405640000e-07,7.074360000e-09,9.246204000e-08,-4.658957839e+02,-4.865000000e+02
5.941000e-05,-5.587486505e-07,-4.595840000e-07,6.245320000e-09,5.055424000e-08,-5.018130694e+02,-5.716700000e+02
7.095000e-05,-2.810839953e-07,-2.070880000e-07,5.223640000e-09,2.277968000e-08,-5.901659312e+02,-7.232200000e+02
8.707000e-05,-1.186390464e-07,-7.499200000e-08,5.163440000e-09,8.249120000e-09,-7.456234208e+02,-1.012160000e+03
1.031600e-04,-5.140942291e-08,-4.164120000e-08,5.237400000e-09,4.580532000e-09,-9.815328485e+02,-1.129530000e+03
1.192200e-04,-2.066806898e-08,-1.905760000e-08,5.055080000e-09,2.096336000e-09,-1.415806003e+03,-1.494600000e+03
