X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
177.707,405.505,6.969,37.95,0.0,1e-06,0.1
177.707,405.505,5.926,16.812,0.2,0.00013,0.532
177.707,405.505,10.436,14.071,0.5,0.00013,0.411
177.707,405.505,7.588,17.078,0.5,0.00011,0.374
177.707,405.505,7.989,26.969,0.3,0.0001,0.486
177.707,405.505,0.0,32.053,0.3,9.9e-05,0.508
