X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
175.000,0.000,0.000,6.969,37.950,0.0,1.0e-06,0.100
175.000,0.000,0.000,5.926,16.812,0.2,1.3e-04,0.532
175.000,0.000,0.000,10.436,14.071,0.5,1.3e-04,0.411
175.000,0.000,0.000,7.588,17.078,0.5,1.1e-04,0.374
175.000,0.000,0.000,7.989,26.969,0.3,1.0e-04,0.486
175.000,0.000,0.000,0.000,32.053,0.3,9.9e-05,0.508
