time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.259085200e-03,1.258995200e-03,1.796390400e-06,3.776985600e-05,2.692769301e+01,2.696000000e+01
6.070000e-06,8.664883229e-04,8.200000000e-04,1.086073600e-06,2.460000000e-05,2.559133043e+01,2.656000000e+01
7.080000e-06,6.299283679e-04,6.069312000e-04,9.110528000e-07,1.820793600e-05,2.449061091e+01,2.512000000e+01
8.520000e-06,4.347359501e-04,4.358464000e-04,5.867264000e-07,1.307539200e-05,2.303382861e+01,2.301000000e+01
1.053000e-05,2.938241446e-04,3.051712000e-04,4.135424000e-07,9.155136000e-06,2.101245938e+01,2.049000000e+01
1.255000e-05,2.194841116e-04,2.310694400e-04,3.164544000e-07,6.932083200e-06,1.905055173e+01,1.842000000e+01
1.456000e-05,1.753576052e-04,1.835225600e-04,2.480204800e-07,5.505676800e-06,1.727284186e+01,1.676000000e+01
1.744000e-05,1.359401396e-04,1.403315200e-04,1.900300800e-07,4.209945600e-06,1.515095066e+01,1.484000000e+01
2.146000e-05,1.027231480e-04,1.037267200e-04,1.473113600e-07,3.111801600e-06,1.292470829e+01,1.284000000e+01
2.549000e-05,8.131970674e-05,8.079296000e-05,1.203628800e-07,2.423788800e-06,1.133710662e+01,1.139000000e+01
2.950000e-05,6.630597035e-05,6.525888000e-05,9.774400000e-08,1.957766400e-06,1.018225672e+01,1.029000000e+01
3.528000e-05,5.099939827e-05,4.954112000e-05,6.906368000e-08,1.486233600e-06,9.001706120e+00,9.180000000e+00
4.330000e-05,3.692638206e-05,3.576512000e-05,5.814784000e-08,1.072953600e-06,7.934961538e+00,8.100000000e+00
5.140000e-05,2.756818411e-05,2.681728000e-05,5.195520000e-08,8.045184000e-07,7.245002180e+00,7.380000000e+00
5.941000e-05,2.118472068e-05,2.078208000e-05,4.424064000e-08,6.234624000e-07,6.783722547e+00,6.870000000e+00
7.095000e-05,1.479220482e-05,1.492268800e-05,2.673856000e-08,4.476806400e-07,6.411700365e+00,6.370000000e+00
8.707000e-05,9.891636325e-06,1.015488000e-05,2.345068800e-08,3.046464000e-07,5.960593312e+00,5.860000000e+00
1.031600e-04,7.094273842e-06,7.252736000e-06,1.698777600e-08,2.175820800e-07,5.607788656e+00,5.530000000e+00
1.192200e-04,5.369863893e-06,5.371328000e-06,1.949369600e-08,1.611398400e-07,5.305078052e+00,5.300000000e+00
1.423300e-04,3.709321178e-06,3.720832000e-06,1.014963200e-08,1.116249600e-07,5.053110369e+00,5.040000000e+00
1.745400e-04,2.312277613e-06,2.364224000e-06,1.112051200e-08,7.092672000e-08,4.928683042e+00,4.860000000e+00
