time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.316557350e-03,1.258995200e-03,1.796390400e-06,6.294976000e-05,2.613822180e+01,2.696000000e+01
6.070000e-06,8.687281083e-04,8.200000000e-04,1.086073600e-06,4.100000000e-05,2.554732453e+01,2.656000000e+01
7.080000e-06,6.142803945e-04,6.069312000e-04,9.110528000e-07,3.034656000e-05,2.490477524e+01,2.512000000e+01
8.520000e-06,4.166344182e-04,4.358464000e-04,5.867264000e-07,2.179232000e-05,2.369625629e+01,2.301000000e+01
1.053000e-05,2.815450160e-04,3.051712000e-04,4.135424000e-07,1.525856000e-05,2.161905193e+01,2.049000000e+01
1.255000e-05,2.126286708e-04,2.310694400e-04,3.164544000e-07,1.155347200e-05,1.945785965e+01,1.842000000e+01
1.456000e-05,1.719821338e-04,1.835225600e-04,2.480204800e-07,9.176128000e-06,1.749811684e+01,1.676000000e+01
1.744000e-05,1.352162763e-04,1.403315200e-04,1.900300800e-07,7.016576000e-06,1.520497499e+01,1.484000000e+01
2.146000e-05,1.034484942e-04,1.037267200e-04,1.473113600e-07,5.186336000e-06,1.286422165e+01,1.284000000e+01
2.549000e-05,8.248367473e-05,8.079296000e-05,1.203628800e-07,4.039648000e-06,1.123019850e+01,1.139000000e+01
2.950000e-05,6.754522935e-05,6.525888000e-05,9.774400000e-08,3.262944000e-06,1.005732950e+01,1.029000000e+01
3.528000e-05,5.214110959e-05,4.954112000e-05,6.906368000e-08,2.477056000e-06,8.869817532e+00,9.180000000e+00
4.330000e-05,3.783458744e-05,3.576512000e-05,5.814784000e-08,1.788256000e-06,7.807464115e+00,8.100000000e+00
5.140000e-05,2.823269798e-05,2.681728000e-05,5.195520000e-08,1.340864000e-06,7.130867595e+00,7.380000000e+00
5.941000e-05,2.162783099e-05,2.078208000e-05,4.424064000e-08,1.039104000e-06,6.690746779e+00,6.870000000e+00
7.095000e-05,1.497156899e-05,1.492268800e-05,2.673856000e-08,7.461344000e-07,6.360388088e+00,6.370000000e+00
8.707000e-05,9.868228562e-06,1.015488000e-05,2.345068800e-08,5.077440000e-07,5.970015405e+00,5.860000000e+00
1.031600e-04,6.999845407e-06,7.252736000e-06,1.698777600e-08,3.626368000e-07,5.658108930e+00,5.530000000e+00
1.192200e-04,5.272257655e-06,5.371328000e-06,1.949369600e-08,2.685664000e-07,5.370353567e+00,5.300000000e+00
1.423300e-04,3.630009473e-06,3.720832000e-06,1.014963200e-08,1.860416000e-07,5.126448175e+00,5.040000000e+00
1.745400e-04,2.243239454e-06,2.364224000e-06,1.112051200e-08,1.182112000e-07,5.029295070e+00,4.860000000e+00
