X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
177.707,405.505,7.64,40.428,0.0,1e-06,0.1
177.707,405.505,5.557,12.631,0.2,0.00014,0.487
177.707,405.505,9.72,13.458,0.4,0.00012,0.386
177.707,405.505,8.248,16.054,0.5,0.00012,0.381
177.707,405.505,8.021,24.422,0.4,0.0001,0.472
177.707,405.505,0.0,31.046,0.3,9.9e-05,0.504
