X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
175.000,0.000,0.000,6.281,30.471,0.0,1.0e-06,0.100
175.000,0.000,0.000,6.517,25.186,0.2,1.2e-04,0.538
175.000,0.000,0.000,12.557,15.502,0.5,1.2e-04,0.412
175.000,0.000,0.000,8.262,18.215,0.4,1.1e-04,0.407
175.000,0.000,0.000,8.016,26.499,0.3,1.0e-04,0.483
175.000,0.000,0.000,0.000,31.263,0.3,9.9e-05,0.505
