X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
177.707,405.505,6.518,33.027,0.0,1e-06,0.1
177.707,405.505,6.265,21.582,0.2,0.00012,0.54
177.707,405.505,12.299,14.88,0.5,0.00013,0.412
177.707,405.505,7.99,17.399,0.5,0.00011,0.386
177.707,405.505,8.001,26.89,0.3,0.0001,0.485
177.707,405.505,0.0,31.726,0.3,9.9e-05,0.507
