time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.376782474e-03,1.258995200e-03,1.796390400e-06,8.812966400e-05,2.537030419e+01,2.696000000e+01
6.070000e-06,8.726331865e-04,8.200000000e-04,1.086073600e-06,5.740000000e-05,2.547105051e+01,2.656000000e+01
7.080000e-06,6.009177318e-04,6.069312000e-04,9.110528000e-07,4.248518400e-05,2.527262676e+01,2.512000000e+01
8.520000e-06,4.011456850e-04,4.358464000e-04,5.867264000e-07,3.050924800e-05,2.430235820e+01,2.301000000e+01
1.053000e-05,2.704404894e-04,3.051712000e-04,4.135424000e-07,2.136198400e-05,2.220687246e+01,2.049000000e+01
1.255000e-05,2.056217510e-04,2.310694400e-04,3.164544000e-07,1.617486080e-05,1.989742672e+01,1.842000000e+01
1.456000e-05,1.676917473e-04,1.835225600e-04,2.480204800e-07,1.284657920e-05,1.779531750e+01,1.676000000e+01
1.744000e-05,1.331079494e-04,1.403315200e-04,1.900300800e-07,9.823206400e-06,1.536511080e+01,1.484000000e+01
2.146000e-05,1.027216725e-04,1.037267200e-04,1.473113600e-07,7.260870400e-06,1.292483205e+01,1.284000000e+01
2.549000e-05,8.236712589e-05,8.079296000e-05,1.203628800e-07,5.655507200e-06,1.124078976e+01,1.139000000e+01
2.950000e-05,6.771569014e-05,6.525888000e-05,9.774400000e-08,4.568121600e-06,1.004044419e+01,1.029000000e+01
3.528000e-05,5.250119928e-05,4.954112000e-05,6.906368000e-08,3.467878400e-06,8.829214116e+00,9.180000000e+00
4.330000e-05,3.832162165e-05,3.576512000e-05,5.814784000e-08,2.503558400e-06,7.741172516e+00,8.100000000e+00
5.140000e-05,2.880549320e-05,2.681728000e-05,5.195520000e-08,1.877209600e-06,7.036020300e+00,7.380000000e+00
5.941000e-05,2.225983578e-05,2.078208000e-05,4.424064000e-08,1.454745600e-06,6.563496648e+00,6.870000000e+00
7.095000e-05,1.558647389e-05,1.492268800e-05,2.673856000e-08,1.044588160e-06,6.191985184e+00,6.370000000e+00
8.707000e-05,1.028840195e-05,1.015488000e-05,2.345068800e-08,7.108416000e-07,5.806346772e+00,5.860000000e+00
1.031600e-04,7.163122022e-06,7.252736000e-06,1.698777600e-08,5.076915200e-07,5.571798094e+00,5.530000000e+00
1.192200e-04,5.222439722e-06,5.371328000e-06,1.949369600e-08,3.759929600e-07,5.404452107e+00,5.300000000e+00
1.423300e-04,3.447976856e-06,3.720832000e-06,1.014963200e-08,2.604582400e-07,5.305327303e+00,5.040000000e+00
1.745400e-04,2.082599663e-06,2.364224000e-06,1.112051200e-08,1.654956800e-07,5.284700066e+00,4.860000000e+00
