time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,5.950622419e-04,6.580992000e-04,8.344320000e-07,1.974297600e-05,4.438071529e+01,4.155000000e+01
6.070000e-06,3.818859421e-04,3.710336000e-04,4.284992000e-07,1.113100800e-05,4.418880187e+01,4.506000000e+01
7.080000e-06,2.666027866e-04,2.540556800e-04,4.271872000e-07,7.621670400e-06,4.344608091e+01,4.489000000e+01
8.520000e-06,1.787440513e-04,1.728691200e-04,2.168211200e-07,5.186073600e-06,4.165771423e+01,4.262000000e+01
1.053000e-05,1.152612810e-04,1.149312000e-04,1.951468800e-07,3.447936000e-06,3.921145092e+01,3.929000000e+01
1.255000e-05,8.081027113e-05,8.173760000e-05,1.721081600e-07,2.452128000e-06,3.708502478e+01,3.682000000e+01
1.456000e-05,5.994865302e-05,6.100800000e-05,1.591718400e-07,1.830240000e-06,3.532866673e+01,3.494000000e+01
1.744000e-05,4.136962726e-05,4.174784000e-05,8.331200000e-08,1.252435200e-06,3.348759455e+01,3.329000000e+01
2.146000e-05,2.651829726e-05,2.650240000e-05,6.008960000e-08,7.950720000e-07,3.187884220e+01,3.189000000e+01
2.549000e-05,1.799351483e-05,1.798752000e-05,5.780672000e-08,5.396256000e-07,3.099003708e+01,3.100000000e+01
2.950000e-05,1.275426434e-05,1.263456000e-05,6.342208000e-08,3.790368000e-07,3.055686931e+01,3.074000000e+01
3.528000e-05,8.210124737e-06,8.079296000e-06,3.001856000e-08,2.423788800e-07,3.041830625e+01,3.075000000e+01
4.330000e-05,4.860510773e-06,4.893760000e-06,2.435859200e-08,1.468128000e-07,3.066535936e+01,3.053000000e+01
5.140000e-05,3.116940428e-06,3.122560000e-06,3.308864000e-08,9.367680000e-08,3.098548460e+01,3.095000000e+01
5.941000e-05,2.149581392e-06,2.169523200e-06,2.967744000e-08,6.508569600e-08,3.118271862e+01,3.099000000e+01
7.095000e-05,1.358423910e-06,1.389932800e-06,1.587782400e-08,4.169798400e-08,3.149959342e+01,3.102000000e+01
8.707000e-05,8.512307415e-07,8.522752000e-07,1.797964800e-08,2.556825600e-08,3.057994632e+01,3.055000000e+01
1.031600e-04,5.894623243e-07,5.641600000e-07,1.538976000e-08,1.692480000e-08,2.945051555e+01,3.032000000e+01
1.192200e-04,4.332345880e-07,4.237760000e-07,1.936249600e-08,1.936249600e-08,2.841309534e+01,2.883000000e+01
1.423300e-04,2.923191908e-07,2.952000000e-07,9.244352000e-09,9.244352000e-09,2.749055609e+01,2.731000000e+01
1.745400e-04,1.864406201e-07,1.963801600e-07,9.215488000e-09,9.215488000e-09,2.640769613e+01,2.551000000e+01
