X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
12.500,0.000,0.000,7.966,56.223,0.0,1.0e-06,0.100
12.500,0.000,0.000,8.133,63.290,0.2,8.9e-05,0.595
12.500,0.000,0.000,7.906,34.233,0.3,9.4e-05,0.500
12.500,0.000,0.000,7.922,32.328,0.3,9.9e-05,0.505
12.500,0.000,0.000,7.932,26.791,0.3,1.0e-04,0.486
12.500,0.000,0.000,0.000,22.017,0.4,1.1e-04,0.454
