X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
12.244,406.954,8.908,54.737,0.0,1e-06,0.1
12.244,406.954,8.23,59.662,0.2,9.1e-05,0.604
12.244,406.954,7.97,33.127,0.3,9.4e-05,0.493
12.244,406.954,7.946,33.169,0.3,9.9e-05,0.509
12.244,406.954,7.952,26.736,0.3,0.0001,0.485
12.244,406.954,0.0,21.408,0.4,0.00011,0.449
