,sensitivity,confidence
$\mathrm{thk}_{1}$,5.8774856577803005,3.7827818894839376
$\mathrm{thk}_{2}$,2.230169281068234,1.529164487523692
$\mathrm{thk}_{3}$,0.9568541475361091,0.6119065276491323
$\mathrm{thk}_{4}$,1.0381127099669893,0.6408061626184504
$\mathrm{thk}_{5}$,1.074177116075216,0.7015289134964141
$\mathrm{thk}_{6}$,1.1293024814071442,0.709489023129828
$\mathrm{thk}_{7}$,3.5660195937544388,2.160892456014331
$\mathrm{thk}_{8}$,0.904113104528335,0.5652186734457831
$\mathrm{thk}_{9}$,1.690633216728046,1.0231977974299709
$\rho_{1}$,50.41335908103333,31.376292909574563
$\rho_{2}$,25.86696128295867,15.936319420771595
$\rho_{3}$,7.122337538134839,4.456017245077406
$\rho_{4}$,1.7562178946771683,1.1592276903679577
$\rho_{5}$,1.2801087821827448,0.76511288344771
$\rho_{6}$,2.538536052244782,1.5957139176777853
$\rho_{7}$,0.9689204650948292,0.637950350800432
$\rho_{8}$,1.7169577698392047,1.0187263148754917
$\rho_{9}$,0.7373012012747585,0.4739048787580599
$\rho_{10}$,1.0463923184645425,0.65550335605345
