,sensitivity,confidence
$\mathrm{thk}_{1}$,11.015172861882544,7.081132746829718
$\mathrm{thk}_{2}$,12.207394044627438,7.4117348429096905
$\mathrm{thk}_{3}$,4.706370297512173,2.891178217731147
$\mathrm{thk}_{4}$,2.1491219593004187,1.3164104712015847
$\mathrm{thk}_{5}$,1.542060818670942,0.9742037628980166
$\mathrm{thk}_{6}$,1.4380228762437433,0.9137925568661824
$\mathrm{thk}_{7}$,1.3064905954526314,0.7972895928742822
$\mathrm{thk}_{8}$,1.5794711298468145,1.0265587155059395
$\mathrm{thk}_{9}$,2.2541016368192053,1.4477538172607658
$\rho_{1}$,17.76831848361529,10.286631289161074
$\rho_{2}$,19.68187805592806,12.163046670136152
$\rho_{3}$,15.82264368217616,10.191889281095238
$\rho_{4}$,5.115723249001889,3.2490947021128713
$\rho_{5}$,4.39605968409165,2.6833040341044994
$\rho_{6}$,2.104217274689261,1.3249988062010594
$\rho_{7}$,1.9424560540765037,1.2369258878471867
$\rho_{8}$,1.1074263567829412,0.6950104340906014
$\rho_{9}$,1.9758467145398033,1.2320256890472667
$\rho_{10}$,1.21143991488862,0.782232494576764
