,sensitivity,confidence
$\mathrm{thk}_{1}$,11.1870462682542,6.742314916128752
$\mathrm{thk}_{2}$,14.257792008746112,8.774501451444525
$\mathrm{thk}_{3}$,5.761224216327676,3.6625726522682127
$\mathrm{thk}_{4}$,1.5579331096849849,0.9848494682481673
$\mathrm{thk}_{5}$,1.6250146256822573,1.00928476715619
$\mathrm{thk}_{6}$,1.8164045297127185,1.145976887433918
$\mathrm{thk}_{7}$,1.589464236479939,0.9569853774184
$\mathrm{thk}_{8}$,1.6781325041390935,1.0231724570505554
$\mathrm{thk}_{9}$,2.5170578960033594,1.55148870159578
$\rho_{1}$,20.504854757409706,12.932212718884013
$\rho_{2}$,22.753993469825645,14.409266388247365
$\rho_{3}$,17.610098968847286,10.030692935332638
$\rho_{4}$,4.116887539014782,2.3972873687352703
$\rho_{5}$,4.856177543896513,2.971808162866223
$\rho_{6}$,2.38002292496358,1.4096569967638741
$\rho_{7}$,1.9157992157023078,1.255442041074633
$\rho_{8}$,1.0147309331032082,0.6106980624887489
$\rho_{9}$,1.8657299147535493,1.156502794021078
$\rho_{10}$,1.2057240760125287,0.7051922401724554
