,sensitivity,confidence
$\mathrm{thk}_{1}$,4.8500347199088125,3.064578617749811
$\mathrm{thk}_{2}$,3.315872282798196,1.8757905950527687
$\mathrm{thk}_{3}$,1.3446044614137362,0.8275983065056565
$\mathrm{thk}_{4}$,1.3036539732904397,0.8301393728209934
$\mathrm{thk}_{5}$,1.4847262857138528,0.9354027304314041
$\mathrm{thk}_{6}$,1.1401646555019496,0.6925062766039318
$\mathrm{thk}_{7}$,2.960345992703389,1.9382071457570091
$\mathrm{thk}_{8}$,0.9700516594027324,0.6123229489564062
$\mathrm{thk}_{9}$,1.7529450179179829,1.0546189305333562
$\rho_{1}$,35.93432361943367,23.117341282623777
$\rho_{2}$,18.454154651213052,11.201067118957502
$\rho_{3}$,5.777668975490075,3.4738343713505317
$\rho_{4}$,1.218680237107757,0.7822332516901368
$\rho_{5}$,1.4490804573587368,0.8573767096810826
$\rho_{6}$,1.8758323286918324,1.2049388676307795
$\rho_{7}$,1.6146704644336392,0.9651053298446277
$\rho_{8}$,1.728129165153256,1.0894067612554266
$\rho_{9}$,1.4484885991710441,0.8891134954865685
$\rho_{10}$,1.329380742531902,0.8394643087387129
