,sensitivity,confidence
$\mathrm{thk}_{1}$,5.284880354440182,3.256707444544099
$\mathrm{thk}_{2}$,2.9117491011339123,1.7481697960046076
$\mathrm{thk}_{3}$,1.3869075517474438,0.8697189554528204
$\mathrm{thk}_{4}$,1.190103734997874,0.7621963878039101
$\mathrm{thk}_{5}$,0.7603146355935677,0.48641391768054476
$\mathrm{thk}_{6}$,1.0278621783381514,0.6406115299223794
$\mathrm{thk}_{7}$,1.4481167812804003,0.9338533876082116
$\mathrm{thk}_{8}$,1.3688198605198736,0.870873925352522
$\mathrm{thk}_{9}$,1.657118600177983,1.0096068810158116
$\rho_{1}$,41.88580023949783,26.830231793131226
$\rho_{2}$,22.565483235798908,13.546176732866908
$\rho_{3}$,5.67876661437943,3.3614645993649925
$\rho_{4}$,1.3866996275634516,0.8494521290834733
$\rho_{5}$,1.5229618402553549,0.9280169874192911
$\rho_{6}$,1.4151354044906925,0.9378238168623404
$\rho_{7}$,1.5095906830094377,0.9042137104575904
$\rho_{8}$,1.3824183264369547,0.8311786443474628
$\rho_{9}$,1.2321367971390225,0.7954061459117687
$\rho_{10}$,1.5941906759824491,1.0321766977437201
