,sensitivity,confidence
$\mathrm{thk}_{1}$,3.42025082183171,2.0986500760466495
$\mathrm{thk}_{2}$,2.4062850476449964,1.5038635935981972
$\mathrm{thk}_{3}$,1.3420464651414268,0.8176750465167778
$\mathrm{thk}_{4}$,1.5029704478658559,0.9181211033612074
$\mathrm{thk}_{5}$,1.1061180373059667,0.6802683481961532
$\mathrm{thk}_{6}$,0.7559995348627512,0.4962240959207091
$\mathrm{thk}_{7}$,2.0072196918020597,1.1893694547305784
$\rho_{1}$,21.38365136705626,12.952501886280556
$\rho_{2}$,11.970029159852208,7.047038503278073
$\rho_{3}$,5.032207499222049,2.968064005816681
$\rho_{4}$,1.4590987972089573,0.8960920353233961
$\rho_{5}$,1.3407282462331158,0.812392683199992
$\rho_{6}$,1.1746259429252983,0.7976203031652996
$\rho_{7}$,1.1522202407314497,0.6982052305123453
$\rho_{8}$,1.4387944006351987,0.8879772755172838
