tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20,tg_21,tg_22,tg_23,tg_24,tg_25,tg_26,tg_27,tg_28,tg_29,tg_30,tg_31
1.56217e-02,1.31766e-02,8.41096e-03,5.35928e-03,3.13999e-03,1.74611e-03,1.08040e-03,7.17045e-04,4.32978e-04,2.41569e-04,1.49604e-04,9.91150e-05,6.02223e-05,3.46955e-05,2.18228e-05,1.49384e-05,9.34077e-06,5.58331e-06,3.66985e-06,2.57674e-06,1.62745e-06,9.88968e-07,6.56631e-07,4.58227e-07,2.96762e-07,1.78444e-07,1.16499e-07,8.10946e-08,5.25111e-08,3.12788e-08,2.03320e-08,1.41998e-08
1.51950e-02,1.33802e-02,8.92978e-03,5.76859e-03,3.37285e-03,1.86380e-03,1.14909e-03,7.61851e-04,4.60100e-04,2.56553e-04,1.58626e-04,1.04881e-04,6.35272e-05,3.64394e-05,2.28153e-05,1.55537e-05,9.67650e-06,5.75366e-06,3.76964e-06,2.64174e-06,1.66420e-06,1.00856e-06,6.68345e-07,4.65677e-07,3.01163e-07,1.80920e-07,1.18007e-07,8.20670e-08,5.30762e-08,3.15740e-08,2.05095e-08,1.43206e-08
1.55605e-02,1.30824e-02,8.51255e-03,5.49371e-03,3.21168e-03,1.77340e-03,1.09682e-03,7.32746e-04,4.48104e-04,2.52908e-04,1.57332e-04,1.04491e-04,6.35908e-05,3.65856e-05,2.29223e-05,1.56034e-05,9.66818e-06,5.72881e-06,3.75145e-06,2.63134e-06,1.65853e-06,1.00403e-06,6.64264e-07,4.62496e-07,2.99310e-07,1.80266e-07,1.17752e-07,8.18905e-08,5.28842e-08,3.14233e-08,2.04263e-08,1.42883e-08
1.53358e-02,1.29633e-02,8.44258e-03,5.59672e-03,3.39671e-03,1.88414e-03,1.14077e-03,7.42199e-04,4.37515e-04,2.38408e-04,1.45917e-04,9.60720e-05,5.83084e-05,3.38760e-05,2.14885e-05,1.47966e-05,9.30232e-06,5.59267e-06,3.69128e-06,2.59858e-06,1.64491e-06,9.99375e-07,6.62362e-07,4.61676e-07,2.98882e-07,1.79855e-07,1.17425e-07,8.16678e-08,5.27748e-08,3.13751e-08,2.03900e-08,1.42531e-08
1.56085e-02,1.31539e-02,8.38118e-03,5.32796e-03,3.11724e-03,1.74000e-03,1.08381e-03,7.24360e-04,4.41346e-04,2.48275e-04,1.54328e-04,1.02469e-04,6.23494e-05,3.58940e-05,2.25347e-05,1.53882e-05,9.58502e-06,5.70658e-06,3.74266e-06,2.62487e-06,1.65505e-06,1.00362e-06,6.65236e-07,4.63644e-07,2.99992e-07,1.80335e-07,1.17679e-07,8.18563e-08,5.29408e-08,3.14961e-08,2.04641e-08,1.42937e-08
1.56206e-02,1.31729e-02,8.40367e-03,5.34744e-03,3.12264e-03,1.72672e-03,1.06446e-03,7.06050e-04,4.27900e-04,2.41575e-04,1.52104e-04,1.02519e-04,6.36927e-05,3.75786e-05,2.40919e-05,1.66948e-05,1.05314e-05,6.33328e-06,4.16566e-06,2.91765e-06,1.83452e-06,1.10798e-06,7.31360e-07,5.07499e-07,3.26393e-07,1.94742e-07,1.26288e-07,8.74438e-08,5.63234e-08,3.33355e-08,2.15565e-08,1.49979e-08
1.56217e-02,1.31766e-02,8.41097e-03,5.35931e-03,3.14008e-03,1.74637e-03,1.08087e-03,7.17679e-04,4.33703e-04,2.42231e-04,1.50097e-04,9.94082e-05,6.02637e-05,3.45324e-05,2.15912e-05,1.47021e-05,9.14007e-06,5.44308e-06,3.58150e-06,2.52435e-06,1.60462e-06,9.83120e-07,6.57510e-07,4.61870e-07,3.01320e-07,1.82436e-07,1.19718e-07,8.36090e-08,5.42500e-08,3.23711e-08,2.10629e-08,1.47146e-08
1.56217e-02,1.31766e-02,8.41096e-03,5.35928e-03,3.13999e-03,1.74611e-03,1.08040e-03,7.17036e-04,4.32940e-04,2.41477e-04,1.49462e-04,9.89347e-05,6.00147e-05,3.45000e-05,2.16734e-05,1.48388e-05,9.30064e-06,5.58715e-06,3.69528e-06,2.61123e-06,1.66358e-06,1.01937e-06,6.80593e-07,4.77174e-07,3.10475e-07,1.87331e-07,1.22556e-07,8.53824e-08,5.52645e-08,3.28823e-08,2.13499e-08,1.48943e-08
1.50507e-02,1.36481e-02,9.22145e-03,5.95955e-03,3.48018e-03,1.91923e-03,1.18019e-03,7.79992e-04,4.68992e-04,2.60419e-04,1.60674e-04,1.06064e-04,6.41226e-05,3.67230e-05,2.29724e-05,1.56582e-05,9.74597e-06,5.79597e-06,3.79554e-06,2.65798e-06,1.67320e-06,1.01384e-06,6.71972e-07,4.68181e-07,3.02628e-07,1.81607e-07,1.18375e-07,8.23085e-08,5.32479e-08,3.16813e-08,2.05715e-08,1.43542e-08
1.87920e-02,1.16691e-02,6.00771e-03,3.69347e-03,2.19818e-03,1.25306e-03,7.87437e-04,5.27859e-04,3.22114e-04,1.82293e-04,1.14462e-04,7.68912e-05,4.76092e-05,2.80488e-05,1.80091e-05,1.25323e-05,7.97995e-06,4.86304e-06,3.23907e-06,2.29488e-06,1.46635e-06,9.00823e-07,6.02431e-07,4.23065e-07,2.75888e-07,1.66984e-07,1.09615e-07,7.66309e-08,4.98319e-08,2.98309e-08,1.94655e-08,1.36311e-08
