,sensitivity,confidence
$\mathrm{thk}_{1}$,3.917406751633359,2.4141480155053285
$\mathrm{thk}_{2}$,2.0868194946069236,1.2813631270392776
$\mathrm{thk}_{3}$,1.9294648546733626,1.186900491217268
$\mathrm{thk}_{4}$,1.6624350401024728,0.9863953226987789
$\mathrm{thk}_{5}$,1.437007264266774,0.9155008525041384
$\mathrm{thk}_{6}$,1.198679150293413,0.7456026114934009
$\mathrm{thk}_{7}$,1.2501098333461311,0.7211104982335551
$\rho_{1}$,16.746931065210624,10.144070069829846
$\rho_{2}$,8.782373627968704,5.562021498167049
$\rho_{3}$,5.050233477631248,2.932884116873326
$\rho_{4}$,2.678374121198448,1.7376097880685428
$\rho_{5}$,1.4650423572043805,0.8747988003708681
$\rho_{6}$,1.6794578146873733,1.0204021233891818
$\rho_{7}$,1.7192835911368234,1.0650882657129075
$\rho_{8}$,1.264125977723888,0.7634682557153594
