,sensitivity,confidence
$\mathrm{thk}_{1}$,2.8012746665161496,1.7312735273779105
$\mathrm{thk}_{2}$,2.8894512820091482,1.717751668235748
$\mathrm{thk}_{3}$,1.4656108258833733,0.9849866225707455
$\mathrm{thk}_{4}$,1.5080092420711255,0.9733136664969985
$\mathrm{thk}_{5}$,1.4080829168724251,0.8513036224653167
$\mathrm{thk}_{6}$,1.5557672055651068,0.945179475212667
$\mathrm{thk}_{7}$,1.5169843250459092,0.9103890977508964
$\rho_{1}$,14.976194552673386,9.11285141426913
$\rho_{2}$,9.487166729088564,5.498288151389387
$\rho_{3}$,4.391770511070425,2.784205341771364
$\rho_{4}$,1.3478160385826348,0.8117925201711399
$\rho_{5}$,1.4412252893054458,0.8871304797122812
$\rho_{6}$,1.15442208901078,0.7025022913203082
$\rho_{7}$,1.8262640294708803,1.1737962643289601
$\rho_{8}$,1.6264652998101312,1.0253117358835728
