tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20,tg_21,tg_22,tg_23
2.58752e-03,1.21597e-03,6.69727e-04,4.04261e-04,2.22926e-04,1.14500e-04,6.67144e-05,4.26574e-05,2.50656e-05,1.38344e-05,8.56474e-06,5.75710e-06,3.57890e-06,2.09967e-06,1.35116e-06,9.33290e-07,5.79611e-07,3.45623e-07,2.24107e-07,1.54307e-07,9.56116e-08,5.61985e-08,3.59745e-08,2.45020e-08
2.58752e-03,1.21596e-03,6.69686e-04,4.04163e-04,2.22710e-04,1.14099e-04,6.61649e-05,4.20183e-05,2.43902e-05,1.32228e-05,8.07152e-06,5.38750e-06,3.36148e-06,2.02706e-06,1.36285e-06,9.89674e-07,6.63821e-07,4.33813e-07,3.04048e-07,2.23437e-07,1.49830e-07,9.54769e-08,6.50210e-08,4.64970e-08
2.58752e-03,1.21596e-03,6.69686e-04,4.04163e-04,2.22711e-04,1.14100e-04,6.61662e-05,4.20212e-05,2.43977e-05,1.32402e-05,8.10029e-06,5.42586e-06,3.40842e-06,2.07627e-06,1.40748e-06,1.02711e-06,6.89921e-07,4.48084e-07,3.10414e-07,2.24828e-07,1.47186e-07,9.07717e-08,5.98912e-08,4.15716e-08
1.25974e-03,6.93267e-04,4.31192e-04,2.87690e-04,1.77023e-04,1.01426e-04,6.37899e-05,4.30178e-05,2.66048e-05,1.52806e-05,9.62950e-06,6.50151e-06,4.01583e-06,2.30966e-06,1.45163e-06,9.80314e-07,5.90989e-07,3.41951e-07,2.16929e-07,1.47054e-07,8.97299e-08,5.21608e-08,3.32303e-08,2.26082e-08
1.20441e-03,6.66674e-04,4.16443e-04,2.78863e-04,1.72318e-04,9.91850e-05,6.26014e-05,4.23323e-05,2.62598e-05,1.51280e-05,9.55403e-06,6.46098e-06,3.99767e-06,2.30307e-06,1.44919e-06,9.79485e-07,5.91012e-07,3.42215e-07,2.17195e-07,1.47276e-07,8.98868e-08,5.22596e-08,3.32947e-08,2.26519e-08
1.27486e-03,7.02487e-04,4.37247e-04,2.91938e-04,1.79809e-04,1.03145e-04,6.49329e-05,4.38194e-05,2.71188e-05,1.55835e-05,9.82223e-06,6.63178e-06,4.09582e-06,2.35498e-06,1.47957e-06,9.98795e-07,6.01767e-07,3.47918e-07,2.20552e-07,1.49409e-07,9.10836e-08,5.28926e-08,3.36670e-08,2.28884e-08
1.25420e-03,6.87193e-04,4.26371e-04,2.84209e-04,1.74932e-04,1.00409e-04,6.32915e-05,4.27730e-05,2.65234e-05,1.52780e-05,9.64910e-06,6.52584e-06,4.03839e-06,2.32692e-06,1.46436e-06,9.89791e-07,5.97222e-07,3.45765e-07,2.19401e-07,1.48735e-07,9.07424e-08,5.27302e-08,3.35789e-08,2.28358e-08
1.24143e-03,6.79508e-04,4.22736e-04,2.83567e-04,1.76871e-04,1.03805e-04,6.69130e-05,4.61413e-05,2.93124e-05,1.73206e-05,1.11420e-05,7.63616e-06,4.78884e-06,2.79138e-06,1.76864e-06,1.19993e-06,7.25655e-07,4.19885e-07,2.65726e-07,1.79472e-07,1.08803e-07,6.26818e-08,3.95917e-08,2.67259e-08
1.25891e-03,6.92469e-04,4.30587e-04,2.87323e-04,1.76950e-04,1.01603e-04,6.40659e-05,4.33074e-05,2.68517e-05,1.54456e-05,9.72965e-06,6.55877e-06,4.03798e-06,2.31102e-06,1.44600e-06,9.72964e-07,5.84148e-07,3.36835e-07,2.13264e-07,1.44422e-07,8.80752e-08,5.12076e-08,3.26425e-08,2.22246e-08
1.25974e-03,6.93267e-04,4.31192e-04,2.87688e-04,1.77019e-04,1.01414e-04,6.37685e-05,4.29900e-05,2.65738e-05,1.52539e-05,9.61079e-06,6.49053e-06,4.01307e-06,2.31291e-06,1.45712e-06,9.86233e-07,5.96305e-07,3.46028e-07,2.19954e-07,1.49303e-07,9.12069e-08,5.30527e-08,3.38012e-08,2.29920e-08
1.25974e-03,6.93267e-04,4.31192e-04,2.87690e-04,1.77023e-04,1.01427e-04,6.37906e-05,4.30194e-05,2.66083e-05,1.52866e-05,9.63717e-06,6.50973e-06,4.02346e-06,2.31525e-06,1.45509e-06,9.82094e-07,5.91101e-07,3.41019e-07,2.15638e-07,1.45714e-07,8.85269e-08,5.12173e-08,3.25100e-08,2.20577e-08
1.28555e-03,7.06045e-04,4.38514e-04,2.92252e-04,1.79621e-04,1.02795e-04,6.45949e-05,4.35315e-05,2.69020e-05,1.54387e-05,9.72283e-06,6.56112e-06,4.05023e-06,2.32794e-06,1.46238e-06,9.87172e-07,5.94827e-07,3.43997e-07,2.18138e-07,1.47824e-07,9.01636e-08,5.23910e-08,3.33660e-08,2.26946e-08
8.85921e-04,4.92318e-04,3.10009e-04,2.09193e-04,1.30534e-04,7.59855e-05,4.84181e-05,3.30160e-05,2.06984e-05,1.20768e-05,7.71021e-06,5.26246e-06,3.29270e-06,1.92084e-06,1.22111e-06,8.32312e-07,5.07556e-07,2.97193e-07,1.90340e-07,1.30043e-07,8.01094e-08,4.70320e-08,3.01962e-08,2.06721e-08
1.26616e-03,6.98543e-04,4.35237e-04,2.90765e-04,1.79142e-04,1.02749e-04,6.46603e-05,4.36182e-05,2.69805e-05,1.54954e-05,9.76267e-06,6.58955e-06,4.06843e-06,2.33853e-06,1.46898e-06,9.91551e-07,5.97379e-07,3.45403e-07,2.18987e-07,1.48374e-07,9.04776e-08,5.25597e-08,3.34662e-08,2.27586e-08
1.25148e-03,6.93779e-04,4.35505e-04,2.93263e-04,1.82574e-04,1.05957e-04,6.72702e-05,4.56743e-05,2.84370e-05,1.64238e-05,1.03808e-05,7.01910e-06,4.33837e-06,2.49385e-06,1.56534e-06,1.05540e-06,6.34582e-07,3.65927e-07,2.31404e-07,1.56416e-07,9.50812e-08,5.50376e-08,3.49402e-08,2.37022e-08
1.21988e-03,6.59929e-04,4.06862e-04,2.71474e-04,1.69266e-04,1.00579e-04,6.64196e-05,4.72748e-05,3.16313e-05,2.01272e-05,1.38625e-05,1.00808e-05,6.78189e-06,4.25439e-06,2.84433e-06,2.00611e-06,1.26374e-06,7.55537e-07,4.87045e-07,3.32091e-07,2.02218e-07,1.16017e-07,7.25643e-08,4.83805e-08
1.25978e-03,6.93412e-04,4.31481e-04,2.88115e-04,1.77573e-04,1.02003e-04,6.42873e-05,4.34005e-05,2.68291e-05,1.53463e-05,9.60476e-06,6.43106e-06,3.92142e-06,2.21650e-06,1.37146e-06,9.14053e-07,5.42320e-07,3.09123e-07,1.94131e-07,1.30732e-07,7.93163e-08,4.59697e-08,2.92816e-08,1.99481e-08
1.25974e-03,6.93267e-04,4.31192e-04,2.87688e-04,1.77017e-04,1.01407e-04,6.37547e-05,4.29686e-05,2.65434e-05,1.52179e-05,9.57619e-06,6.46100e-06,3.99266e-06,2.30344e-06,1.45498e-06,9.88388e-07,6.01477e-07,3.52055e-07,2.25556e-07,1.54149e-07,9.49420e-08,5.56635e-08,3.56566e-08,2.43419e-08
1.25974e-03,6.93266e-04,4.31192e-04,2.87689e-04,1.77023e-04,1.01426e-04,6.37879e-05,4.30135e-05,2.65958e-05,1.52642e-05,9.60719e-06,6.47578e-06,3.98893e-06,2.28558e-06,1.43230e-06,9.65693e-07,5.82268e-07,3.38396e-07,2.16390e-07,1.48209e-07,9.20603e-08,5.48830e-08,3.58420e-08,2.49581e-08
8.75635e-04,4.79522e-04,3.01495e-04,2.05278e-04,1.31420e-04,8.03627e-05,5.40324e-05,3.87612e-05,2.58713e-05,1.61348e-05,1.07962e-05,7.61158e-06,4.90729e-06,2.92646e-06,1.87807e-06,1.28312e-06,7.80073e-07,4.52692e-07,2.87000e-07,1.94235e-07,1.18283e-07,6.87318e-08,4.38809e-08,2.99751e-08
8.69021e-04,4.76034e-04,2.99360e-04,2.03858e-04,1.30537e-04,7.98446e-05,5.36994e-05,3.85335e-05,2.57298e-05,1.60548e-05,1.07475e-05,7.58006e-06,4.88913e-06,2.91700e-06,1.87268e-06,1.27980e-06,7.78308e-07,4.51807e-07,2.86503e-07,1.93931e-07,1.18119e-07,6.86474e-08,4.38318e-08,2.99440e-08
8.67005e-04,4.77378e-04,3.01714e-04,2.06376e-04,1.32823e-04,8.16218e-05,5.50206e-05,3.95057e-05,2.63576e-05,1.64049e-05,1.09500e-05,7.70182e-06,4.95077e-06,2.94275e-06,1.88380e-06,1.28460e-06,7.79346e-07,4.51476e-07,2.85928e-07,1.93393e-07,1.17723e-07,6.84040e-08,4.36810e-08,2.98479e-08
8.67230e-04,4.77452e-04,3.03235e-04,2.08694e-04,1.34933e-04,8.24320e-05,5.46242e-05,3.83385e-05,2.46964e-05,1.46893e-05,9.44030e-06,6.44148e-06,4.00578e-06,2.30827e-06,1.44910e-06,9.77036e-07,5.88326e-07,3.41025e-07,2.17462e-07,1.48549e-07,9.19506e-08,5.46158e-08,3.55693e-08,2.47181e-08
8.66794e-04,4.72920e-04,2.95902e-04,2.00154e-04,1.26583e-04,7.58809e-05,5.00940e-05,3.54801e-05,2.35351e-05,1.48705e-05,1.02580e-05,7.52229e-06,5.15755e-06,3.33560e-06,2.29689e-06,1.66246e-06,1.08206e-06,6.68727e-07,4.42191e-07,3.07618e-07,1.91774e-07,1.12687e-07,7.18288e-08,4.86534e-08
8.66858e-04,4.73227e-04,2.96660e-04,2.01466e-04,1.28599e-04,7.84159e-05,5.26363e-05,3.77297e-05,2.51787e-05,1.57180e-05,1.05365e-05,7.44573e-06,4.81870e-06,2.88987e-06,1.86518e-06,1.28122e-06,7.84879e-07,4.59524e-07,2.93546e-07,1.99938e-07,1.22698e-07,7.18366e-08,4.61037e-08,3.16056e-08
8.66858e-04,4.73227e-04,2.96661e-04,2.01470e-04,1.28611e-04,7.84459e-05,5.26854e-05,3.77918e-05,2.52467e-05,1.57767e-05,1.05781e-05,7.47089e-06,4.82602e-06,2.88355e-06,1.85334e-06,1.26797e-06,7.72600e-07,4.49893e-07,2.86326e-07,1.94563e-07,1.19192e-07,6.97623e-08,4.48102e-08,3.07601e-08
8.41844e-04,4.61341e-04,2.90055e-04,1.97458e-04,1.26389e-04,7.73009e-05,5.20156e-05,3.73610e-05,2.49914e-05,1.56358e-05,1.04933e-05,7.41705e-06,4.79668e-06,2.87008e-06,1.84667e-06,1.26419e-06,7.70331e-07,4.47992e-07,2.84445e-07,1.92711e-07,1.17484e-07,6.83303e-08,4.36496e-08,2.98284e-08
1.22540e-03,6.71054e-04,4.16647e-04,2.78989e-04,1.74069e-04,1.02986e-04,6.74183e-05,4.74015e-05,3.10160e-05,1.90266e-05,1.26120e-05,8.84103e-06,5.67045e-06,3.36597e-06,2.15271e-06,1.46650e-06,8.87963e-07,5.12700e-07,3.23445e-07,2.17859e-07,1.31773e-07,7.59452e-08,4.81382e-08,3.26796e-08
8.61224e-04,4.68689e-04,2.93238e-04,1.98900e-04,1.26863e-04,7.73615e-05,5.19670e-05,3.72878e-05,2.49204e-05,1.55806e-05,1.04519e-05,7.38573e-06,4.77510e-06,2.85648e-06,1.83766e-06,1.25794e-06,7.66508e-07,4.45798e-07,2.83085e-07,1.91818e-07,1.16968e-07,6.80512e-08,4.34836e-08,2.97224e-08
8.77963e-04,4.78784e-04,2.98709e-04,2.01465e-04,1.27148e-04,7.62921e-05,5.04519e-05,3.56942e-05,2.34475e-05,1.43849e-05,9.51239e-06,6.64916e-06,4.24993e-06,2.51584e-06,1.60804e-06,1.09659e-06,6.66485e-07,3.87661e-07,2.46721e-07,1.67744e-07,1.02897e-07,6.03568e-08,3.88640e-08,2.67471e-08
8.67271e-04,4.74370e-04,2.98481e-04,2.03686e-04,1.30856e-04,8.01548e-05,5.37311e-05,3.82986e-05,2.52547e-05,1.54709e-05,1.01843e-05,7.08077e-06,4.49151e-06,2.63407e-06,1.67024e-06,1.13154e-06,6.82209e-07,3.93672e-07,2.49089e-07,1.68624e-07,1.02965e-07,6.01636e-08,3.86489e-08,2.65612e-08
8.66841e-04,4.73147e-04,2.96467e-04,2.01139e-04,1.28113e-04,7.78385e-05,5.20934e-05,3.72822e-05,2.48889e-05,1.56042e-05,1.05311e-05,7.49938e-06,4.90836e-06,2.98631e-06,1.95160e-06,1.35442e-06,8.39880e-07,4.97174e-07,3.19817e-07,2.18721e-07,1.34575e-07,7.87687e-08,5.04317e-08,3.44582e-08
8.66858e-04,4.73227e-04,2.96661e-04,2.01470e-04,1.28612e-04,7.84511e-05,5.26977e-05,3.78127e-05,2.52797e-05,1.58212e-05,1.06267e-05,7.51806e-06,4.86611e-06,2.91120e-06,1.86993e-06,1.27633e-06,7.72891e-07,4.45012e-07,2.79530e-07,1.87375e-07,1.12555e-07,6.43814e-08,4.05902e-08,2.74628e-08
8.66858e-04,4.73227e-04,2.96661e-04,2.01470e-04,1.28611e-04,7.84461e-05,5.26857e-05,3.77924e-05,2.52481e-05,1.57799e-05,1.05835e-05,7.47834e-06,4.83568e-06,2.89460e-06,1.86430e-06,1.27803e-06,7.80713e-07,4.55470e-07,2.89871e-07,1.96615e-07,1.19790e-07,6.93501e-08,4.39560e-08,2.97426e-08
8.66858e-04,4.73227e-04,2.96661e-04,2.01470e-04,1.28611e-04,7.84459e-05,5.26855e-05,3.77922e-05,2.52479e-05,1.57795e-05,1.05828e-05,7.47708e-06,4.83336e-06,2.89078e-06,1.85938e-06,1.27255e-06,7.75176e-07,4.50648e-07,2.86043e-07,1.93741e-07,1.18069e-07,6.86426e-08,4.38340e-08,2.99458e-08
9.34483e-04,4.81289e-04,2.85192e-04,1.82886e-04,1.07790e-04,5.92222e-05,3.62421e-05,2.40367e-05,1.46920e-05,8.42869e-06,5.36151e-06,3.67565e-06,2.33304e-06,1.39789e-06,9.14637e-07,6.40605e-07,4.05176e-07,2.46594e-07,1.62713e-07,1.13739e-07,7.18402e-08,4.31162e-08,2.80723e-08,1.93899e-08
1.17456e-03,5.98912e-04,3.52205e-04,2.24434e-04,1.31270e-04,7.14276e-05,4.33018e-05,2.84571e-05,1.71754e-05,9.69491e-06,6.07936e-06,4.11712e-06,2.57581e-06,1.52035e-06,9.84044e-07,6.83928e-07,4.29109e-07,2.59427e-07,1.70451e-07,1.18799e-07,7.48077e-08,4.47732e-08,2.90931e-08,2.00639e-08
8.42781e-04,4.36592e-04,2.61117e-04,1.69030e-04,1.00819e-04,5.60883e-05,3.46100e-05,2.30717e-05,1.41552e-05,8.13174e-06,5.16885e-06,3.53841e-06,2.24115e-06,1.34016e-06,8.76220e-07,6.13843e-07,3.88815e-07,2.37294e-07,1.57040e-07,1.10081e-07,6.97865e-08,4.20512e-08,2.74651e-08,1.90178e-08
9.36650e-04,4.84429e-04,2.88056e-04,1.85254e-04,1.09510e-04,6.03066e-05,3.69363e-05,2.44934e-05,1.49538e-05,8.55821e-06,5.42974e-06,3.71349e-06,2.35023e-06,1.40409e-06,9.16945e-07,6.41476e-07,4.05351e-07,2.46601e-07,1.62719e-07,1.13762e-07,7.18799e-08,4.31594e-08,2.81110e-08,1.94224e-08
9.39534e-04,4.85067e-04,2.87937e-04,1.84895e-04,1.09113e-04,5.99998e-05,3.67235e-05,2.43490e-05,1.48710e-05,8.51930e-06,5.41137e-06,3.70503e-06,2.34805e-06,1.40468e-06,9.18108e-07,6.42599e-07,4.06189e-07,2.47117e-07,1.63033e-07,1.13956e-07,7.19780e-08,4.32009e-08,2.81288e-08,1.94297e-08
9.33449e-04,4.80967e-04,2.85480e-04,1.83514e-04,1.08538e-04,5.98318e-05,3.66521e-05,2.42845e-05,1.47883e-05,8.42125e-06,5.31388e-06,3.61581e-06,2.27444e-06,1.35079e-06,8.79122e-07,6.14061e-07,3.87943e-07,2.36404e-07,1.56378e-07,1.09619e-07,6.95204e-08,4.19195e-08,2.73973e-08,1.89818e-08
9.35501e-04,4.82774e-04,2.86762e-04,1.84285e-04,1.08787e-04,5.97001e-05,3.63711e-05,2.39627e-05,1.44811e-05,8.17138e-06,5.11908e-06,3.46427e-06,2.16719e-06,1.28146e-06,8.32267e-07,5.80934e-07,3.67125e-07,2.24041e-07,1.48468e-07,1.04264e-07,6.62930e-08,4.00912e-08,2.62674e-08,1.82372e-08
9.34483e-04,4.81289e-04,2.85192e-04,1.82886e-04,1.07790e-04,5.92222e-05,3.62424e-05,2.40374e-05,1.46934e-05,8.43103e-06,5.36428e-06,3.67842e-06,2.33535e-06,1.39933e-06,9.15339e-07,6.40801e-07,4.04940e-07,2.46153e-07,1.62244e-07,1.13303e-07,7.14852e-08,4.28570e-08,2.78830e-08,1.92495e-08
9.92971e-04,5.08395e-04,3.00033e-04,1.91780e-04,1.12631e-04,6.16461e-05,3.76100e-05,2.48808e-05,1.51618e-05,8.66854e-06,5.49903e-06,3.76165e-06,2.38167e-06,1.42339e-06,9.29587e-07,6.50185e-07,4.10612e-07,2.49560e-07,1.64510e-07,1.14910e-07,7.25206e-08,4.34897e-08,2.82986e-08,1.95370e-08
1.01383e-03,5.20092e-04,3.07094e-04,1.96309e-04,1.15252e-04,6.30297e-05,3.84179e-05,2.53905e-05,1.54516e-05,8.81922e-06,5.58639e-06,3.81666e-06,2.41296e-06,1.43987e-06,9.39267e-07,6.56393e-07,4.14137e-07,2.51484e-07,1.65676e-07,1.15671e-07,7.29625e-08,4.37324e-08,2.84455e-08,1.96326e-08
1.17718e-03,6.14649e-04,3.65755e-04,2.34726e-04,1.37975e-04,7.52775e-05,4.56701e-05,3.00115e-05,1.81054e-05,1.02111e-05,6.39747e-06,4.32891e-06,2.70496e-06,1.59371e-06,1.02958e-06,7.14243e-07,4.46915e-07,2.69326e-07,1.76464e-07,1.22697e-07,7.70349e-08,4.59642e-08,2.97954e-08,2.05092e-08
9.15697e-04,4.69410e-04,2.77419e-04,1.77602e-04,1.04548e-04,5.74141e-05,3.51460e-05,2.33259e-05,1.42759e-05,8.20609e-06,5.22975e-06,3.59137e-06,2.28426e-06,1.37176e-06,8.99085e-07,6.30535e-07,3.99395e-07,2.43408e-07,1.60769e-07,1.12463e-07,7.10954e-08,4.27050e-08,2.78223e-08,1.92269e-08
9.34672e-04,4.81541e-04,2.85431e-04,1.83091e-04,1.07948e-04,5.93305e-05,3.63175e-05,2.40906e-05,1.47270e-05,8.44940e-06,5.37466e-06,3.68452e-06,2.33846e-06,1.40095e-06,9.16526e-07,6.41861e-07,4.05917e-07,2.47014e-07,1.62974e-07,1.13911e-07,7.19426e-08,4.31734e-08,2.81074e-08,1.94129e-08
9.30831e-04,4.78119e-04,2.82980e-04,1.81589e-04,1.07416e-04,5.95087e-05,3.67769e-05,2.46300e-05,1.52447e-05,8.86817e-06,5.69804e-06,3.93364e-06,2.51260e-06,1.51214e-06,9.91112e-07,6.94402e-07,4.38905e-07,2.66668e-07,1.75616e-07,1.22520e-07,7.71751e-08,4.61667e-08,2.99720e-08,2.06497e-08
9.34193e-04,4.80819e-04,2.84634e-04,1.82319e-04,1.07288e-04,5.88558e-05,3.60005e-05,2.38899e-05,1.46362e-05,8.44127e-06,5.40578e-06,3.73355e-06,2.39608e-06,1.45713e-06,9.66454e-07,6.84888e-07,4.39590e-07,2.71431e-07,1.80969e-07,1.27442e-07,8.10948e-08,4.89431e-08,3.19523e-08,2.20914e-08
9.34482e-04,4.81288e-04,2.85191e-04,1.82885e-04,1.07789e-04,5.92206e-05,3.62391e-05,2.40301e-05,1.46766e-05,8.39593e-06,5.31128e-06,3.61216e-06,2.25948e-06,1.32435e-06,8.49784e-07,5.87008e-07,3.67982e-07,2.25766e-07,1.52631e-07,1.10432e-07,7.41475e-08,4.85031e-08,3.43166e-08,2.55916e-08
1.14780e-03,6.14082e-04,3.74717e-04,2.45898e-04,1.48376e-04,8.31583e-05,5.13828e-05,3.41627e-05,2.07918e-05,1.17523e-05,7.32975e-06,4.91974e-06,3.03025e-06,1.74808e-06,1.10674e-06,7.54294e-07,4.61786e-07,2.73059e-07,1.77368e-07,1.23369e-07,7.85224e-08,4.85050e-08,3.28934e-08,2.37929e-08
1.52126e-03,8.02488e-04,4.81591e-04,3.11118e-04,1.84092e-04,1.00925e-04,6.12826e-05,4.01837e-05,2.40776e-05,1.33912e-05,8.25256e-06,5.48900e-06,3.34759e-06,1.91210e-06,1.20181e-06,8.14650e-07,4.95702e-07,2.91515e-07,1.88665e-07,1.30900e-07,8.31122e-08,5.12364e-08,3.46975e-08,2.50699e-08
1.36956e-03,7.12942e-04,4.26977e-04,2.76397e-04,1.64563e-04,9.11147e-05,5.58367e-05,3.69033e-05,2.23150e-05,1.25286e-05,7.77273e-06,5.19450e-06,3.18310e-06,1.82601e-06,1.15105e-06,7.81810e-07,4.76665e-07,2.80656e-07,1.81653e-07,1.25958e-07,7.98500e-08,4.91118e-08,3.31931e-08,2.39480e-08
1.36557e-03,7.14505e-04,4.30583e-04,2.80446e-04,1.68263e-04,9.39453e-05,5.79238e-05,3.84494e-05,2.33465e-05,1.31488e-05,8.16777e-06,5.45917e-06,3.34232e-06,1.91331e-06,1.20321e-06,8.15369e-07,4.95525e-07,2.90637e-07,1.87441e-07,1.29538e-07,8.17444e-08,5.00155e-08,3.36618e-08,2.42060e-08
1.36506e-03,7.14152e-04,4.30312e-04,2.80215e-04,1.68073e-04,9.38118e-05,5.78435e-05,3.84122e-05,2.33525e-05,1.31873e-05,8.21913e-06,5.51315e-06,3.39216e-06,1.95319e-06,1.23388e-06,8.39069e-07,5.12108e-07,3.01881e-07,1.95688e-07,1.35939e-07,8.64315e-08,5.33489e-08,3.61529e-08,2.61286e-08
1.36512e-03,7.14312e-04,4.30555e-04,2.80502e-04,1.68355e-04,9.40205e-05,5.79677e-05,3.84698e-05,2.33496e-05,1.31471e-05,8.16843e-06,5.46277e-06,3.34822e-06,1.91946e-06,1.20850e-06,8.19852e-07,4.99309e-07,2.94113e-07,1.90803e-07,1.32773e-07,8.47018e-08,5.25254e-08,3.57424e-08,2.59196e-08
1.36512e-03,7.14313e-04,4.30561e-04,2.80517e-04,1.68386e-04,9.40746e-05,5.80348e-05,3.85392e-05,2.34107e-05,1.31890e-05,8.19341e-06,5.47615e-06,3.35242e-06,1.91907e-06,1.20702e-06,8.18151e-07,4.97355e-07,2.91660e-07,1.87933e-07,1.29685e-07,8.16011e-08,4.97191e-08,3.33329e-08,2.38916e-08
1.25343e-03,6.61341e-04,4.01089e-04,2.62565e-04,1.58399e-04,8.89297e-05,5.50569e-05,3.66619e-05,2.23398e-05,1.26285e-05,7.86681e-06,5.26980e-06,3.23465e-06,1.85673e-06,1.17010e-06,7.94252e-07,4.83648e-07,2.84220e-07,1.83570e-07,1.27006e-07,8.02508e-08,4.91643e-08,3.31208e-08,2.38350e-08
1.24568e-03,6.44282e-04,3.86109e-04,2.50710e-04,1.50176e-04,8.38572e-05,5.17728e-05,3.44311e-05,2.09696e-05,1.18619e-05,7.39997e-06,4.96596e-06,3.05657e-06,1.76101e-06,1.11351e-06,7.58016e-07,4.63294e-07,2.73349e-07,1.77145e-07,1.22919e-07,7.79616e-08,4.79582e-08,3.24131e-08,2.33851e-08
1.34706e-03,6.86133e-04,4.03432e-04,2.57271e-04,1.50766e-04,8.22704e-05,4.99666e-05,3.28462e-05,1.97799e-05,1.10854e-05,6.88156e-06,4.60732e-06,2.83339e-06,1.63431e-06,1.03572e-06,7.06858e-07,4.33705e-07,2.57126e-07,1.67379e-07,1.16625e-07,7.43838e-08,4.60469e-08,3.12805e-08,2.26596e-08
1.36282e-03,7.13678e-04,4.30827e-04,2.81188e-04,1.69213e-04,9.48230e-05,5.86375e-05,3.90113e-05,2.37432e-05,1.33993e-05,8.33228e-06,5.57169e-06,3.41133e-06,1.95177e-06,1.22640e-06,8.30365e-07,5.03981e-07,2.95106e-07,1.90015e-07,1.31111e-07,8.25533e-08,5.03791e-08,3.38339e-08,2.42885e-08
1.36521e-03,7.14385e-04,4.30610e-04,2.80546e-04,1.68396e-04,9.40690e-05,5.80230e-05,3.85255e-05,2.33973e-05,1.31778e-05,8.18444e-06,5.46886e-06,3.34673e-06,1.91463e-06,1.20337e-06,8.15102e-07,4.95078e-07,2.90187e-07,1.87039e-07,1.29186e-07,8.14555e-08,4.97914e-08,3.34856e-08,2.40656e-08
1.36513e-03,7.14361e-04,4.30676e-04,2.80713e-04,1.68677e-04,9.44219e-05,5.83630e-05,3.88118e-05,2.35909e-05,1.32650e-05,8.20391e-06,5.44968e-06,3.30172e-06,1.86143e-06,1.15377e-06,7.72136e-07,4.62146e-07,2.67317e-07,1.70935e-07,1.17588e-07,7.40413e-08,4.53878e-08,3.06769e-08,2.21679e-08
1.36512e-03,7.14313e-04,4.30561e-04,2.80517e-04,1.68389e-04,9.40819e-05,5.80487e-05,3.85594e-05,2.34376e-05,1.32192e-05,8.22196e-06,5.50043e-06,3.36924e-06,1.92676e-06,1.20839e-06,8.15776e-07,4.92376e-07,2.86083e-07,1.82900e-07,1.25449e-07,7.84582e-08,4.76152e-08,3.18887e-08,2.28687e-08
1.36512e-03,7.14314e-04,4.30561e-04,2.80517e-04,1.68387e-04,9.40753e-05,5.80356e-05,3.85400e-05,2.34115e-05,1.31899e-05,8.19480e-06,5.47857e-06,3.35718e-06,1.92791e-06,1.21967e-06,8.33445e-07,5.14396e-07,3.08012e-07,2.02008e-07,1.41104e-07,8.93967e-08,5.39756e-08,3.53337e-08,2.45055e-08
1.36512e-03,7.14313e-04,4.30561e-04,2.80517e-04,1.68386e-04,9.40745e-05,5.80348e-05,3.85392e-05,2.34107e-05,1.31889e-05,8.19319e-06,5.47573e-06,3.35161e-06,1.91780e-06,1.20551e-06,8.16611e-07,4.96021e-07,2.90742e-07,1.87389e-07,1.29419e-07,8.15934e-08,4.98676e-08,3.35318e-08,2.40956e-08
8.33272e-04,5.04245e-04,3.45456e-04,2.52794e-04,1.75024e-04,1.15117e-04,8.10389e-05,5.99113e-05,4.11728e-05,2.64065e-05,1.80448e-05,1.29379e-05,8.50392e-06,5.17511e-06,3.37449e-06,2.33711e-06,1.44955e-06,8.65544e-07,5.66574e-07,3.96754e-07,2.54392e-07,1.57442e-07,1.05951e-07,7.54471e-08
1.30761e-03,8.08974e-04,5.55274e-04,4.03315e-04,2.74245e-04,1.75273e-04,1.20034e-04,8.65764e-05,5.77056e-05,3.57354e-05,2.37360e-05,1.66274e-05,1.06382e-05,6.29265e-06,4.01650e-06,2.73772e-06,1.66862e-06,9.81559e-07,6.36346e-07,4.42687e-07,2.81849e-07,1.73197e-07,1.15856e-07,8.20624e-08
1.08268e-03,6.87566e-04,4.79861e-04,3.52737e-04,2.42747e-04,1.56925e-04,1.08348e-04,7.86278e-05,5.27592e-05,3.28938e-05,2.19568e-05,1.54392e-05,9.91944e-06,5.89333e-06,3.77497e-06,2.58083e-06,1.57937e-06,9.33445e-07,6.07676e-07,4.24269e-07,2.71322e-07,1.67465e-07,1.12377e-07,7.97812e-08
8.31532e-04,5.01626e-04,3.42665e-04,2.50305e-04,1.73240e-04,1.14220e-04,8.07284e-05,5.99451e-05,4.14527e-05,2.67980e-05,1.84413e-05,1.33031e-05,8.80876e-06,5.40288e-06,3.54259e-06,2.46216e-06,1.53078e-06,9.13545e-07,5.96246e-07,4.15881e-07,2.65041e-07,1.62940e-07,1.09137e-07,7.74767e-08
8.33272e-04,5.04243e-04,3.45450e-04,2.52782e-04,1.74999e-04,1.15079e-04,8.09957e-05,5.98705e-05,4.11418e-05,2.63917e-05,1.80426e-05,1.29435e-05,8.51495e-06,5.18730e-06,3.38507e-06,2.34550e-06,1.45500e-06,8.68420e-07,5.67988e-07,3.97370e-07,2.54462e-07,1.57294e-07,1.05778e-07,7.53004e-08
