,sensitivity,confidence
$\mathrm{thk}_{1}$,2.897174107603748,1.7938051794718375
$\mathrm{thk}_{2}$,1.906333876666745,1.1026709418981515
$\mathrm{thk}_{3}$,1.3432909231403718,0.802453649323444
$\mathrm{thk}_{4}$,1.543585935949063,0.96342923095715
$\mathrm{thk}_{5}$,1.2702938393988574,0.783812665839694
$\mathrm{thk}_{6}$,0.981358961405637,0.6081941981461542
$\mathrm{thk}_{7}$,2.010187302493647,1.2672403825029166
$\rho_{1}$,17.815874211552426,10.79279209922262
$\rho_{2}$,9.401085141792517,5.686033843035492
$\rho_{3}$,4.046048861677368,2.5704804858698047
$\rho_{4}$,2.039210272628795,1.2640310486955963
$\rho_{5}$,1.1384891046103174,0.759190085398853
$\rho_{6}$,1.3045540467751748,0.8504574923213302
$\rho_{7}$,1.7815347278037548,1.1400785148078763
$\rho_{8}$,1.4127452978169774,0.8727909707971552
