,sensitivity,confidence
$\mathrm{thk}_{1}$,7.192636186896475,4.674683459135623
$\mathrm{thk}_{2}$,0.9215571020263551,0.5854187218079254
$\mathrm{thk}_{3}$,2.772572548253155,1.6284060538769147
$\mathrm{thk}_{4}$,1.8693558311082543,1.1722737053102916
$\mathrm{thk}_{5}$,1.1539989914117752,0.6851525417271696
$\mathrm{thk}_{6}$,1.4806934000809826,0.882076569830835
$\mathrm{thk}_{7}$,1.39789833333781,0.9234487048738583
$\rho_{1}$,28.734055050683324,17.262974116883164
$\rho_{2}$,12.252866500882046,7.792923230256417
$\rho_{3}$,5.173598571180722,3.52561648074762
$\rho_{4}$,1.6288561545950637,1.054509658732189
$\rho_{5}$,0.8829154180918662,0.5834635684440248
$\rho_{6}$,1.429157606467696,0.8465765057556183
$\rho_{7}$,2.355499394038274,1.5117931024227482
$\rho_{8}$,1.1704593402688905,0.7429325882872827
