X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
60.307,402.765,5.066,14.199,0.0,1e-06,0.1
60.307,402.765,8.973,89.601,0.1,8.9e-05,0.49
60.307,402.765,4.892,23.868,0.2,0.00012,0.518
60.307,402.765,7.808,18.179,0.4,0.00011,0.382
60.307,402.765,8.327,19.209,0.3,0.00011,0.437
60.307,402.765,0.0,21.386,0.4,0.00011,0.44
