X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
60.307,402.765,6.714,17.068,0.0,1e-06,0.1
60.307,402.765,9.895,67.386,0.1,9.5e-05,0.514
60.307,402.765,6.406,16.019,0.3,0.00012,0.457
60.307,402.765,8.268,18.64,0.4,0.00011,0.406
60.307,402.765,8.277,21.152,0.4,0.00011,0.449
60.307,402.765,0.0,26.391,0.4,0.0001,0.482
