time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.832750901e-03,2.941504000e-03,4.269248000e-06,8.824512000e-05,1.568304190e+01,1.532000000e+01
6.070000e-06,1.598660192e-03,1.666240000e-03,2.369996800e-06,4.998720000e-05,1.701233398e+01,1.655000000e+01
7.080000e-06,9.755758998e-04,1.018112000e-03,1.506963200e-06,3.054336000e-05,1.829586811e+01,1.779000000e+01
8.520000e-06,5.491183647e-04,5.499904000e-04,7.806400000e-07,1.649971200e-05,1.971238573e+01,1.970000000e+01
1.053000e-05,2.875280300e-04,2.731584000e-04,3.723456000e-07,8.194752000e-06,2.131809605e+01,2.206000000e+01
1.255000e-05,1.729174592e-04,1.618220800e-04,2.530848000e-07,4.854662400e-06,2.233317072e+01,2.335000000e+01
1.456000e-05,1.169238193e-04,1.115987200e-04,2.076633600e-07,3.347961600e-06,2.263140616e+01,2.336000000e+01
1.744000e-05,7.603771394e-05,7.530880000e-05,1.046451200e-07,2.259264000e-06,2.231784843e+01,2.246000000e+01
2.146000e-05,4.941043718e-05,5.069568000e-05,9.472640000e-08,1.520870400e-06,2.105331550e+01,2.069000000e+01
2.549000e-05,3.602335852e-05,3.731328000e-05,7.643712000e-08,1.119398400e-06,1.950937245e+01,1.906000000e+01
2.950000e-05,2.808568142e-05,2.873280000e-05,6.906368000e-08,8.619840000e-07,1.805326771e+01,1.778000000e+01
3.528000e-05,2.082314979e-05,2.094214400e-05,4.298112000e-08,6.282643200e-07,1.635575449e+01,1.630000000e+01
4.330000e-05,1.464205864e-05,1.453958400e-05,3.587008000e-08,4.361875200e-07,1.470171177e+01,1.477000000e+01
5.140000e-05,1.069231395e-05,1.056422400e-05,3.807424000e-08,3.169267200e-07,1.362268850e+01,1.373000000e+01
5.941000e-05,8.046246464e-06,7.953344000e-06,3.209152000e-08,2.386003200e-07,1.293464015e+01,1.304000000e+01
7.095000e-05,5.430716200e-06,5.431680000e-06,2.151680000e-08,1.629504000e-07,1.250519363e+01,1.250000000e+01
8.707000e-05,3.442683559e-06,3.429568000e-06,1.883244800e-08,1.028870400e-07,1.204675787e+01,1.208000000e+01
1.031600e-04,2.303328926e-06,2.318041600e-06,1.665715200e-08,6.954124800e-08,1.187115464e+01,1.182000000e+01
1.192200e-04,1.608502855e-06,1.591718400e-06,1.711897600e-08,4.775155200e-08,1.185002880e+01,1.193000000e+01
1.423300e-04,9.962143770e-07,9.931840000e-07,1.088435200e-08,2.979552000e-08,1.213910143e+01,1.217000000e+01
1.745400e-04,5.698629170e-07,5.733440000e-07,1.011027200e-08,1.720032000e-08,1.253845258e+01,1.249000000e+01
